bit_index,row_id,keep_mask,ambiguous_outputs
5072,79,16,D0.1|D1.1|PASS.1
5088,79,32,PAR.0|PASS.0|TRI.0
5089,79,33,PAR.5|PASS.5|TRI.5
5120,80,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5121,80,1,PAR.5|PASS.5|TRI.5
5122,80,2,PASS.4|TRI.4
5136,80,16,D0.1|D1.1|PASS.1
5152,80,32,PAR.0|PASS.0|TRI.0
5153,80,33,PAR.5|PASS.5|TRI.5
5184,81,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5185,81,1,PAR.5|PASS.5|TRI.5
5186,81,2,PAR.4|PASS.4|TRI.4
5187,81,3,PAR.4|PASS.4|TRI.4
5200,81,16,D0.1|D1.1|PASS.1
5220,81,36,PASS.0|PASS.3|TRI.0
5248,82,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5249,82,1,PAR.5|PASS.5|TRI.5
5250,82,2,PAR.4|PASS.4|TRI.4
5251,82,3,PAR.4|PASS.4|TRI.4
5264,82,16,D0.1|D1.1|PASS.1
5284,82,36,PASS.0|PASS.3|TRI.0
5312,83,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5313,83,1,PAR.5|PASS.5|TRI.5
5314,83,2,PASS.4|TRI.4
5328,83,16,D0.1|D1.1|PASS.1
5344,83,32,PAR.0|PASS.0|TRI.0
5345,83,33,PAR.5|PASS.5|TRI.5
5376,84,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5377,84,1,PAR.5|PASS.5|TRI.5
5378,84,2,PASS.4|TRI.4
5392,84,16,D0.1|D1.1|PASS.1
5408,84,32,PAR.0|PASS.0|TRI.0
5409,84,33,PAR.5|PASS.5|TRI.5
5440,85,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5441,85,1,PAR.5|PASS.5|TRI.5
5442,85,2,PASS.4|TRI.4
5443,85,3,PASS.4|TRI.4
5456,85,16,D0.1|D1.1|PASS.1
5476,85,36,CAP.3|PASS.0
5504,86,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5505,86,1,PAR.5|PASS.5|TRI.5
5506,86,2,PASS.4|TRI.4
5507,86,3,PASS.4|TRI.4
5520,86,16,D0.1|D1.1|PASS.1
5540,86,36,PASS.0|PASS.3|TRI.0
5568,87,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5569,87,1,PAR.5|PASS.5|TRI.5
5570,87,2,PASS.4|TRI.4
5571,87,3,PASS.4|TRI.4
5584,87,16,D0.1|D1.1|PASS.1
5604,87,36,PASS.0|PASS.3|TRI.0
5632,88,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5633,88,1,CAP.5|D0.5|PASS.5
5634,88,2,CAP.4|PASS.4
5635,88,3,CAP.4|PASS.4
5648,88,16,D0.1|D1.1|PASS.1
5668,88,36,PASS.0|PASS.3|TRI.0
5696,89,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5697,89,1,CAP.5|D0.5|PASS.5
5698,89,2,CAP.4|PASS.4
5699,89,3,CAP.4|PASS.4
5712,89,16,D0.1|D1.1|PASS.1
5714,89,18,PASS.1|PASS.4
5717,89,21,PASS.1|TRI.3
5732,89,36,PASS.0|PASS.3|TRI.0
5750,89,54,PASS.0|PASS.3
5760,90,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5761,90,1,CAP.5|D0.5|PASS.5
5762,90,2,CAP.4|PASS.4
5763,90,3,CAP.4|PASS.4
5764,90,4,CAP.3|PASS.3|TRI.3
5765,90,5,CAP.3|PASS.3
5766,90,6,CAP.3|PASS.3
5767,90,7,CAP.3|PASS.3
5778,90,18,PASS.1|PASS.4
5792,90,32,D0.0|D1.0|PASS.0|TRI.0
5793,90,33,D0.5|PASS.5
5796,90,36,PASS.0|PASS.3|TRI.0
5814,90,54,PASS.0|PASS.3
5824,91,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5825,91,1,CAP.5|D0.5|PASS.5
5826,91,2,CAP.4|PASS.4
5827,91,3,CAP.4|PASS.4
5828,91,4,CAP.3|PASS.3|TRI.3
5829,91,5,CAP.3|PASS.3
5830,91,6,CAP.3|PASS.3
5831,91,7,CAP.3|PASS.3
5840,91,16,D0.1|D1.1|PASS.1
5888,92,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5892,92,4,D0.3|D1.3|PASS.3
5896,92,8,PAR.2|PASS.2|TRI.2
5904,92,16,PAR.1|PASS.1|TRI.1
5912,92,24,PAR.1|PASS.1|TRI.1
5920,92,32,PASS.0|TRI.0
5952,93,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
5956,93,4,D0.3|D1.3|PASS.3
5960,93,8,PAR.2|PASS.2|TRI.2
5968,93,16,PAR.1|PASS.1|TRI.1
5976,93,24,PAR.1|PASS.1|TRI.1
5984,93,32,PASS.0|TRI.0
6016,94,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6020,94,4,D0.3|D1.3|PASS.3
6025,94,9,CAP.5|PASS.2
6032,94,16,PAR.1|PASS.1|TRI.1
6048,94,32,PASS.0|TRI.0
6064,94,48,PASS.0|TRI.0
6080,95,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6081,95,1,D0.5|D1.5|PASS.5
6082,95,2,PAR.4|PASS.4|TRI.4
6084,95,4,PAR.3|PASS.3|TRI.3
6086,95,6,PAR.3|PASS.3|TRI.3
6088,95,8,PASS.2|TRI.2
6144,96,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6145,96,1,D0.5|D1.5|PASS.5
6146,96,2,PAR.4|PASS.4|TRI.4
6148,96,4,PAR.3|PASS.3|TRI.3
6150,96,6,PAR.3|PASS.3|TRI.3
6152,96,8,PASS.2|TRI.2
6208,97,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6209,97,1,D0.5|D1.5|PASS.5
6212,97,4,PAR.3|PASS.3|TRI.3
6216,97,8,PAR.2|PASS.2|TRI.2
6220,97,12,PAR.2|PASS.2|TRI.2
6226,97,18,PASS.1|PASS.4|TRI.4
6272,98,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6273,98,1,D0.5|D1.5|PASS.5
6276,98,4,PAR.3|PASS.3|TRI.3
6280,98,8,PASS.2|TRI.2
6284,98,12,PASS.2|TRI.2
6290,98,18,CAP.1|PASS.4
6336,99,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6337,99,1,D0.5|D1.5|PASS.5
6340,99,4,PAR.3|PASS.3|TRI.3
6344,99,8,PASS.2|TRI.2
6348,99,12,PASS.2|TRI.2
6354,99,18,PASS.1|PASS.4|TRI.4
6400,100,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6401,100,1,D0.5|D1.5|PASS.5
6404,100,4,CAP.3|D0.3|PASS.3
6408,100,8,CAP.2|PASS.2
6412,100,12,CAP.2|PASS.2
6418,100,18,PASS.1|PASS.4|TRI.4
6464,101,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6465,101,1,CAP.5|PASS.5|TRI.5
6472,101,8,D0.2|D1.2|PASS.2|TRI.2
6473,101,9,PASS.2|PASS.5|TRI.2
6480,101,16,CAP.1|D0.1|PASS.1
6481,101,17,CAP.5|PASS.5
6488,101,24,D0.1|PASS.1
6496,101,32,CAP.0|PASS.0
6497,101,33,CAP.5|PASS.5
6500,101,36,PASS.0|PASS.3
6509,101,45,PASS.2|PASS.5
6512,101,48,CAP.0|PASS.0
6513,101,49,CAP.5|PASS.5
6528,102,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6529,102,1,CAP.5|PASS.5|TRI.5
6532,102,4,D0.3|D1.3|PASS.3
6544,102,16,CAP.1|D0.1|PASS.1
6545,102,17,CAP.5|PASS.5
6560,102,32,CAP.0|PASS.0
6561,102,33,CAP.5|PASS.5
6576,102,48,CAP.0|PASS.0
6577,102,49,CAP.5|PASS.5
6592,103,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6596,103,4,D0.3|D1.3|PASS.3
6601,103,9,PASS.2|PASS.5|TRI.2
6608,103,16,PAR.1|PASS.1|TRI.1
6624,103,32,PAR.0|PASS.0|TRI.0
6640,103,48,PAR.0|PASS.0|TRI.0
6656,104,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6660,104,4,D0.3|D1.3|PASS.3
6665,104,9,PASS.2|PASS.5|TRI.2
6672,104,16,PAR.1|PASS.1|TRI.1
6688,104,32,PASS.0|TRI.0
6704,104,48,PASS.0|TRI.0
6720,105,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6724,105,4,D0.3|D1.3|PASS.3
6729,105,9,PASS.2|PASS.5|TRI.2
6736,105,16,CAP.1|D0.1|PASS.1
6752,105,32,CAP.0|PASS.0
6768,105,48,CAP.0|PASS.0
6784,106,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6788,106,4,D0.3|D1.3|PASS.3
6792,106,8,PAR.2|PASS.2|TRI.2
6800,106,16,PAR.1|PASS.1|TRI.1
6808,106,24,PAR.1|PASS.1|TRI.1
6816,106,32,PASS.0|TRI.0
6848,107,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6852,107,4,D0.3|D1.3|PASS.3
6856,107,8,PAR.2|PASS.2|TRI.2
6864,107,16,PAR.1|PASS.1|TRI.1
6872,107,24,PAR.1|PASS.1|TRI.1
6880,107,32,PASS.0|TRI.0
6912,108,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6916,108,4,D0.3|D1.3|PASS.3
6921,108,9,PASS.2|PASS.5|TRI.2
6928,108,16,PAR.1|PASS.1|TRI.1
6944,108,32,PAR.0|PASS.0|TRI.0
6960,108,48,PAR.0|PASS.0|TRI.0
6976,109,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
6980,109,4,D0.3|D1.3|PASS.3
6985,109,9,PASS.2|PASS.5|TRI.2
6992,109,16,PAR.1|PASS.1|TRI.1
7008,109,32,PASS.0|TRI.0
7024,109,48,PASS.0|TRI.0
7040,110,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7044,110,4,D0.3|D1.3|PASS.3
7049,110,9,PASS.2|PASS.5|TRI.2
7056,110,16,CAP.1|D0.1|PASS.1
7061,110,21,PASS.3|TRI.5
7072,110,32,CAP.0|PASS.0
7076,110,36,PASS.0|PASS.3
7085,110,45,PASS.2|PASS.5
7088,110,48,CAP.0|PASS.0
7104,111,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7105,111,1,D0.5|D1.5|PASS.5
7106,111,2,PAR.4|PASS.4|TRI.4
7108,111,4,PAR.3|PASS.3|TRI.3
7110,111,6,PAR.3|PASS.3|TRI.3
7112,111,8,PASS.2|TRI.2
7168,112,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7169,112,1,D0.5|D1.5|PASS.5
7170,112,2,PAR.4|PASS.4|TRI.4
7172,112,4,PAR.3|PASS.3|TRI.3
7174,112,6,PAR.3|PASS.3|TRI.3
7176,112,8,PASS.2|TRI.2
7232,113,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7233,113,1,D0.5|D1.5|PASS.5
7236,113,4,PAR.3|PASS.3|TRI.3
7240,113,8,PAR.2|PASS.2|TRI.2
7244,113,12,PAR.2|PASS.2|TRI.2
7250,113,18,PASS.1|PASS.4|TRI.4
7296,114,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7297,114,1,D0.5|D1.5|PASS.5
7300,114,4,PAR.3|PASS.3|TRI.3
7304,114,8,PASS.2|TRI.2
7308,114,12,PASS.2|TRI.2
7314,114,18,PASS.1|PASS.4|TRI.4
7360,115,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7361,115,1,D0.5|D1.5|PASS.5
7364,115,4,CAP.3|D0.3|PASS.3
7368,115,8,CAP.2|PASS.2
7369,115,9,PASS.2|PASS.5
7372,115,12,CAP.2|PASS.2
7378,115,18,PASS.1|PASS.4|TRI.4
7381,115,21,PASS.5|TRI.1
7387,115,27,PASS.1|PASS.4
7424,116,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7425,116,1,D0.5|D1.5|PASS.5
7428,116,4,CAP.3|D0.3|PASS.3
7432,116,8,CAP.2|PASS.2
7436,116,12,CAP.2|PASS.2
7440,116,16,CAP.1|PASS.1|TRI.1
7444,116,20,CAP.1|PASS.1
7448,116,24,CAP.1|PASS.1
7452,116,28,CAP.1|PASS.1
7488,117,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7489,117,1,CAP.5|TRI.5
7490,117,2,CAP.4|TRI.4
7491,117,3,CAP.4|TRI.4
7496,117,8,D0.2|D1.2|PASS.2|TRI.2
7504,117,16,PAR.1|PASS.1|TRI.1
7520,117,32,PAR.0|PASS.0|TRI.0
7536,117,48,PAR.0|PASS.0|TRI.0
7552,118,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7553,118,1,CAP.5|TRI.5
7554,118,2,CAP.4|TRI.4
7555,118,3,CAP.4|TRI.4
7560,118,8,D0.2|D1.2|PASS.2|TRI.2
7568,118,16,PAR.1|PASS.1|TRI.1
7584,118,32,PASS.0|TRI.0
7600,118,48,PASS.0|TRI.0
7616,119,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7617,119,1,PAR.5|PASS.5|TRI.5
7618,119,2,D0.4|D1.4|TRI.4
7620,119,4,D0.3|D1.3|TRI.3
7624,119,8,D0.2|D1.2|TRI.2
7626,119,10,D0.2|D1.2|TRI.2
7648,119,32,PAR.0|PASS.0|TRI.0
7649,119,33,PAR.5|PASS.5|TRI.5
7680,120,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7681,120,1,PAR.5|PASS.5|TRI.5
7682,120,2,PAR.4|TRI.4
7683,120,3,PAR.4|TRI.4
7684,120,4,CAP.3|PAR.3|TRI.3
7685,120,5,PAR.3|TRI.3
7686,120,6,PAR.3|TRI.3
7687,120,7,PAR.3|TRI.3
7688,120,8,CAP.2|PAR.2|TRI.2
7689,120,9,PAR.5|TRI.5
7690,120,10,PAR.2|TRI.2
7691,120,11,PAR.2|TRI.2
7692,120,12,CAP.2|PAR.2|TRI.2
7693,120,13,PAR.2|TRI.2
7694,120,14,PAR.2|TRI.2
7695,120,15,PAR.2|TRI.2
7712,120,32,D0.0|D1.0|PASS.0|TRI.0
7744,121,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7745,121,1,PAR.5|PASS.5|TRI.5
7746,121,2,PAR.4|PASS.4|TRI.4
7747,121,3,PAR.4|PASS.4|TRI.4
7748,121,4,CAP.3|TRI.3
7752,121,8,CAP.2|TRI.2
7756,121,12,CAP.2|TRI.2
7776,121,32,D0.0|D1.0|PASS.0|TRI.0
7808,122,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7809,122,1,PAR.5|PASS.5|TRI.5
7810,122,2,PAR.4|PASS.4|TRI.4
7811,122,3,PAR.4|PASS.4|TRI.4
7812,122,4,CAP.3|PAR.3|TRI.3
7813,122,5,PAR.3|TRI.3
7814,122,6,PAR.3|TRI.3
7815,122,7,PAR.3|TRI.3
7816,122,8,CAP.2|PAR.2|TRI.2
7817,122,9,PAR.5|TRI.5
7818,122,10,PAR.2|TRI.2
7819,122,11,PAR.2|TRI.2
7820,122,12,CAP.2|PAR.2|TRI.2
7821,122,13,PAR.2|TRI.2
7822,122,14,PAR.2|TRI.2
7823,122,15,PAR.2|TRI.2
7840,122,32,D0.0|D1.0|PASS.0|TRI.0
7872,123,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7873,123,1,PAR.5|PASS.5|TRI.5
7874,123,2,PAR.4|PASS.4|TRI.4
7875,123,3,PAR.4|PASS.4|TRI.4
7876,123,4,CAP.3|PASS.3|TRI.3
7880,123,8,CAP.2|TRI.2
7884,123,12,CAP.2|TRI.2
7904,123,32,D0.0|D1.0|PASS.0|TRI.0
7908,123,36,PASS.0|PASS.3|TRI.0
7936,124,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
7937,124,1,PAR.5|PASS.5|TRI.5
7938,124,2,D0.4|D1.4|TRI.4
7940,124,4,D0.3|D1.3|TRI.3
7944,124,8,D0.2|D1.2|TRI.2
7946,124,10,D0.2|D1.2|TRI.2
7957,124,21,PASS.5|TRI.1
7968,124,32,PAR.0|PASS.0|TRI.0
7969,124,33,PAR.5|PASS.5|TRI.5
8000,125,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8001,125,1,PAR.5|PASS.5|TRI.5
8002,125,2,PAR.4|TRI.4
8003,125,3,PAR.4|TRI.4
8004,125,4,CAP.3|PAR.3|TRI.3
8005,125,5,PAR.3|TRI.3
8006,125,6,PAR.3|TRI.3
8007,125,7,PAR.3|TRI.3
8008,125,8,CAP.2|PAR.2|TRI.2
8009,125,9,PAR.5|TRI.5
8010,125,10,PAR.2|TRI.2
8011,125,11,PAR.2|TRI.2
8012,125,12,CAP.2|PAR.2|TRI.2
8013,125,13,PAR.2|TRI.2
8014,125,14,PAR.2|TRI.2
8015,125,15,PAR.2|TRI.2
8032,125,32,D0.0|D1.0|PASS.0|TRI.0
8064,126,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8065,126,1,PAR.5|PASS.5|TRI.5
8066,126,2,PASS.4|TRI.4
8067,126,3,PASS.4|TRI.4
8068,126,4,CAP.3|TRI.3
8072,126,8,CAP.2|TRI.2
8076,126,12,CAP.2|TRI.2
8096,126,32,D0.0|D1.0|PASS.0|TRI.0
8128,127,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8129,127,1,CAP.5|PAR.5|TRI.5
8130,127,2,CAP.4|PAR.4|TRI.4
8131,127,3,CAP.4|PAR.4|TRI.4
8136,127,8,D0.2|D1.2|PASS.2|TRI.2
8144,127,16,PAR.1|PASS.1|TRI.1
8145,127,17,PAR.5|TRI.5
8146,127,18,PAR.4|TRI.4
8147,127,19,PAR.4|TRI.4
8160,127,32,PAR.0|TRI.0
8161,127,33,PAR.5|TRI.5
8162,127,34,PAR.4|TRI.4
8163,127,35,PAR.4|TRI.4
8176,127,48,PAR.0|TRI.0
8177,127,49,PAR.5|TRI.5
8178,127,50,PAR.4|TRI.4
8179,127,51,PAR.4|TRI.4
8192,128,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8193,128,1,CAP.5|PAR.5|TRI.5
8194,128,2,CAP.4|PAR.4|TRI.4
8195,128,3,CAP.4|PAR.4|TRI.4
8200,128,8,D0.2|D1.2|PASS.2|TRI.2
8208,128,16,PAR.1|PASS.1|TRI.1
8209,128,17,PAR.5|TRI.5
8210,128,18,PAR.4|TRI.4
8211,128,19,PAR.4|TRI.4
8224,128,32,PAR.0|PASS.0|TRI.0
8225,128,33,PAR.5|TRI.5
8226,128,34,PAR.4|TRI.4
8227,128,35,PAR.4|TRI.4
8240,128,48,PAR.0|PASS.0|TRI.0
8241,128,49,PAR.5|TRI.5
8242,128,50,PAR.4|TRI.4
8243,128,51,PAR.4|TRI.4
8256,129,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8257,129,1,CAP.5|PAR.5|TRI.5
8258,129,2,CAP.4|PAR.4|TRI.4
8259,129,3,CAP.4|PAR.4|TRI.4
8264,129,8,D0.2|D1.2|PASS.2|TRI.2
8272,129,16,PAR.1|PASS.1|TRI.1
8273,129,17,PAR.5|TRI.5
8274,129,18,PAR.1|TRI.1
8275,129,19,PAR.4|TRI.4
8288,129,32,PAR.0|TRI.0
8289,129,33,PAR.5|TRI.5
8290,129,34,PAR.4|TRI.4
8291,129,35,PAR.4|TRI.4
8304,129,48,PAR.0|TRI.0
8305,129,49,PAR.5|TRI.5
8306,129,50,PAR.4|TRI.4
8307,129,51,PAR.4|TRI.4
8320,130,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8321,130,1,CAP.5|PASS.5|TRI.5
8322,130,2,CAP.4|TRI.4
8323,130,3,CAP.4|TRI.4
8328,130,8,D0.2|D1.2|PASS.2|TRI.2
8329,130,9,PASS.2|PASS.5|TRI.2
8336,130,16,PAR.1|PASS.1|TRI.1
8352,130,32,PAR.0|PASS.0|TRI.0
8368,130,48,PAR.0|PASS.0|TRI.0
8384,131,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8385,131,1,D0.5|D1.5|TRI.5
8386,131,2,D0.4|D1.4|TRI.4
8392,131,8,PAR.2|PASS.2|TRI.2
8400,131,16,PAR.1|PASS.1|TRI.1
8405,131,21,PASS.1|TRI.3
8408,131,24,PAR.1|PASS.1|TRI.1
8416,131,32,D0.0|D1.0|TRI.0
8418,131,34,D0.4|D1.4|TRI.4
8448,132,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8449,132,1,D0.5|D1.5|TRI.5
8450,132,2,D0.4|D1.4|TRI.4
8456,132,8,PAR.2|PASS.2|TRI.2
8464,132,16,PAR.1|PASS.1|TRI.1
8472,132,24,PAR.1|PASS.1|TRI.1
8480,132,32,D0.0|D1.0|TRI.0
8482,132,34,D0.4|D1.4|TRI.4
8512,133,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8514,133,2,PAR.4|PASS.4|TRI.4
8516,133,4,PAR.3|PASS.3|TRI.3
8518,133,6,PAR.3|PASS.3|TRI.3
8520,133,8,D0.2|D1.2|TRI.2
8528,133,16,D0.1|D1.1|TRI.1
8533,133,21,PASS.3|TRI.5
8544,133,32,D0.0|D1.0|TRI.0
8552,133,40,D0.0|D1.0|TRI.0
8576,134,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8578,134,2,PAR.4|PASS.4|TRI.4
8580,134,4,PAR.3|PASS.3|TRI.3
8582,134,6,PAR.3|PASS.3|TRI.3
8584,134,8,D0.2|D1.2|TRI.2
8592,134,16,D0.1|D1.1|TRI.1
8608,134,32,D0.0|D1.0|TRI.0
8616,134,40,D0.0|D1.0|TRI.0
8640,135,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8642,135,2,D0.4|D1.4|PASS.4|TRI.4
8644,135,4,PAR.3|PASS.3|TRI.3
8648,135,8,PAR.2|TRI.2
8652,135,12,PAR.2|TRI.2
8656,135,16,CAP.1|PAR.1|TRI.1
8660,135,20,PAR.1|TRI.1
8664,135,24,PAR.1|TRI.1
8668,135,28,PAR.1|TRI.1
8672,135,32,CAP.0|PAR.0|TRI.0
8676,135,36,PAR.0|TRI.0
8680,135,40,PAR.0|TRI.0
8684,135,44,PAR.0|TRI.0
8688,135,48,CAP.0|PAR.0|TRI.0
8692,135,52,PAR.0|TRI.0
8696,135,56,PAR.0|TRI.0
8700,135,60,PAR.0|TRI.0
8704,136,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8706,136,2,D0.4|D1.4|PASS.4|TRI.4
8708,136,4,PAR.3|PASS.3|TRI.3
8712,136,8,PAR.2|PASS.2|TRI.2
8716,136,12,PAR.2|PASS.2|TRI.2
8720,136,16,CAP.1|TRI.1
8736,136,32,CAP.0|TRI.0
8752,136,48,CAP.0|TRI.0
8768,137,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8770,137,2,D0.4|D1.4|PASS.4|TRI.4
8772,137,4,PAR.3|PASS.3|TRI.3
8776,137,8,PAR.2|PASS.2|TRI.2
8780,137,12,PAR.2|PASS.2|TRI.2
8784,137,16,CAP.1|PAR.1|TRI.1
8788,137,20,PAR.1|TRI.1
8792,137,24,PAR.1|TRI.1
8796,137,28,PAR.1|TRI.1
8800,137,32,CAP.0|PAR.0|TRI.0
8804,137,36,PAR.0|TRI.0
8808,137,40,PAR.0|TRI.0
8812,137,44,PAR.0|TRI.0
8816,137,48,CAP.0|PAR.0|TRI.0
8820,137,52,PAR.0|TRI.0
8824,137,56,PAR.0|TRI.0
8828,137,60,PAR.0|TRI.0
8832,138,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8834,138,2,D0.4|D1.4|PASS.4|TRI.4
8836,138,4,PAR.3|PASS.3|TRI.3
8840,138,8,PAR.2|PASS.2|TRI.2
8844,138,12,PAR.2|PASS.2|TRI.2
8848,138,16,CAP.1|PASS.1|TRI.1
8850,138,18,PASS.1|PASS.4|TRI.4
8864,138,32,CAP.0|TRI.0
8880,138,48,CAP.0|TRI.0
8896,139,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8898,139,2,D0.4|D1.4|PASS.4|TRI.4
8900,139,4,PAR.3|PASS.3|TRI.3
8904,139,8,PAR.2|TRI.2
8908,139,12,PAR.2|TRI.2
8912,139,16,CAP.1|PAR.1|TRI.1
8916,139,20,PAR.1|TRI.1
8920,139,24,PAR.1|TRI.1
8924,139,28,PAR.1|TRI.1
8928,139,32,CAP.0|PAR.0|TRI.0
8932,139,36,PAR.3|TRI.3
8936,139,40,PAR.0|TRI.0
8940,139,44,PAR.0|TRI.0
8944,139,48,CAP.0|PAR.0|TRI.0
8948,139,52,PAR.0|TRI.0
8952,139,56,PAR.0|TRI.0
8956,139,60,PAR.0|TRI.0
8960,140,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
8962,140,2,D0.4|D1.4|PASS.4|TRI.4
8964,140,4,PAR.3|PASS.3|TRI.3
8968,140,8,PASS.2|TRI.2
8972,140,12,PASS.2|TRI.2
8976,140,16,CAP.1|TRI.1
8992,140,32,CAP.0|TRI.0
9008,140,48,CAP.0|TRI.0
