bit_index,row_id,keep_mask,output
1053,16,29,D0.1
1054,16,30,D0.1
1055,16,31,D0.1
1058,16,34,D0.4
1059,16,35,D0.4
1062,16,38,D0.3
1063,16,39,D0.3
1066,16,42,D0.0
1067,16,43,D0.2
1070,16,46,D0.0
1071,16,47,D0.2
1072,16,48,D0.0
1073,16,49,D0.5
1074,16,50,D0.4
1075,16,51,D0.4
1076,16,52,D0.0
1077,16,53,D0.3
1078,16,54,D0.3
1079,16,55,D0.3
1080,16,56,D0.0
1081,16,57,D0.5
1082,16,58,D0.0
1083,16,59,D0.4
1084,16,60,D0.0
1085,16,61,D0.5
1086,16,62,D0.0
1087,16,63,D0.5
1090,17,2,D0.4
1091,17,3,D0.4
1094,17,6,D0.3
1095,17,7,D0.3
1098,17,10,D0.2
1099,17,11,D0.2
1102,17,14,D0.2
1103,17,15,D0.2
1105,17,17,D0.5
1106,17,18,D0.4
1107,17,19,D0.4
1108,17,20,D0.1
1109,17,21,D0.3
1110,17,22,D0.1
1111,17,23,D0.3
1113,17,25,D0.5
1114,17,26,D0.1
1115,17,27,D0.1
1116,17,28,D0.1
1117,17,29,D0.1
1118,17,30,D0.1
1119,17,31,D0.1
1122,17,34,D0.4
1123,17,35,D0.4
1126,17,38,D0.3
1127,17,39,D0.3
1130,17,42,D0.0
1131,17,43,D0.2
1134,17,46,D0.0
1135,17,47,D0.2
1136,17,48,D0.0
1137,17,49,D0.5
1138,17,50,D0.4
1139,17,51,D0.4
1140,17,52,D0.0
1141,17,53,D0.3
1142,17,54,D0.3
1143,17,55,D0.3
1144,17,56,D0.0
1145,17,57,D0.5
1146,17,58,D0.0
1147,17,59,D0.4
1148,17,60,D0.0
1149,17,61,D0.5
1150,17,62,D0.0
1151,17,63,D0.5
1153,18,1,D0.5
1155,18,3,D0.4
1157,18,5,D0.3
1159,18,7,D0.3
1160,18,8,D0.2
1161,18,9,D0.5
1162,18,10,D0.2
1163,18,11,D0.2
1164,18,12,D0.2
1165,18,13,D0.2
1166,18,14,D0.2
1167,18,15,D0.2
1169,18,17,D0.5
1171,18,19,D0.4
1173,18,21,D0.5
1175,18,23,D0.3
1176,18,24,D0.1
1177,18,25,D0.5
1178,18,26,D0.1
1179,18,27,D0.4
1180,18,28,D0.1
1181,18,29,D0.5
1182,18,30,D0.1
1183,18,31,D0.1
1185,18,33,D0.5
1187,18,35,D0.4
1188,18,36,D0.3
1189,18,37,D0.3
1190,18,38,D0.3
1191,18,39,D0.3
1192,18,40,D0.0
1193,18,41,D0.5
1194,18,42,D0.4
1195,18,43,D0.4
1196,18,44,D0.0
1197,18,45,D0.2
1198,18,46,D0.2
1199,18,47,D0.2
1200,18,48,D0.0
1201,18,49,D0.5
1202,18,50,D0.4
1203,18,51,D0.4
1204,18,52,D0.0
1205,18,53,D0.5
1206,18,54,D0.0
1207,18,55,D0.3
1208,18,56,D0.0
1209,18,57,D0.5
1210,18,58,D0.4
1211,18,59,D0.4
1212,18,60,D0.0
1213,18,61,D0.5
1214,18,62,D0.0
1215,18,63,D0.3
1217,19,1,D0.5
1219,19,3,D0.4
1221,19,5,D0.3
1223,19,7,D0.3
1224,19,8,D0.2
1225,19,9,D0.5
1226,19,10,D0.2
1227,19,11,D0.2
1228,19,12,D0.2
1229,19,13,D0.2
1230,19,14,D0.2
1231,19,15,D0.2
1233,19,17,D0.5
1235,19,19,D0.4
1237,19,21,D0.3
1239,19,23,D0.3
1240,19,24,D0.1
1241,19,25,D0.5
1242,19,26,D0.1
1243,19,27,D0.4
1244,19,28,D0.1
1245,19,29,D0.1
