q	r	state	on	time
125	-98	G	0	
125	-97	0	1	230
125	-96	G	0	
125	-95	G	0	
125	-94	1	1	228
125	-93	G	0	
125	-92	G	0	
125	-91	0	1	222
125	-90	G	0	
125	-89	1	1	218
125	-88	B	1	218
125	-87	G	0	
125	-86	G	0	
125	-85	G	0	
125	-84	G	0	
125	-83	1	1	218
125	-82	G	0	
125	-81	G	0	
125	-80	G	0	
125	-79	G	0	
125	-78	0	1	230
125	-77	G	0	
125	-76	0	1	230
125	-75	G	0	
125	-74	G	0	
125	-73	1	1	218
125	-72	G	0	
125	-71	G	0	
125	-70	1	1	218
125	-69	G	0	
125	-68	G	0	
125	-67	G	0	
125	-66	G	0	
125	-65	0	1	154
125	-64	G	0	
125	-63	0	1	154
125	-62	G	0	
125	-61	G	0	
125	-60	1	1	152
125	-59	G	0	
125	-58	G	0	
125	-57	0	1	146
125	-56	G	0	
125	-55	0	1	146
125	-54	G	0	
125	-53	G	0	
125	-52	0	1	141
125	-51	G	0	
125	-50	0	1	141
125	-49	G	0	
125	-48	G	0	
125	-47	1	1	147
125	-46	G	0	
125	-45	G	0	
125	-44	0	1	133
125	-43	G	0	
125	-42	0	1	133
125	-41	G	0	
125	-40	G	0	
125	-39	1	1	131
125	-38	G	0	
125	-37	G	0	
125	-36	0	1	125
125	-35	G	0	
125	-34	G	0	
125	-33	G	0	
125	-32	G	0	
125	-31	0	1	154
125	-30	G	0	
125	-29	0	1	154
125	-28	G	0	
125	-27	G	0	
125	-26	1	1	152
125	-25	G	0	
125	-24	G	0	
125	-23	0	1	146
125	-22	G	0	
125	-21	0	1	146
125	-20	G	0	
125	-19	G	0	
125	-18	0	1	141
125	-17	G	0	
125	-16	0	1	141
125	-15	G	0	
125	-14	G	0	
125	-13	1	1	147
125	-12	G	0	
125	-11	G	0	
125	-10	0	1	133
125	-9	G	0	
125	-8	0	1	133
125	-7	G	0	
125	-6	G	0	
125	-5	1	1	131
125	-4	G	0	
125	-3	G	0	
125	-2	0	1	125
125	-1	G	0	
125	0	0	1	125
125	1	B	1	127
125	2	G	0	
125	3	G	0	
125	4	G	0	
125	5	G	0	
125	6	1	1	137
125	7	G	0	
125	8	G	0	
125	9	G	0	
125	10	G	0	
125	11	0	1	175
125	12	G	0	
125	13	0	1	175
125	14	G	0	
125	15	G	0	
125	16	1	1	163
125	17	G	0	
125	18	G	0	
125	19	1	1	163
125	20	G	0	
125	21	G	0	
125	22	G	0	
125	23	G	0	
125	24	0	1	201
125	25	G	0	
125	26	0	1	201
125	27	G	0	
125	28	G	0	
125	29	1	1	199
125	30	G	0	
125	31	G	0	
125	32	0	1	193
125	33	G	0	
125	34	0	1	193
125	35	B	1	195
125	36	G	0	
125	37	G	0	
125	38	G	0	
125	39	G	0	
125	40	1	1	205
125	41	G	0	
125	42	G	0	
125	43	G	0	
125	44	G	0	
125	45	0	1	230
125	46	G	0	
125	47	0	1	230
125	48	G	0	
125	49	G	0	
125	50	1	1	228
125	51	G	0	
125	52	G	0	
125	53	0	1	222
125	54	G	0	
125	55	1	1	218
125	56	B	1	218
125	57	G	0	
125	58	G	0	
125	59	G	0	
125	60	G	0	
125	61	1	1	218
125	62	G	0	
125	63	G	0	
125	64	G	0	
125	65	G	0	
125	66	0	1	230
125	67	G	0	
125	68	0	1	230
125	69	G	0	
125	70	G	0	
125	71	1	1	218
125	72	G	0	
125	73	G	0	
125	74	1	1	218
125	75	G	0	
125	76	G	0	
125	77	G	0	
126	-155	1	1	155
126	-154	G	0	
126	-153	G	0	
126	-152	1	1	155
126	-151	G	0	
126	-150	G	0	
126	-149	0	1	151
126	-148	G	0	
126	-147	1	1	147
126	-146	G	0	
126	-145	G	0	
126	-144	1	1	147
126	-143	G	0	
126	-142	1	1	142
126	-141	G	0	
126	-140	G	0	
126	-139	1	1	142
126	-138	G	0	
126	-137	G	0	
126	-136	0	1	146
126	-135	G	0	
126	-134	1	1	134
126	-133	G	0	
126	-132	G	0	
126	-131	1	1	134
126	-130	G	0	
126	-129	G	0	
126	-128	0	1	130
126	-127	G	0	
126	-126	1	1	126
126	-125	B	1	127
126	-124	0	1	128
126	-123	1	1	129
126	-122	C	0	
126	-121	1	1	134
126	-120	G	0	
126	-119	G	0	
126	-118	1	1	134
126	-117	G	0	
126	-116	G	0	
126	-115	0	1	130
126	-114	G	0	
126	-113	1	1	126
126	-112	G	0	
126	-111	G	0	
126	-110	1	1	126
126	-109	B	1	127
126	-108	0	1	128
126	-107	1	1	129
126	-106	C	0	
126	-105	0	1	136
126	-104	B	1	137
126	-103	0	1	138
126	-102	1	1	139
126	-101	C	0	
126	-100	1	1	231
126	-99	G	0	
126	-98	G	0	
126	-97	1	1	231
126	-96	G	0	
126	-95	G	0	
126	-94	0	1	227
126	-93	G	0	
126	-92	1	1	223
126	-91	G	0	
126	-90	G	0	
126	-89	0	1	217
126	-88	B	1	218
126	-87	0	1	219
126	-86	1	1	220
126	-85	C	0	
126	-84	0	1	217
126	-83	B	1	218
126	-82	0	1	219
126	-81	1	1	220
126	-80	C	0	
126	-79	1	1	231
126	-78	G	0	
126	-77	G	0	
126	-76	1	1	231
126	-75	G	0	
126	-74	G	0	
126	-73	0	1	217
126	-72	G	0	
126	-71	0	1	217
126	-70	B	1	218
126	-69	0	1	219
126	-68	1	1	220
126	-67	C	0	
126	-66	1	1	155
126	-65	G	0	
126	-64	G	0	
126	-63	1	1	155
126	-62	G	0	
126	-61	G	0	
126	-60	0	1	151
126	-59	G	0	
126	-58	1	1	147
126	-57	G	0	
126	-56	G	0	
126	-55	1	1	147
126	-54	G	0	
126	-53	1	1	142
126	-52	G	0	
126	-51	G	0	
126	-50	1	1	142
126	-49	G	0	
126	-48	G	0	
126	-47	0	1	146
126	-46	G	0	
126	-45	1	1	134
126	-44	G	0	
126	-43	G	0	
126	-42	1	1	134
126	-41	G	0	
126	-40	G	0	
126	-39	0	1	130
126	-38	G	0	
126	-37	1	1	126
126	-36	B	1	127
126	-35	0	1	128
126	-34	1	1	129
126	-33	C	0	
126	-32	1	1	155
126	-31	G	0	
126	-30	G	0	
126	-29	1	1	155
126	-28	G	0	
126	-27	G	0	
126	-26	0	1	151
126	-25	G	0	
126	-24	1	1	147
126	-23	G	0	
126	-22	G	0	
126	-21	1	1	147
126	-20	G	0	
126	-19	1	1	142
126	-18	G	0	
126	-17	G	0	
126	-16	1	1	142
126	-15	G	0	
126	-14	G	0	
126	-13	0	1	146
126	-12	G	0	
126	-11	1	1	134
126	-10	G	0	
126	-9	G	0	
126	-8	1	1	134
126	-7	G	0	
126	-6	G	0	
126	-5	0	1	130
126	-4	G	0	
126	-3	1	1	126
126	-2	G	0	
126	-1	G	0	
126	0	1	1	126
126	1	B	1	127
126	2	0	1	128
126	3	1	1	129
126	4	C	0	
126	5	0	1	136
126	6	B	1	137
126	7	0	1	138
126	8	1	1	139
126	9	C	0	
126	10	1	1	176
126	11	G	0	
126	12	G	0	
126	13	1	1	176
126	14	G	0	
126	15	G	0	
126	16	0	1	162
126	17	G	0	
126	18	0	1	162
126	19	B	1	163
126	20	0	1	164
126	21	1	1	165
126	22	C	0	
126	23	1	1	202
126	24	G	0	
126	25	G	0	
126	26	1	1	202
126	27	G	0	
126	28	G	0	
126	29	0	1	198
126	30	G	0	
126	31	1	1	194
126	32	G	0	
126	33	G	0	
126	34	1	1	194
126	35	B	1	195
126	36	0	1	196
126	37	1	1	197
126	38	C	0	
126	39	0	1	204
126	40	B	1	205
126	41	0	1	206
126	42	1	1	207
126	43	C	0	
126	44	1	1	231
126	45	G	0	
126	46	G	0	
126	47	1	1	231
126	48	G	0	
126	49	G	0	
126	50	0	1	227
126	51	G	0	
126	52	1	1	223
126	53	G	0	
126	54	G	0	
126	55	0	1	217
126	56	B	1	218
126	57	0	1	219
126	58	1	1	220
126	59	C	0	
126	60	0	1	217
126	61	B	1	218
126	62	0	1	219
126	63	1	1	220
126	64	C	0	
126	65	1	1	231
126	66	G	0	
126	67	G	0	
126	68	1	1	231
126	69	G	0	
126	70	G	0	
126	71	0	1	217
126	72	G	0	
126	73	0	1	217
126	74	B	1	218
126	75	0	1	219
126	76	1	1	220
126	77	C	0	
127	-156	C	0	
127	-155	G	0	
127	-152	C	0	
127	-151	G	0	
127	-150	G	0	
127	-149	B	1	150
127	-148	B	1	148
127	-147	G	0	
127	-146	G	0	
127	-145	G	0	
127	-144	B	1	148
127	-143	C	0	
127	-142	G	0	
127	-141	G	0	
127	-140	C	0	
127	-139	C	0	
127	-138	G	0	
127	-137	G	0	
127	-136	B	1	145
127	-135	C	0	
127	-134	G	0	
127	-133	G	0	
127	-132	C	0	
127	-131	C	0	
127	-130	G	0	
127	-129	G	0	
127	-128	B	1	129
127	-127	B	1	127
127	-126	B	1	127
127	-125	G	0	
127	-124	G	0	
127	-123	C	0	
127	-122	C	0	
127	-121	G	0	
127	-120	G	0	
127	-119	C	0	
127	-118	C	0	
127	-117	G	0	
127	-116	G	0	
127	-115	B	1	129
127	-114	B	1	127
127	-113	G	0	
127	-112	G	0	
127	-111	G	0	
127	-110	B	1	127
127	-109	G	0	
127	-108	G	0	
127	-107	G	0	
127	-106	B	1	135
127	-105	B	1	137
127	-104	G	0	
127	-103	G	0	
127	-102	C	0	
127	-101	C	0	
127	-100	G	0	
127	-99	G	0	
127	-98	C	0	
127	-97	C	0	
127	-96	G	0	
127	-95	G	0	
127	-94	B	1	226
127	-93	B	1	224
127	-92	G	0	
127	-91	G	0	
127	-90	G	0	
127	-89	B	1	216
127	-88	G	0	
127	-87	G	0	
127	-86	G	0	
127	-85	B	1	216
127	-84	B	1	218
127	-83	G	0	
127	-82	G	0	
127	-81	C	0	
127	-80	C	0	
127	-79	G	0	
127	-78	G	0	
127	-77	C	0	
127	-76	C	0	
127	-75	G	0	
127	-74	G	0	
127	-73	B	1	216
127	-72	B	1	216
127	-71	B	1	218
127	-70	G	0	
127	-69	G	0	
127	-68	C	0	
127	-67	C	0	
127	-66	G	0	
127	-65	G	0	
127	-64	C	0	
127	-63	C	0	
127	-62	G	0	
127	-61	G	0	
127	-60	B	1	150
127	-59	B	1	148
127	-58	G	0	
127	-57	G	0	
127	-56	G	0	
127	-55	B	1	148
127	-54	C	0	
127	-53	G	0	
127	-52	G	0	
127	-51	C	0	
127	-50	C	0	
127	-49	G	0	
127	-48	G	0	
127	-47	B	1	145
127	-46	C	0	
127	-45	G	0	
127	-44	G	0	
127	-43	C	0	
127	-42	C	0	
127	-41	G	0	
127	-40	G	0	
127	-39	B	1	129
127	-38	B	1	127
127	-37	B	1	127
127	-36	G	0	
127	-35	G	0	
127	-34	C	0	
127	-33	C	0	
127	-32	G	0	
127	-31	G	0	
127	-30	C	0	
127	-29	C	0	
127	-28	G	0	
127	-27	G	0	
127	-26	B	1	150
127	-25	B	1	148
127	-24	G	0	
127	-23	G	0	
127	-22	G	0	
127	-21	B	1	148
127	-20	C	0	
127	-19	G	0	
127	-18	G	0	
127	-17	C	0	
127	-16	C	0	
127	-15	G	0	
127	-14	G	0	
127	-13	B	1	145
127	-12	C	0	
127	-11	G	0	
127	-10	G	0	
127	-9	C	0	
127	-8	C	0	
127	-7	G	0	
127	-6	G	0	
127	-5	B	1	129
127	-4	B	1	127
127	-3	G	0	
127	-2	G	0	
127	-1	G	0	
127	0	B	1	127
127	1	G	0	
127	2	G	0	
127	3	G	0	
127	4	B	1	135
127	5	B	1	137
127	6	G	0	
127	7	G	0	
127	8	C	0	
127	9	C	0	
127	10	G	0	
127	11	G	0	
127	12	C	0	
127	13	C	0	
127	14	G	0	
127	15	G	0	
127	16	B	1	161
127	17	B	1	161
127	18	B	1	163
127	19	G	0	
127	20	G	0	
127	21	C	0	
127	22	C	0	
127	23	G	0	
127	24	G	0	
127	25	C	0	
127	26	C	0	
127	27	G	0	
127	28	G	0	
127	29	B	1	197
127	30	B	1	195
127	31	G	0	
127	32	G	0	
127	33	G	0	
127	34	B	1	195
127	35	G	0	
127	36	G	0	
127	37	G	0	
127	38	B	1	203
127	39	B	1	205
127	40	G	0	
127	41	G	0	
127	42	C	0	
127	43	C	0	
127	44	G	0	
127	45	G	0	
127	46	C	0	
127	47	C	0	
127	48	G	0	
127	49	G	0	
127	50	B	1	226
127	51	B	1	224
127	52	G	0	
127	53	G	0	
127	54	G	0	
127	55	B	1	216
127	56	G	0	
127	57	G	0	
127	58	G	0	
127	59	B	1	216
127	60	B	1	218
127	61	G	0	
127	62	G	0	
127	63	C	0	
127	64	C	0	
127	65	G	0	
127	66	G	0	
127	67	C	0	
127	68	C	0	
127	69	G	0	
127	70	G	0	
127	71	B	1	216
127	72	B	1	216
127	73	B	1	218
127	74	G	0	
127	75	G	0	
127	76	C	0	
127	79	G	0	
127	80	C	0	
128	-153	C	0	
128	-152	1	1	152
128	-151	0	1	151
128	-150	B	1	150
128	-149	0	1	149
128	-148	C	0	
128	-147	1	1	152
128	-146	0	1	151
128	-145	B	1	150
128	-144	0	1	149
128	-143	G	0	
128	-142	G	0	
128	-141	1	1	155
128	-140	C	0	
128	-139	1	1	147
128	-138	0	1	146
128	-137	B	1	145
128	-136	1	1	144
128	-135	G	0	
128	-134	G	0	
128	-133	1	1	144
128	-132	C	0	
128	-131	1	1	131
128	-130	0	1	130
128	-129	B	1	129
128	-128	0	1	128
128	-127	G	0	
128	-126	0	1	128
128	-125	G	0	
128	-124	G	0	
128	-123	1	1	142
128	-122	G	0	
128	-121	G	0	
128	-120	1	1	142
128	-119	C	0	
128	-118	1	1	131
128	-117	0	1	130
128	-116	B	1	129
128	-115	0	1	128
128	-114	C	0	
128	-113	1	1	131
128	-112	0	1	130
128	-111	B	1	129
128	-110	0	1	128
128	-109	G	0	
128	-108	G	0	
128	-107	1	1	134
128	-106	G	0	
128	-105	0	1	138
128	-104	G	0	
128	-103	G	0	
128	-102	1	1	142
128	-101	G	0	
128	-100	G	0	
128	-99	1	1	142
128	-98	C	0	
128	-97	1	1	228
128	-96	0	1	227
128	-95	B	1	226
128	-94	0	1	225
128	-93	C	0	
128	-92	1	1	218
128	-91	0	1	217
128	-90	B	1	216
128	-89	1	1	215
128	-88	G	0	
128	-87	G	0	
128	-86	1	1	215
128	-85	G	0	
128	-84	0	1	219
128	-83	G	0	
128	-82	G	0	
128	-81	1	1	223
128	-80	G	0	
128	-79	G	0	
128	-78	1	1	223
128	-77	C	0	
128	-76	1	1	218
128	-75	0	1	217
128	-74	B	1	216
128	-73	1	1	215
128	-72	G	0	
128	-71	0	1	219
128	-70	G	0	
128	-69	G	0	
128	-68	1	1	223
128	-67	G	0	
128	-66	G	0	
128	-65	1	1	223
128	-64	C	0	
128	-63	1	1	152
128	-62	0	1	151
128	-61	B	1	150
128	-60	0	1	149
128	-59	C	0	
128	-58	1	1	152
128	-57	0	1	151
128	-56	B	1	150
128	-55	0	1	149
128	-54	G	0	
128	-53	G	0	
128	-52	1	1	155
128	-51	C	0	
128	-50	1	1	147
128	-49	0	1	146
128	-48	B	1	145
128	-47	1	1	144
128	-46	G	0	
128	-45	G	0	
128	-44	1	1	144
128	-43	C	0	
128	-42	1	1	131
128	-41	0	1	130
128	-40	B	1	129
128	-39	0	1	128
128	-38	G	0	
128	-37	0	1	128
128	-36	G	0	
128	-35	G	0	
128	-34	1	1	142
128	-33	G	0	
128	-32	G	0	
128	-31	1	1	142
128	-30	C	0	
128	-29	1	1	152
128	-28	0	1	151
128	-27	B	1	150
128	-26	0	1	149
128	-25	C	0	
128	-24	1	1	152
128	-23	0	1	151
128	-22	B	1	150
128	-21	0	1	149
128	-20	G	0	
128	-19	G	0	
128	-18	1	1	155
128	-17	C	0	
128	-16	1	1	147
128	-15	0	1	146
128	-14	B	1	145
128	-13	1	1	144
128	-12	G	0	
128	-11	G	0	
128	-10	1	1	144
128	-9	C	0	
128	-8	1	1	131
128	-7	0	1	130
128	-6	B	1	129
128	-5	0	1	128
128	-4	C	0	
128	-3	1	1	131
128	-2	0	1	130
128	-1	B	1	129
128	0	0	1	128
128	1	G	0	
128	2	G	0	
128	3	1	1	134
128	4	G	0	
128	5	0	1	138
128	6	G	0	
128	7	G	0	
128	8	1	1	142
128	9	G	0	
128	10	G	0	
128	11	1	1	142
128	12	C	0	
128	13	1	1	163
128	14	0	1	162
128	15	B	1	161
128	16	1	1	160
128	17	G	0	
128	18	0	1	164
128	19	G	0	
128	20	G	0	
128	21	1	1	168
128	22	G	0	
128	23	G	0	
128	24	1	1	168
128	25	C	0	
128	26	1	1	199
128	27	0	1	198
128	28	B	1	197
128	29	0	1	196
128	30	C	0	
128	31	1	1	199
128	32	0	1	198
128	33	B	1	197
128	34	0	1	196
128	35	G	0	
128	36	G	0	
128	37	1	1	202
128	38	G	0	
128	39	0	1	206
128	40	G	0	
128	41	G	0	
128	42	1	1	210
128	43	G	0	
128	44	G	0	
128	45	1	1	210
128	46	C	0	
128	47	1	1	228
128	48	0	1	227
128	49	B	1	226
128	50	0	1	225
128	51	C	0	
128	52	1	1	218
128	53	0	1	217
128	54	B	1	216
128	55	1	1	215
128	56	G	0	
128	57	G	0	
128	58	1	1	215
128	59	G	0	
128	60	0	1	219
128	61	G	0	
128	62	G	0	
128	63	1	1	223
128	64	G	0	
128	65	G	0	
128	66	1	1	223
128	67	C	0	
128	68	1	1	218
128	69	0	1	217
128	70	B	1	216
128	71	1	1	215
128	72	G	0	
128	73	0	1	219
128	74	G	0	
128	75	G	0	
128	76	1	1	223
128	77	G	0	
128	78	G	0	
128	79	1	1	223
129	-153	G	0	
129	-152	G	0	
129	-151	G	0	
129	-150	1	1	150
129	-149	G	0	
129	-148	G	0	
129	-147	G	0	
129	-146	G	0	
129	-145	B	1	150
129	-144	1	1	150
129	-143	G	0	
129	-142	0	1	154
129	-141	G	0	
129	-140	G	0	
129	-139	G	0	
129	-138	G	0	
129	-137	B	1	145
129	-136	0	1	143
129	-135	G	0	
129	-134	0	1	143
129	-133	G	0	
129	-132	G	0	
129	-131	G	0	
129	-130	G	0	
129	-129	1	1	129
129	-128	G	0	
129	-127	G	0	
129	-126	1	1	129
129	-125	G	0	
129	-124	G	0	
129	-123	0	1	141
129	-122	G	0	
129	-121	0	1	141
129	-120	G	0	
129	-119	G	0	
129	-118	G	0	
129	-117	G	0	
129	-116	1	1	129
129	-115	G	0	
129	-114	G	0	
129	-113	G	0	
129	-112	G	0	
129	-111	B	1	129
129	-110	1	1	129
129	-109	G	0	
129	-108	0	1	133
129	-107	G	0	
129	-106	G	0	
129	-105	1	1	139
129	-104	G	0	
129	-103	G	0	
129	-102	0	1	141
129	-101	G	0	
129	-100	0	1	141
129	-99	G	0	
129	-98	G	0	
129	-97	G	0	
129	-96	G	0	
129	-95	1	1	226
129	-94	G	0	
129	-93	G	0	
129	-92	G	0	
129	-91	G	0	
129	-90	B	1	216
129	-89	0	1	214
129	-88	G	0	
129	-87	0	1	214
129	-86	G	0	
129	-85	G	0	
129	-84	1	1	220
129	-83	G	0	
129	-82	G	0	
129	-81	0	1	222
129	-80	G	0	
129	-79	0	1	222
129	-78	G	0	
129	-77	G	0	
129	-76	G	0	
129	-75	G	0	
129	-74	0	1	214
129	-73	G	0	
129	-72	G	0	
129	-71	1	1	220
129	-70	G	0	
129	-69	G	0	
129	-68	0	1	222
129	-67	G	0	
129	-66	0	1	222
129	-65	G	0	
129	-64	G	0	
129	-63	G	0	
129	-62	G	0	
129	-61	1	1	150
129	-60	G	0	
129	-59	G	0	
129	-58	G	0	
129	-57	G	0	
129	-56	B	1	150
129	-55	1	1	150
129	-54	G	0	
129	-53	0	1	154
129	-52	G	0	
129	-51	G	0	
129	-50	G	0	
129	-49	G	0	
129	-48	B	1	145
129	-47	0	1	143
129	-46	G	0	
129	-45	0	1	143
129	-44	G	0	
129	-43	G	0	
129	-42	G	0	
129	-41	G	0	
129	-40	1	1	129
129	-39	G	0	
129	-38	G	0	
129	-37	1	1	129
129	-36	G	0	
129	-35	G	0	
129	-34	0	1	141
129	-33	G	0	
129	-32	0	1	141
129	-31	G	0	
129	-30	G	0	
129	-29	G	0	
129	-28	G	0	
129	-27	1	1	150
129	-26	G	0	
129	-25	G	0	
129	-24	G	0	
129	-23	G	0	
129	-22	B	1	150
129	-21	1	1	150
129	-20	G	0	
129	-19	0	1	154
129	-18	G	0	
129	-17	G	0	
129	-16	G	0	
129	-15	G	0	
129	-14	B	1	145
129	-13	0	1	143
129	-12	G	0	
129	-11	0	1	143
129	-10	G	0	
129	-9	G	0	
129	-8	G	0	
129	-7	G	0	
129	-6	1	1	129
129	-5	G	0	
129	-4	G	0	
129	-3	G	0	
129	-2	G	0	
129	-1	B	1	129
129	0	1	1	129
129	1	G	0	
129	2	0	1	133
129	3	G	0	
129	4	G	0	
129	5	1	1	139
129	6	G	0	
129	7	G	0	
129	8	0	1	141
129	9	G	0	
129	10	0	1	141
129	11	G	0	
129	12	G	0	
129	13	G	0	
129	14	G	0	
129	15	0	1	159
129	16	G	0	
129	17	G	0	
129	18	1	1	165
129	19	G	0	
129	20	G	0	
129	21	0	1	167
129	22	G	0	
129	23	0	1	167
129	24	G	0	
129	25	G	0	
129	26	G	0	
129	27	G	0	
129	28	1	1	197
129	29	G	0	
129	30	G	0	
129	31	G	0	
129	32	G	0	
129	33	B	1	197
129	34	1	1	197
129	35	G	0	
129	36	0	1	201
129	37	G	0	
129	38	G	0	
129	39	1	1	207
129	40	G	0	
129	41	G	0	
129	42	0	1	209
129	43	G	0	
129	44	0	1	209
129	45	G	0	
129	46	G	0	
129	47	G	0	
129	48	G	0	
129	49	1	1	226
129	50	G	0	
129	51	G	0	
129	52	G	0	
129	53	G	0	
129	54	B	1	216
129	55	0	1	214
129	56	G	0	
129	57	0	1	214
129	58	G	0	
129	59	G	0	
129	60	1	1	220
129	61	G	0	
129	62	G	0	
129	63	0	1	222
129	64	G	0	
129	65	0	1	222
129	66	G	0	
129	67	G	0	
129	68	G	0	
129	69	G	0	
129	70	0	1	214
129	71	G	0	
129	72	G	0	
129	73	1	1	220
129	74	G	0	
129	75	G	0	
129	76	0	1	222
129	77	G	0	
129	78	0	1	222
129	79	G	0	
130	-152	G	0	
130	-151	0	1	151
130	-150	G	0	
130	-149	G	0	
130	-148	G	0	
130	-147	G	0	
130	-146	0	1	151
130	-145	G	0	
130	-144	0	1	151
130	-143	B	1	153
130	-142	G	0	
130	-141	G	0	
130	-140	G	0	
130	-139	G	0	
130	-138	0	1	146
130	-137	G	0	
130	-136	1	1	142
130	-135	B	1	142
130	-134	G	0	
130	-133	G	0	
130	-132	G	0	
130	-131	G	0	
130	-130	0	1	130
130	-129	G	0	
130	-128	G	0	
130	-127	G	0	
130	-126	C	0	
130	-125	G	0	
130	-124	G	0	
130	-123	B	1	140
130	-122	B	1	140
130	-121	G	0	
130	-120	G	0	
130	-119	G	0	
130	-118	G	0	
130	-117	0	1	130
130	-116	G	0	
130	-115	G	0	
130	-114	G	0	
130	-113	G	0	
130	-112	0	1	130
130	-111	G	0	
130	-110	0	1	130
130	-109	B	1	132
130	-108	G	0	
130	-107	G	0	
130	-106	G	0	
130	-105	C	0	
130	-104	G	0	
130	-103	G	0	
130	-102	B	1	140
130	-101	B	1	140
130	-100	G	0	
130	-99	G	0	
130	-98	G	0	
130	-97	G	0	
130	-96	0	1	227
130	-95	G	0	
130	-94	G	0	
130	-93	G	0	
130	-92	G	0	
130	-91	0	1	217
130	-90	G	0	
130	-89	1	1	213
130	-88	B	1	213
130	-87	G	0	
130	-86	G	0	
130	-85	G	0	
130	-84	C	0	
130	-83	G	0	
130	-82	G	0	
130	-81	B	1	221
130	-80	B	1	221
130	-79	G	0	
130	-78	G	0	
130	-77	G	0	
130	-76	G	0	
130	-75	1	1	213
130	-74	G	0	
130	-73	G	0	
130	-72	G	0	
130	-71	C	0	
130	-70	G	0	
130	-69	G	0	
130	-68	B	1	221
130	-67	B	1	221
130	-66	G	0	
130	-65	G	0	
130	-64	G	0	
130	-63	G	0	
130	-62	0	1	151
130	-61	G	0	
130	-60	G	0	
130	-59	G	0	
130	-58	G	0	
130	-57	0	1	151
130	-56	G	0	
130	-55	0	1	151
130	-54	B	1	153
130	-53	G	0	
130	-52	G	0	
130	-51	G	0	
130	-50	G	0	
130	-49	0	1	146
130	-48	G	0	
130	-47	1	1	142
130	-46	B	1	142
130	-45	G	0	
130	-44	G	0	
130	-43	G	0	
130	-42	G	0	
130	-41	0	1	130
130	-40	G	0	
130	-39	G	0	
130	-38	G	0	
130	-37	C	0	
130	-36	G	0	
130	-35	G	0	
130	-34	B	1	140
130	-33	B	1	140
130	-32	G	0	
130	-31	G	0	
130	-30	G	0	
130	-29	G	0	
130	-28	0	1	151
130	-27	G	0	
130	-26	G	0	
130	-25	G	0	
130	-24	G	0	
130	-23	0	1	151
130	-22	G	0	
130	-21	0	1	151
130	-20	B	1	153
130	-19	G	0	
130	-18	G	0	
130	-17	G	0	
130	-16	G	0	
130	-15	0	1	146
130	-14	G	0	
130	-13	1	1	142
130	-12	B	1	142
130	-11	G	0	
130	-10	G	0	
130	-9	G	0	
130	-8	G	0	
130	-7	0	1	130
130	-6	G	0	
130	-5	G	0	
130	-4	G	0	
130	-3	G	0	
130	-2	0	1	130
130	-1	G	0	
130	0	0	1	130
130	1	B	1	132
130	2	G	0	
130	3	G	0	
130	4	G	0	
130	5	C	0	
130	6	G	0	
130	7	G	0	
130	8	B	1	140
130	9	B	1	140
130	10	G	0	
130	11	G	0	
130	12	G	0	
130	13	G	0	
130	14	1	1	158
130	15	G	0	
130	16	G	0	
130	17	G	0	
130	18	C	0	
130	19	G	0	
130	20	G	0	
130	21	B	1	166
130	22	B	1	166
130	23	G	0	
130	24	G	0	
130	25	G	0	
130	26	G	0	
130	27	0	1	198
130	28	G	0	
130	29	G	0	
130	30	G	0	
130	31	G	0	
130	32	0	1	198
130	33	G	0	
130	34	0	1	198
130	35	B	1	200
130	36	G	0	
130	37	G	0	
130	38	G	0	
130	39	C	0	
130	40	G	0	
130	41	G	0	
130	42	B	1	208
130	43	B	1	208
130	44	G	0	
130	45	G	0	
130	46	G	0	
130	47	G	0	
130	48	0	1	227
130	49	G	0	
130	50	G	0	
130	51	G	0	
130	52	G	0	
130	53	0	1	217
130	54	G	0	
130	55	1	1	213
130	56	B	1	213
130	57	G	0	
130	58	G	0	
130	59	G	0	
130	60	C	0	
130	61	G	0	
130	62	G	0	
130	63	B	1	221
130	64	B	1	221
130	65	G	0	
130	66	G	0	
130	67	G	0	
130	68	G	0	
130	69	1	1	213
130	70	G	0	
130	71	G	0	
130	72	G	0	
130	73	C	0	
130	74	G	0	
130	75	G	0	
130	76	B	1	221
130	77	B	1	221
130	78	G	0	
130	79	G	0	
130	80	G	0	
131	-152	1	1	152
131	-151	B	1	153
131	-150	0	1	154
131	-149	1	1	155
131	-148	C	0	
131	-147	1	1	152
131	-146	G	0	
131	-145	G	0	
131	-144	1	1	152
131	-143	B	1	153
131	-142	0	1	154
131	-141	1	1	155
131	-140	C	0	
131	-139	1	1	147
131	-138	G	0	
131	-137	G	0	
131	-136	0	1	141
131	-135	B	1	142
131	-134	0	1	143
131	-133	1	1	144
131	-132	C	0	
131	-131	1	1	131
131	-130	B	1	132
131	-129	0	1	133
131	-128	1	1	134
131	-127	B	1	135
131	-126	0	1	136
131	-125	1	1	137
131	-124	0	1	138
131	-123	1	1	139
131	-122	B	1	140
131	-121	0	1	141
131	-120	1	1	142
131	-119	C	0	
131	-118	1	1	131
131	-117	B	1	132
131	-116	0	1	133
131	-115	1	1	134
131	-114	C	0	
131	-113	1	1	131
131	-112	G	0	
131	-111	G	0	
131	-110	1	1	131
131	-109	B	1	132
131	-108	0	1	133
131	-107	1	1	134
131	-106	B	1	135
131	-105	0	1	136
131	-104	1	1	137
131	-103	0	1	138
