remainder_degree	shift	entry
3	4	4155291095858252843904934199194534544172243595257741312*n**4/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 15379304969779469369079719182144535495704488740372127744*n**3/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 8960420714281102188235862560266121204054525206195475968*n**2/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 11288753898504816524482783069680699528540072342395727744*n/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 6225081260375125920782505718891985886862825314046380480/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944)
3	5	128340745087447797455342073593862641399333808515433201706856928509952*n**5/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 924199391498296107554816043891315120310247816548044421371407999434752*n**4/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 1939341016740008000122022557043246785296838101992958545138212789026816*n**3/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 620045805909995308733172812587064869041410927641749316632191768199168*n**2/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 1412652981533687514297290150781612667051712805581241780801146556776448*n/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 672978534633791837260206131620761107108462368649313689176247956930560/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120)
3	6	3963945357781168846815542565690552465677157720212628675244335580176227285266857984*n**6/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 46382670886816438949505382130188849051438303201305234557425867166462663957082537984*n**5/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 188352811730751495285894741985729494469806124338444668831974291780750749508432822272*n**4/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 288702285003168974260527660853459540648379858361279262602025844126638330883031957504*n**3/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 42551560653630112669777702205975228252926338782757214094526238167563287295504154624*n**2/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 217132168653738791448889404183112177223507275900728075325393817554125796879198322688*n/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 93538574093988549868643381259015960453490166027898365454010868199151321699005235200/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120)
3	7	122430821083113679658118730596785082951076939716636240363458081802169477482725166933014181052416*n**7/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 2105949425151287813146563091231484622624429205507501961666604588193682997749912358578178012217344*n**6/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 13696735497098319012814822789376915184339721437825736443453988668778574731030785624450844072083456*n**5/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 40913496333833031260299255206894210508110632654110527332990186494471697519275781189981361112350720*n**4/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 50358071161318967852705245255744370080994500130051199237856367060394215124641652676387204774232064*n**3/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 522317353955839343842047053201098209573501529173693011347252008096304646938673385846367973277696*n**2/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 39774737060601888680544157066699509191025187074340452226590799972337000416075468921516095337660416*n/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 15890054796766123989550104102171235005620554242562826177585639760239489595412671023779952458137600/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640)
4	1	84477206729664*n/(266453663671*n + 266453663671) - 70344532286280/(266453663671*n + 266453663671)
4	2	2601694835505653483123071488*n**2/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 865821728637311954459789376*n/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 1082920538288331788304132720/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482)
4	3	80356495382601542882277637939456045289472*n**3/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) + 93792811295241767266383338872648900660224*n**2/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 73519631273955442269382262362490761071936*n/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 50204822440282651072967071025308307340240/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266)
4	4	2481898919250462243499782128251130828703660800905052160*n**4/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 9101641641434024192795720152259361512347390375152844800*n**3/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 4972754242172994539447656765794407046131437073187471360*n**2/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 7227886762664668960466348540755132476749839595974164480*n/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 3877098692812507522945600286375602601649983628037324800/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944)
4	5	76656183449055226630729770944620188972647588859808178956815424290816*n**5/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 549410875186413583317061976607304877822816673128854293522519013982208*n**4/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 1137527518152156725866547660910316877820744638074690953545325911998464*n**3/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 314365372341967354195929290723505099267168468671715509868609952284672*n**2/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 901128236181495143121470926335500887399517537016931466008918952509440*n/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 419143797130469081000418133070458953657364330182391322548353839923200/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120)
4	6	2367610709452108294952045033438236474775547073359789733368772074837286923370758144*n**6/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 27623408584472059712445593673332472462925863383806516298080834182617878841429852160*n**5/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 111496208350460400093744172813610816739239650138993089140177351438781455572465090560*n**4/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 167815963735236497398087375607130722896482724942343983223179707511583171434701127680*n**3/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 15862899559287907370663759836124564910000960395074232908670341804042509087393447936*n**2/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 138194722771920214213930252123465246595150445896793844805603983269571711873560084480*n/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 58257598283217923317541697159867900305140974215958153610451300618438774303883264000/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120)
4	7	73126266131390306015240329518023742129094322089121059822555254440734822569995767846077418438656*n**7/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 1255373881918337030028068808079379819168806287024365440895344725945594765428269649037032285011968*n**6/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 8136207000734890248113997876849631038978156267116520524436640515561257322292155358782899261276160*n**5/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 24123703616575478363508096638787999898047061228859634553960804456849724117010216042860898240430080*n**4/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 28997986380545081383269583589662445096922890827161462050057223125535224396621250172224885095399424*n**3/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 1573457726191639836568499838658696579706336616510562742934537871060652933453681698433221671518208*n**2/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 25275413831298445781368725948103511482029646126483371529377394051989933746023364719373536873021440*n/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 9896627546600733942594660028853153310309030930387082538953833822004179313806323608279843050700800/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640)
5	1	28074044928384*n/(266453663671*n + 266453663671) - 24056661802320/(266453663671*n + 266453663671)
5	2	864432079885649163133260288*n**2/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 308552499107929561355406144*n/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 370320804320694671797973424/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482)
5	3	26699048083268234678484416788372899495936*n**3/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) + 30518552280878849341176359584071206043648*n**2/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 25719353999647970135064883084934151929856*n/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 17168290008671773404601167185035634147328/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266)
5	4	824629523914309780402008772823593174127843143216791552*n**4/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 3004172929992633773731673999215571566507932610103083008*n**3/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 1562543599921034825841602291689638173693928900365647872*n**2/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 2516337111770450043966729988171590143536302190674051072*n/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 1325831892238142246836696877211595368875157785369640960/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944)
