bit_index,row_id,keep_mask,output
2782,43,30,H.1
2783,43,31,H.1
2784,43,32,H.0
2785,43,33,H.5
2786,43,34,H.4
2787,43,35,H.4
2788,43,36,H.0
2789,43,37,H.3
2790,43,38,H.3
2791,43,39,H.3
2792,43,40,H.0
2793,43,41,H.5
2794,43,42,H.2
2795,43,43,H.2
2796,43,44,H.0
2797,43,45,H.5
2798,43,46,H.2
2799,43,47,H.2
2800,43,48,H.0
2801,43,49,H.5
2802,43,50,H.4
2803,43,51,H.4
2804,43,52,H.0
2805,43,53,H.5
2806,43,54,H.0
2807,43,55,H.3
2808,43,56,H.0
2809,43,57,H.5
2810,43,58,H.4
2811,43,59,H.4
2812,43,60,H.0
2813,43,61,H.5
2814,43,62,H.0
2815,43,63,H.4
2817,44,1,H.5
2818,44,2,H.4
2819,44,3,H.4
2821,44,5,H.3
2822,44,6,H.3
2823,44,7,H.3
2824,44,8,H.2
2825,44,9,H.5
2826,44,10,H.2
2827,44,11,H.2
2828,44,12,H.2
2829,44,13,H.2
2830,44,14,H.2
2831,44,15,H.2
2832,44,16,H.1
2833,44,17,H.5
2834,44,18,H.1
2835,44,19,H.4
2836,44,20,H.1
2837,44,21,H.3
2838,44,22,H.1
2839,44,23,H.3
2840,44,24,H.1
2841,44,25,H.5
2842,44,26,H.1
2843,44,27,H.4
2844,44,28,H.1
2845,44,29,H.5
2846,44,30,H.1
2847,44,31,H.1
2849,44,33,H.5
2850,44,34,H.4
2851,44,35,H.4
2853,44,37,H.3
2854,44,38,H.3
2855,44,39,H.3
2856,44,40,H.0
2857,44,41,H.5
2858,44,42,H.0
2859,44,43,H.4
2860,44,44,H.0
2861,44,45,H.2
2862,44,46,H.0
2863,44,47,H.2
2864,44,48,H.0
2865,44,49,H.5
2866,44,50,H.4
2867,44,51,H.4
2868,44,52,H.0
2869,44,53,H.3
2870,44,54,H.0
2871,44,55,H.3
2872,44,56,H.0
2873,44,57,H.5
2874,44,58,H.0
2875,44,59,H.4
2876,44,60,H.0
2877,44,61,H.5
2878,44,62,H.0
2879,44,63,H.3
2881,45,1,H.5
2882,45,2,H.4
2883,45,3,H.4
2885,45,5,H.3
2886,45,6,H.3
2887,45,7,H.3
2888,45,8,H.2
2889,45,9,H.5
2890,45,10,H.2
2891,45,11,H.2
2892,45,12,H.2
2893,45,13,H.2
2894,45,14,H.2
2895,45,15,H.2
2896,45,16,H.1
2897,45,17,H.5
2898,45,18,H.1
2899,45,19,H.4
2900,45,20,H.1
2901,45,21,H.3
2902,45,22,H.1
2903,45,23,H.3
2904,45,24,H.1
2905,45,25,H.5
2906,45,26,H.1
2907,45,27,H.4
2908,45,28,H.1
2909,45,29,H.5
2910,45,30,H.1
2911,45,31,H.1
2913,45,33,H.5
2914,45,34,H.4
2915,45,35,H.4
2917,45,37,H.3
2918,45,38,H.3
2919,45,39,H.3
2920,45,40,H.0
2921,45,41,H.5
2922,45,42,H.0
2923,45,43,H.4
2924,45,44,H.0
2925,45,45,H.2
2926,45,46,H.0
2927,45,47,H.2
2928,45,48,H.0
2929,45,49,H.5
2930,45,50,H.4
2931,45,51,H.4
2932,45,52,H.0
2933,45,53,H.3
2934,45,54,H.0
2935,45,55,H.3
2936,45,56,H.0
2937,45,57,H.5
2938,45,58,H.0
2939,45,59,H.4
2940,45,60,H.0
2941,45,61,H.5
2942,45,62,H.0
2943,45,63,H.2
2945,46,1,H.5
2946,46,2,H.4
2947,46,3,H.4
2949,46,5,H.3
2950,46,6,H.3
2951,46,7,H.3
2953,46,9,H.5
2954,46,10,H.2
2955,46,11,H.2
