# REPHEX current computed pattern
# axiom=F level=4 cells=2311
# source=F: F@e; F -> F + {B_i@g_i : i=0..5}
# q r state orientation colour_index dark_cap leaf_tag
3 -27 G 2 2 0 P
4 -27 G 5 5 0 P
5 -27 B 1 7 0 N
6 -27 1 2 0 0 N
7 -27 G 3 4 0 P
8 -27 0 4 0 0 N
9 -27 G 3 4 0 U
23 -27 G 1 3 0 U
24 -27 G 2 2 0 U
25 -27 G 5 5 0 U
26 -27 B 1 7 0 N
27 -27 1 2 0 0 N
28 -27 G 3 4 0 P
29 -27 0 4 0 0 N
30 -27 G 3 4 0 U
-4 -26 C 0 1 1 N
-3 -26 1 0 0 0 N
-2 -26 0 0 0 0 N
-1 -26 B 0 7 0 N
0 -26 0 1 0 0 N
1 -26 C 0 1 1 N
2 -26 1 0 0 0 N
3 -26 0 0 0 0 N
4 -26 B 0 8 0 N
5 -26 0 2 0 0 N
6 -26 G 4 3 0 P
7 -26 G 0 2 0 P
8 -26 1 4 0 0 N
22 -26 C 0 1 1 N
23 -26 1 0 0 0 N
24 -26 0 0 0 0 N
25 -26 B 0 8 0 N
26 -26 0 2 0 0 N
27 -26 G 4 3 0 P
28 -26 G 0 2 0 P
29 -26 1 4 0 0 N
-3 -25 G 5 4 0 U
-2 -25 G 4 5 0 U
-1 -25 B 5 8 0 N
0 -25 B 1 1 0 N
1 -25 G 2 3 0 T
2 -25 G 5 4 0 T
3 -25 G 4 5 0 T
4 -25 B 2 1 0 N
5 -25 C 1 1 1 N
6 -25 G 2 3 0 P
7 -25 G 5 3 0 P
8 -25 C 4 1 1 N
9 -25 C 2 1 1 N
13 -25 C 1 1 1 N
14 -25 G 2 3 0 U
17 -25 C 2 1 1 N
23 -25 G 5 4 0 U
24 -25 G 4 5 0 U
25 -25 B 2 1 0 N
26 -25 C 1 1 1 N
27 -25 G 2 3 0 P
28 -25 G 5 3 0 P
29 -25 C 4 1 1 N
30 -25 C 2 1 1 N
-3 -24 G 1 2 0 U
-2 -24 0 5 0 0 N
-1 -24 G 3 5 0 U
0 -24 1 1 0 0 N
1 -24 G 3 2 0 T
2 -24 G 1 4 0 T
3 -24 1 2 0 0 N
4 -24 G 3 3 0 T
5 -24 1 1 0 0 N
6 -24 G 3 2 0 P
7 -24 G 1 4 0 P
8 -24 1 2 0 0 N
9 -24 G 3 3 0 U
13 -24 1 1 0 0 N
14 -24 G 3 2 0 U
15 -24 G 1 4 0 U
16 -24 1 2 0 0 N
17 -24 G 3 3 0 U
23 -24 G 1 4 0 U
24 -24 1 2 0 0 N
25 -24 G 3 3 0 T
26 -24 1 1 0 0 N
27 -24 G 3 2 0 P
28 -24 G 1 4 0 P
29 -24 1 2 0 0 N
30 -24 G 3 3 0 U
-4 -23 G 0 3 0 U
-3 -23 1 5 0 0 N
-2 -23 G 4 4 0 U
-1 -23 G 0 4 0 U
0 -23 0 1 0 0 N
1 -23 G 0 5 0 T
2 -23 0 2 0 0 N
3 -23 G 4 2 0 T
4 -23 G 0 4 0 T
5 -23 0 1 0 0 N
6 -23 G 0 5 0 P
7 -23 0 2 0 0 N
8 -23 G 4 2 0 U
12 -23 G 0 4 0 U
13 -23 0 1 0 0 N
14 -23 G 0 5 0 U
15 -23 0 2 0 0 N
16 -23 G 4 2 0 U
22 -23 G 0 5 0 U
23 -23 0 2 0 0 N
24 -23 G 4 2 0 T
25 -23 G 0 4 0 T
26 -23 0 1 0 0 N
27 -23 G 0 5 0 P
28 -23 0 2 0 0 N
29 -23 G 4 2 0 U
-4 -22 C 5 1 1 N
-1 -22 G 5 5 0 U
0 -22 B 1 2 0 N
1 -22 B 2 6 0 N
2 -22 G 1 5 0 T
3 -22 G 2 4 0 T
4 -22 G 5 5 0 T
5 -22 B 1 8 0 N
6 -22 B 2 7 0 N
7 -22 G 1 10 0 U
8 -22 G 2 9 0 U
10 -22 G 1 5 0 U
11 -22 G 2 4 0 U
12 -22 G 5 5 0 U
13 -22 B 1 2 0 N
14 -22 B 2 6 0 N
15 -22 G 1 5 0 U
16 -22 G 2 4 0 U
18 -22 C 1 1 1 N
19 -22 G 2 3 0 U
22 -22 B 2 2 0 N
23 -22 G 1 5 0 T
24 -22 G 2 4 0 T
25 -22 G 5 5 0 T
26 -22 B 1 8 0 N
27 -22 B 2 7 0 N
28 -22 G 1 10 0 U
29 -22 G 2 9 0 U
31 -22 G 1 5 0 U
32 -22 G 2 4 0 U
0 -21 1 1 1 0 N
1 -21 B 3 5 0 N
2 -21 0 3 0 0 N
3 -21 1 3 0 0 N
4 -21 B 3 1 0 N
5 -21 0 3 0 0 N
6 -21 1 3 0 0 N
7 -21 0 3 1 0 N
8 -21 1 3 1 0 N
9 -21 B 3 2 0 N
10 -21 0 3 0 0 N
11 -21 1 3 0 0 N
12 -21 C 3 1 1 N
13 -21 1 1 1 0 N
14 -21 B 3 5 0 N
15 -21 0 3 0 0 N
16 -21 1 3 0 0 N
17 -21 C 3 1 1 N
18 -21 1 1 0 0 N
19 -21 G 3 2 0 U
20 -21 G 1 9 0 U
21 -21 1 2 1 0 N
22 -21 B 3 6 0 N
23 -21 0 3 0 0 N
24 -21 1 3 0 0 N
25 -21 B 3 1 0 N
26 -21 0 3 0 0 N
27 -21 1 3 0 0 N
28 -21 0 3 1 0 N
29 -21 1 3 1 0 N
30 -21 B 3 2 0 N
31 -21 0 3 0 0 N
32 -21 1 3 0 0 N
33 -21 C 3 1 1 N
-1 -20 G 0 9 0 U
0 -20 0 1 1 0 N
1 -20 G 2 4 0 T
2 -20 G 5 2 0 T
3 -20 G 4 3 0 T
4 -20 C 2 1 1 N
5 -20 G 5 3 0 P
6 -20 G 4 4 0 P
7 -20 B 5 5 0 N
8 -20 B 4 6 0 N
9 -20 G 2 5 0 P
10 -20 G 5 2 0 P
11 -20 G 4 3 0 P
12 -20 G 0 9 0 P
13 -20 0 1 1 0 N
14 -20 G 2 4 0 P
15 -20 G 5 2 0 P
16 -20 G 4 3 0 P
17 -20 G 0 4 0 P
18 -20 0 1 0 0 N
19 -20 G 0 10 0 U
20 -20 0 2 1 0 N
21 -20 B 4 5 0 N
22 -20 G 2 5 0 T
23 -20 G 5 2 0 T
24 -20 G 4 3 0 T
25 -20 C 2 1 1 N
26 -20 G 5 3 0 P
27 -20 G 4 4 0 P
28 -20 B 5 5 0 N
29 -20 B 4 6 0 N
30 -20 G 2 5 0 U
31 -20 G 5 2 0 U
32 -20 G 4 3 0 U
-3 -19 G 1 3 0 U
-2 -19 G 2 2 0 U
-1 -19 G 5 10 0 U
0 -19 1 1 0 0 N
1 -19 G 3 3 0 T
2 -19 G 1 4 0 T
3 -19 1 2 0 0 N
4 -19 G 3 3 0 P
5 -19 G 1 2 0 P
6 -19 0 5 0 0 N
7 -19 G 3 5 0 P
8 -19 0 4 0 0 N
9 -19 G 3 4 0 P
10 -19 G 1 3 0 P
11 -19 G 2 2 0 P
12 -19 G 5 10 0 P
13 -19 1 1 0 0 N
14 -19 G 3 3 0 P
15 -19 G 1 3 0 P
16 -19 G 2 2 0 P
17 -19 G 5 5 0 P
18 -19 B 1 7 0 N
19 -19 1 2 0 0 N
20 -19 G 3 4 0 T
21 -19 0 4 0 0 N
22 -19 G 3 4 0 T
23 -19 G 1 4 0 T
24 -19 1 2 0 0 N
25 -19 G 3 3 0 P
26 -19 G 1 2 0 P
27 -19 0 5 0 0 N
28 -19 G 3 5 0 U
29 -19 0 4 0 0 N
30 -19 G 3 4 0 U
-4 -18 C 0 1 1 N
-3 -18 1 0 0 0 N
-2 -18 0 0 0 0 N
-1 -18 B 0 7 0 N
0 -18 0 1 0 0 N
1 -18 G 0 5 0 T
2 -18 0 2 0 0 N
3 -18 G 4 2 0 P
4 -18 G 0 3 0 P
5 -18 1 5 0 0 N
6 -18 G 4 4 0 P
7 -18 G 0 2 0 P
8 -18 1 4 0 0 N
9 -18 C 0 1 1 N
10 -18 1 0 0 0 N
11 -18 0 0 0 0 N
12 -18 B 0 7 0 N
13 -18 0 1 0 0 N
14 -18 C 0 1 1 N
15 -18 1 0 0 0 N
16 -18 0 0 0 0 N
17 -18 B 0 8 0 N
18 -18 0 2 0 0 N
19 -18 G 4 3 0 T
20 -18 G 0 2 0 T
21 -18 1 4 0 0 N
22 -18 G 0 5 0 T
23 -18 0 2 0 0 N
24 -18 G 4 2 0 P
25 -18 G 0 3 0 P
26 -18 1 5 0 0 N
27 -18 G 4 4 0 U
28 -18 G 0 2 0 U
29 -18 1 4 0 0 N
-8 -17 C 1 1 1 N
-7 -17 G 2 3 0 U
-4 -17 C 2 1 1 N
-3 -17 G 5 4 0 P
-2 -17 G 4 5 0 P
-1 -17 B 5 8 0 N
0 -17 B 1 2 0 N
1 -17 B 2 6 0 N
2 -17 G 1 5 0 P
3 -17 G 2 4 0 P
4 -17 C 5 1 1 N
5 -17 C 1 1 1 N
6 -17 G 2 3 0 P
7 -17 G 5 3 0 P
8 -17 C 4 1 1 N
9 -17 C 2 1 1 N
10 -17 G 5 4 0 P
11 -17 G 4 5 0 P
12 -17 B 5 8 0 N
13 -17 B 1 1 0 N
14 -17 G 2 3 0 T
15 -17 G 5 4 0 T
16 -17 G 4 5 0 T
17 -17 B 2 2 0 N
18 -17 G 1 5 0 T
19 -17 G 2 4 0 T
20 -17 G 5 3 0 T
21 -17 B 4 1 0 N
22 -17 B 2 8 0 N
23 -17 G 1 5 0 P
24 -17 G 2 4 0 P
25 -17 C 5 1 1 N
28 -17 G 5 3 0 U
29 -17 C 4 1 1 N
-8 -16 1 1 0 0 N
-7 -16 G 3 2 0 U
-6 -16 G 1 4 0 U
-5 -16 1 2 0 0 N
-4 -16 G 3 3 0 P
-3 -16 G 1 2 0 P
-2 -16 0 5 0 0 N
-1 -16 G 3 5 0 T
0 -16 1 1 1 0 N
1 -16 B 3 5 0 N
2 -16 0 3 0 0 N
3 -16 1 3 0 0 N
4 -16 C 3 1 1 N
5 -16 1 1 0 0 N
6 -16 G 3 2 0 P
7 -16 G 1 4 0 P
8 -16 1 2 0 0 N
9 -16 G 3 3 0 P
10 -16 G 1 2 0 P
11 -16 0 5 0 0 N
12 -16 G 3 5 0 T
13 -16 1 1 0 0 N
14 -16 G 3 2 0 T
15 -16 G 1 9 0 T
16 -16 1 2 1 0 N
17 -16 B 3 6 0 N
18 -16 0 3 0 0 N
19 -16 1 3 0 0 N
20 -16 C 3 1 1 N
21 -16 0 4 0 0 N
22 -16 B 3 7 0 N
23 -16 0 3 0 0 N
24 -16 1 3 0 0 N
25 -16 C 3 1 1 N
-9 -15 G 0 4 0 U
-8 -15 0 1 0 0 N
-7 -15 G 0 5 0 U
-6 -15 0 2 0 0 N
-5 -15 G 4 2 0 P
-4 -15 G 0 3 0 P
-3 -15 1 5 0 0 N
-2 -15 G 4 4 0 T
-1 -15 G 0 9 0 T
0 -15 0 1 1 0 N
1 -15 G 2 4 0 P
2 -15 G 5 2 0 P
3 -15 G 4 3 0 P
4 -15 G 0 4 0 P
5 -15 0 1 0 0 N
6 -15 G 0 5 0 P
7 -15 0 2 0 0 N
8 -15 G 4 2 0 P
9 -15 G 0 3 0 P
10 -15 1 5 0 0 N
11 -15 G 4 4 0 T
12 -15 G 0 4 0 T
13 -15 0 1 0 0 N
14 -15 G 0 10 0 T
15 -15 0 2 1 0 N
16 -15 B 4 5 0 N
17 -15 G 2 5 0 P
18 -15 G 5 2 0 P
19 -15 G 4 3 0 P
20 -15 G 0 3 0 P
21 -15 1 4 0 0 N
22 -15 G 2 10 0 U
23 -15 G 5 2 0 U
24 -15 G 4 3 0 U
-11 -14 G 1 3 0 U
-10 -14 G 2 2 0 U
-9 -14 G 5 5 0 U
-8 -14 B 1 6 0 N
-7 -14 B 2 5 0 N
-6 -14 G 1 4 0 P
-5 -14 G 2 3 0 P
-4 -14 C 5 1 1 N
-3 -14 G 1 3 0 T
-2 -14 G 2 2 0 T
-1 -14 G 5 10 0 T
0 -14 1 1 0 0 N
1 -14 G 3 3 0 P
2 -14 G 1 3 0 P
3 -14 G 2 2 0 P
4 -14 G 5 5 0 P
5 -14 B 1 6 0 N
6 -14 B 2 5 0 N
7 -14 G 1 4 0 P
8 -14 G 2 3 0 P
9 -14 C 5 1 1 N
10 -14 G 1 3 0 T
11 -14 G 2 2 0 T
12 -14 G 5 5 0 T
13 -14 B 1 7 0 N
14 -14 1 2 0 0 N
15 -14 G 3 4 0 P
16 -14 0 4 0 0 N
17 -14 G 3 4 0 P
18 -14 G 1 3 0 P
19 -14 G 2 2 0 P
20 -14 G 5 4 0 P
21 -14 0 4 1 0 N
22 -14 G 3 9 0 U
-12 -13 C 0 1 1 N
-11 -13 1 0 0 0 N
-10 -13 0 0 0 0 N
-9 -13 B 0 2 0 N
-8 -13 1 0 1 0 N
-7 -13 0 0 1 0 N
-6 -13 1 0 0 0 N
-5 -13 0 0 0 0 N
-4 -13 B 0 1 0 N
-3 -13 1 0 0 0 N
-2 -13 0 0 0 0 N
-1 -13 B 0 7 0 N
0 -13 0 1 0 0 N
1 -13 C 0 1 1 N
2 -13 1 0 0 0 N
3 -13 0 0 0 0 N
4 -13 B 0 2 0 N
5 -13 1 0 1 0 N
6 -13 0 0 1 0 N
7 -13 1 0 0 0 N
8 -13 0 0 0 0 N
9 -13 B 0 1 0 N
10 -13 1 0 0 0 N
11 -13 0 0 0 0 N
12 -13 B 0 8 0 N
13 -13 0 2 0 0 N
14 -13 G 4 3 0 P
15 -13 G 0 2 0 P
16 -13 1 4 0 0 N
17 -13 C 0 1 1 N
18 -13 1 0 0 0 N
19 -13 0 0 0 0 N
20 -13 B 0 5 0 N
21 -13 1 4 1 0 N
-21 -12 C 1 1 1 N
-20 -12 G 2 3 0 U
-17 -12 C 2 1 1 N
-11 -12 G 5 4 0 U
-10 -12 G 4 5 0 U
-9 -12 C 2 1 1 N
-8 -12 G 5 9 0 P
-7 -12 G 4 10 0 P
-6 -12 B 5 7 0 N
-5 -12 B 4 8 0 N
-4 -12 G 2 5 0 T
-3 -12 G 5 4 0 T
-2 -12 G 4 5 0 T
-1 -12 B 5 8 0 N
0 -12 B 1 1 0 N
1 -12 G 2 3 0 T
2 -12 G 5 4 0 T
3 -12 G 4 5 0 T
4 -12 C 2 1 1 N
5 -12 G 5 9 0 P
6 -12 G 4 10 0 P
7 -12 B 5 7 0 N
8 -12 B 4 8 0 N
9 -12 G 2 5 0 T
10 -12 G 5 4 0 T
11 -12 G 4 5 0 T
12 -12 B 2 1 0 N
13 -12 C 1 1 1 N
14 -12 G 2 3 0 P
15 -12 G 5 3 0 P
16 -12 C 4 1 1 N
17 -12 C 2 1 1 N
18 -12 G 5 4 0 P
19 -12 G 4 5 0 P
20 -12 B 5 6 0 N
21 -12 B 4 2 0 N
22 -12 G 2 5 0 U
25 -12 C 2 1 1 N
-21 -11 1 1 0 0 N
-20 -11 G 3 2 0 U
-19 -11 G 1 4 0 U
-18 -11 1 2 0 0 N
-17 -11 G 3 3 0 U
-11 -11 G 1 4 0 U
-10 -11 1 2 0 0 N
-9 -11 G 3 3 0 P
-8 -11 G 1 2 0 P
-7 -11 0 5 0 0 N
-6 -11 G 3 5 0 P
-5 -11 0 4 0 0 N
-4 -11 G 3 4 0 T
-3 -11 G 1 2 0 T
-2 -11 0 5 0 0 N
-1 -11 G 3 5 0 T
0 -11 1 1 0 0 N
1 -11 G 3 2 0 T
2 -11 G 1 4 0 T
3 -11 1 2 0 0 N
4 -11 G 3 3 0 P
5 -11 G 1 2 0 P
6 -11 0 5 0 0 N
7 -11 G 3 5 0 P
8 -11 0 4 0 0 N
9 -11 G 3 4 0 T
10 -11 G 1 4 0 T
11 -11 1 2 0 0 N
12 -11 G 3 3 0 T
13 -11 1 1 0 0 N
14 -11 G 3 2 0 P
15 -11 G 1 4 0 P
16 -11 1 2 0 0 N
17 -11 G 3 3 0 P
18 -11 G 1 2 0 P
19 -11 0 5 0 0 N
20 -11 G 3 5 0 P
21 -11 0 4 0 0 N
22 -11 G 3 4 0 U
23 -11 G 1 4 0 U
24 -11 1 2 0 0 N
25 -11 G 3 3 0 U
-22 -10 G 0 4 0 U
-21 -10 0 1 0 0 N
-20 -10 G 0 5 0 U
-19 -10 0 2 0 0 N
-18 -10 G 4 2 0 U
-12 -10 G 0 5 0 U
-11 -10 0 2 0 0 N
-10 -10 G 4 2 0 P
-9 -10 G 0 3 0 P
-8 -10 1 5 0 0 N
-7 -10 G 4 4 0 P
-6 -10 G 0 2 0 P
-5 -10 1 4 0 0 N
-4 -10 G 0 3 0 T
-3 -10 1 5 0 0 N
-2 -10 G 4 4 0 T
-1 -10 G 0 4 0 T
0 -10 0 1 0 0 N
1 -10 G 0 5 0 T
2 -10 0 2 0 0 N
3 -10 G 4 2 0 P
4 -10 G 0 3 0 P
5 -10 1 5 0 0 N
6 -10 G 4 4 0 P
7 -10 G 0 2 0 P
8 -10 1 4 0 0 N
9 -10 G 0 5 0 T
10 -10 0 2 0 0 N
11 -10 G 4 2 0 T
12 -10 G 0 4 0 T
13 -10 0 1 0 0 N
14 -10 G 0 5 0 P
15 -10 0 2 0 0 N
16 -10 G 4 2 0 P
17 -10 G 0 3 0 P
18 -10 1 5 0 0 N
19 -10 G 4 4 0 P
20 -10 G 0 2 0 P
21 -10 1 4 0 0 N
22 -10 G 0 5 0 U
23 -10 0 2 0 0 N
24 -10 G 4 2 0 U
-22 -9 G 5 5 0 U
-21 -9 B 1 2 0 N
-20 -9 B 2 6 0 N
-19 -9 G 1 5 0 U
-18 -9 G 2 4 0 U
-16 -9 C 1 1 1 N
-15 -9 G 2 3 0 U
-12 -9 B 2 2 0 N
-11 -9 G 1 5 0 P
-10 -9 G 2 4 0 P
-9 -9 C 5 1 1 N
-8 -9 C 1 1 1 N
-7 -9 G 2 3 0 P
-6 -9 G 5 3 0 P
-5 -9 C 4 1 1 N
-4 -9 B 5 1 0 N
-3 -9 G 1 5 0 T
-2 -9 G 2 4 0 T
-1 -9 G 5 5 0 T
0 -9 B 1 2 0 N
1 -9 B 2 6 0 N
2 -9 G 1 5 0 P
3 -9 G 2 4 0 P
4 -9 C 5 1 1 N
5 -9 C 1 1 1 N
6 -9 G 2 3 0 P
7 -9 G 5 3 0 P
8 -9 C 4 1 1 N
9 -9 B 2 2 0 N
10 -9 G 1 5 0 T
11 -9 G 2 4 0 T
12 -9 G 5 5 0 T
13 -9 B 1 2 0 N
14 -9 B 2 6 0 N
15 -9 G 1 5 0 P
16 -9 G 2 4 0 P
17 -9 C 5 1 1 N
18 -9 C 1 1 1 N
19 -9 G 2 3 0 P
20 -9 G 5 3 0 P
21 -9 C 4 1 1 N
22 -9 B 2 2 0 N
23 -9 G 1 5 0 U
24 -9 G 2 4 0 U
-21 -8 1 1 1 0 N
-20 -8 B 3 5 0 N
-19 -8 0 3 0 0 N
-18 -8 1 3 0 0 N
-17 -8 C 3 1 1 N
-16 -8 1 1 0 0 N
-15 -8 G 3 2 0 U
-14 -8 G 1 9 0 U
-13 -8 1 2 1 0 N
-12 -8 B 3 6 0 N
-11 -8 0 3 0 0 N
-10 -8 1 3 0 0 N
-9 -8 C 3 1 1 N
-8 -8 1 1 0 0 N
-7 -8 G 3 2 0 P
-6 -8 G 1 3 0 P
-5 -8 0 5 0 0 N
-4 -8 B 3 8 0 N
-3 -8 0 3 0 0 N
-2 -8 1 3 0 0 N
-1 -8 C 3 1 1 N
0 -8 1 1 1 0 N
1 -8 B 3 5 0 N
2 -8 0 3 0 0 N
3 -8 1 3 0 0 N
4 -8 C 3 1 1 N
5 -8 1 1 0 0 N
6 -8 G 3 2 0 P
7 -8 G 1 9 0 P
8 -8 1 2 1 0 N
9 -8 B 3 6 0 N
10 -8 0 3 0 0 N
11 -8 1 3 0 0 N
12 -8 C 3 1 1 N
13 -8 1 1 1 0 N
14 -8 B 3 5 0 N
15 -8 0 3 0 0 N
16 -8 1 3 0 0 N
17 -8 C 3 1 1 N
18 -8 1 1 0 0 N
19 -8 G 3 2 0 P
20 -8 G 1 9 0 P
21 -8 1 2 1 0 N
22 -8 B 3 6 0 N
23 -8 0 3 0 0 N
24 -8 1 3 0 0 N
25 -8 C 3 1 1 N
-22 -7 G 0 9 0 U
-21 -7 0 1 1 0 N
-20 -7 G 2 4 0 P
-19 -7 G 5 2 0 P
-18 -7 G 4 3 0 P
-17 -7 G 0 4 0 P
-16 -7 0 1 0 0 N
-15 -7 G 0 10 0 U
-14 -7 0 2 1 0 N
-13 -7 B 4 5 0 N
-12 -7 G 2 5 0 P
-11 -7 G 5 2 0 P
-10 -7 G 4 3 0 P
-9 -7 G 0 4 0 P
-8 -7 0 1 0 0 N
-7 -7 G 0 4 0 P
-6 -7 1 5 0 0 N
-5 -7 B 4 7 0 N
-4 -7 G 2 5 0 P
-3 -7 G 5 2 0 P
-2 -7 G 4 3 0 P
-1 -7 G 0 9 0 P
0 -7 0 1 1 0 N
1 -7 G 2 4 0 P
2 -7 G 5 2 0 P
3 -7 G 4 3 0 P
4 -7 G 0 4 0 P
5 -7 0 1 0 0 N
6 -7 G 0 10 0 P
7 -7 0 2 1 0 N
8 -7 B 4 5 0 N
9 -7 G 2 5 0 P
10 -7 G 5 2 0 P
11 -7 G 4 3 0 P
12 -7 G 0 9 0 P
13 -7 0 1 1 0 N
14 -7 G 2 4 0 P
15 -7 G 5 2 0 P
16 -7 G 4 3 0 P
17 -7 G 0 4 0 P
18 -7 0 1 0 0 N
19 -7 G 0 10 0 P
20 -7 0 2 1 0 N
21 -7 B 4 5 0 N
22 -7 G 2 5 0 U
23 -7 G 5 2 0 U
24 -7 G 4 3 0 U
-24 -6 G 1 3 0 U
-23 -6 G 2 2 0 U
-22 -6 G 5 10 0 U
-21 -6 1 1 0 0 N
-20 -6 G 3 3 0 P
-19 -6 G 1 3 0 P
-18 -6 G 2 2 0 P
-17 -6 G 5 5 0 P
-16 -6 B 1 7 0 N
-15 -6 1 2 0 0 N
-14 -6 G 3 4 0 P
-13 -6 0 4 0 0 N
-12 -6 G 3 4 0 P
-11 -6 G 1 3 0 P
-10 -6 G 2 2 0 P
-9 -6 G 5 5 0 P
-8 -6 B 1 5 0 N
-7 -6 0 5 1 0 N
-6 -6 G 3 10 0 P
-5 -6 0 4 0 0 N
-4 -6 G 3 4 0 P
-3 -6 G 1 3 0 P
-2 -6 G 2 2 0 P
-1 -6 G 5 10 0 P
0 -6 1 1 0 0 N
1 -6 G 3 3 0 P
2 -6 G 1 3 0 P
3 -6 G 2 2 0 P
4 -6 G 5 5 0 P
5 -6 B 1 7 0 N
6 -6 1 2 0 0 N
7 -6 G 3 4 0 P
8 -6 0 4 0 0 N
9 -6 G 3 4 0 P
10 -6 G 1 3 0 P
11 -6 G 2 2 0 P
12 -6 G 5 10 0 P
13 -6 1 1 0 0 N
14 -6 G 3 3 0 P
15 -6 G 1 3 0 P
16 -6 G 2 2 0 P
17 -6 G 5 5 0 P
18 -6 B 1 7 0 N
19 -6 1 2 0 0 N
20 -6 G 3 4 0 P
21 -6 0 4 0 0 N
22 -6 G 3 4 0 U
-25 -5 C 0 1 1 N
-24 -5 1 0 0 0 N
-23 -5 0 0 0 0 N
-22 -5 B 0 7 0 N
-21 -5 0 1 0 0 N
-20 -5 C 0 1 1 N
-19 -5 1 0 0 0 N
-18 -5 0 0 0 0 N
-17 -5 B 0 8 0 N
-16 -5 0 2 0 0 N
-15 -5 G 4 3 0 P
-14 -5 G 0 2 0 P
-13 -5 1 4 0 0 N
-12 -5 C 0 1 1 N
-11 -5 1 0 0 0 N
-10 -5 0 0 0 0 N
-9 -5 B 0 6 0 N
-8 -5 1 5 1 0 N
-7 -5 G 4 9 0 P
-6 -5 G 0 2 0 P
-5 -5 1 4 0 0 N
-4 -5 C 0 1 1 N
-3 -5 1 0 0 0 N
-2 -5 0 0 0 0 N
-1 -5 B 0 7 0 N
0 -5 0 1 0 0 N
1 -5 C 0 1 1 N
2 -5 1 0 0 0 N
3 -5 0 0 0 0 N
4 -5 B 0 8 0 N
5 -5 0 2 0 0 N
6 -5 G 4 3 0 P
7 -5 G 0 2 0 P
8 -5 1 4 0 0 N
9 -5 C 0 1 1 N
10 -5 1 0 0 0 N
11 -5 0 0 0 0 N
12 -5 B 0 7 0 N
13 -5 0 1 0 0 N
14 -5 C 0 1 1 N
15 -5 1 0 0 0 N
16 -5 0 0 0 0 N
17 -5 B 0 8 0 N
18 -5 0 2 0 0 N
19 -5 G 4 3 0 P
20 -5 G 0 2 0 P
21 -5 1 4 0 0 N
-29 -4 C 1 1 1 N
-28 -4 G 2 3 0 U
-25 -4 C 2 1 1 N
-24 -4 G 5 4 0 P
-23 -4 G 4 5 0 P
-22 -4 B 5 8 0 N
-21 -4 B 1 1 0 N
-20 -4 G 2 3 0 T
-19 -4 G 5 4 0 T
-18 -4 G 4 5 0 T
-17 -4 B 2 1 0 N
-16 -4 C 1 1 1 N
-15 -4 G 2 3 0 P
