# REPHEX current computed pattern
# axiom=F level=4 cells=2311
# source=F: F@e; F -> F + {B_i@g_i : i=0..5}
# q r state orientation colour_index dark_cap leaf_tag
-16 15 B 1 5 0 N
-15 15 0 5 1 0 N
-14 15 G 3 10 0 T
-13 15 0 4 0 0 N
-12 15 G 3 4 0 T
-11 15 G 1 4 0 T
-10 15 1 2 0 0 N
-9 15 G 3 3 0 P
-8 15 G 1 2 0 P
-7 15 0 5 0 0 N
-6 15 G 3 5 0 P
-5 15 0 4 0 0 N
-4 15 G 3 4 0 P
-3 15 G 1 3 0 P
-2 15 G 2 2 0 P
-1 15 G 5 4 0 P
0 15 0 4 1 0 N
1 15 G 3 9 0 T
2 15 G 1 4 0 T
3 15 1 2 0 0 N
4 15 G 3 3 0 P
5 15 G 1 2 0 P
6 15 0 5 0 0 N
7 15 G 3 5 0 U
8 15 0 4 0 0 N
9 15 G 3 4 0 U
-25 16 C 0 1 1 N
-24 16 1 0 0 0 N
-23 16 0 0 0 0 N
-22 16 B 0 7 0 N
-21 16 0 1 0 0 N
-20 16 C 0 1 1 N
-19 16 1 0 0 0 N
-18 16 0 0 0 0 N
-17 16 B 0 6 0 N
-16 16 1 5 1 0 N
-15 16 G 4 9 0 T
-14 16 G 0 2 0 T
-13 16 1 4 0 0 N
-12 16 G 0 5 0 T
-11 16 0 2 0 0 N
-10 16 G 4 2 0 P
-9 16 G 0 3 0 P
-8 16 1 5 0 0 N
-7 16 G 4 4 0 P
-6 16 G 0 2 0 P
-5 16 1 4 0 0 N
-4 16 C 0 1 1 N
-3 16 1 0 0 0 N
-2 16 0 0 0 0 N
-1 16 B 0 5 0 N
0 16 1 4 1 0 N
1 16 G 0 5 0 T
2 16 0 2 0 0 N
3 16 G 4 2 0 P
4 16 G 0 3 0 P
5 16 1 5 0 0 N
6 16 G 4 4 0 U
7 16 G 0 2 0 U
8 16 1 4 0 0 N
-29 17 C 1 1 1 N
-28 17 G 2 3 0 U
-25 17 C 2 1 1 N
-24 17 G 5 4 0 P
-23 17 G 4 5 0 P
-22 17 B 5 8 0 N
-21 17 B 1 1 0 N
-20 17 G 2 3 0 T
-19 17 G 5 4 0 T
-18 17 G 4 5 0 T
-17 17 B 5 2 0 N
-16 17 G 1 5 0 T
-15 17 G 2 4 0 T
-14 17 G 5 3 0 T
-13 17 B 4 1 0 N
-12 17 B 2 8 0 N
-11 17 G 1 5 0 P
-10 17 G 2 4 0 P
-9 17 C 5 1 1 N
-8 17 C 1 1 1 N
-7 17 G 2 3 0 P
-6 17 G 5 3 0 P
-5 17 C 4 1 1 N
-4 17 C 2 1 1 N
-3 17 G 5 4 0 P
-2 17 G 4 5 0 P
-1 17 B 5 6 0 N
0 17 B 4 2 0 N
1 17 B 2 8 0 N
2 17 G 1 5 0 P
3 17 G 2 4 0 P
4 17 C 5 1 1 N
7 17 G 5 3 0 U
8 17 C 4 1 1 N
-29 18 1 1 0 0 N
-28 18 G 3 2 0 U
-27 18 G 1 4 0 U
-26 18 1 2 0 0 N
-25 18 G 3 3 0 P
-24 18 G 1 2 0 P
-23 18 0 5 0 0 N
-22 18 G 3 5 0 T
-21 18 1 1 0 0 N
-20 18 G 3 2 0 T
-19 18 G 1 3 0 T
-18 18 0 5 0 0 N
-17 18 B 3 8 0 N
-16 18 0 3 0 0 N
-15 18 1 3 0 0 N
-14 18 C 3 1 1 N
-13 18 0 4 0 0 N
-12 18 B 3 7 0 N
-11 18 0 3 0 0 N
-10 18 1 3 0 0 N
-9 18 C 3 1 1 N
-8 18 1 1 0 0 N
-7 18 G 3 2 0 P
-6 18 G 1 4 0 P
-5 18 1 2 0 0 N
-4 18 G 3 3 0 P
-3 18 G 1 2 0 P
-2 18 0 5 0 0 N
-1 18 G 3 5 0 T
0 18 0 4 0 0 N
1 18 B 3 7 0 N
2 18 0 3 0 0 N
3 18 1 3 0 0 N
4 18 C 3 1 1 N
-30 19 G 0 4 0 U
-29 19 0 1 0 0 N
-28 19 G 0 5 0 U
-27 19 0 2 0 0 N
-26 19 G 4 2 0 P
-25 19 G 0 3 0 P
-24 19 1 5 0 0 N
-23 19 G 4 4 0 T
-22 19 G 0 4 0 T
-21 19 0 1 0 0 N
-20 19 G 0 4 0 T
-19 19 1 5 0 0 N
-18 19 B 4 7 0 N
-17 19 G 2 5 0 P
-16 19 G 5 2 0 P
-15 19 G 4 3 0 P
-14 19 G 0 3 0 P
-13 19 1 4 0 0 N
-12 19 G 2 10 0 P
-11 19 G 5 2 0 P
-10 19 G 4 3 0 P
-9 19 G 0 4 0 P
-8 19 0 1 0 0 N
-7 19 G 0 5 0 P
-6 19 0 2 0 0 N
-5 19 G 4 2 0 P
-4 19 G 0 3 0 P
-3 19 1 5 0 0 N
-2 19 G 4 4 0 T
-1 19 G 0 3 0 T
0 19 1 4 0 0 N
1 19 G 2 10 0 U
2 19 G 5 2 0 U
3 19 G 4 3 0 U
-32 20 G 1 3 0 U
-31 20 G 2 2 0 U
-30 20 G 5 5 0 U
-29 20 B 1 6 0 N
-28 20 B 2 5 0 N
-27 20 G 1 4 0 P
-26 20 G 2 3 0 P
-25 20 C 5 1 1 N
-24 20 G 1 3 0 T
-23 20 G 2 2 0 T
-22 20 G 5 5 0 T
-21 20 B 1 5 0 N
-20 20 0 5 1 0 N
-19 20 G 3 10 0 U
-18 20 0 4 0 0 N
-17 20 G 3 4 0 P
-16 20 G 1 3 0 P
-15 20 G 2 2 0 P
-14 20 G 5 4 0 P
-13 20 0 4 1 0 N
-12 20 G 3 9 0 P
-11 20 G 1 3 0 P
-10 20 G 2 2 0 P
-9 20 G 5 5 0 P
-8 20 B 1 6 0 N
-7 20 B 2 5 0 N
-6 20 G 1 4 0 P
-5 20 G 2 3 0 P
-4 20 C 5 1 1 N
-3 20 G 1 3 0 T
-2 20 G 2 2 0 T
-1 20 G 5 4 0 T
0 20 0 4 1 0 N
1 20 G 3 9 0 U
-33 21 C 0 1 1 N
-32 21 1 0 0 0 N
-31 21 0 0 0 0 N
-30 21 B 0 2 0 N
-29 21 1 0 1 0 N
-28 21 0 0 1 0 N
-27 21 1 0 0 0 N
-26 21 0 0 0 0 N
-25 21 B 0 1 0 N
-24 21 1 0 0 0 N
-23 21 0 0 0 0 N
-22 21 B 0 6 0 N
-21 21 1 5 1 0 N
-20 21 G 4 9 0 U
-19 21 G 0 2 0 U
-18 21 1 4 0 0 N
-17 21 C 0 1 1 N
-16 21 1 0 0 0 N
-15 21 0 0 0 0 N
-14 21 B 0 5 0 N
-13 21 1 4 1 0 N
-12 21 C 0 1 1 N
-11 21 1 0 0 0 N
-10 21 0 0 0 0 N
-9 21 B 0 2 0 N
-8 21 1 0 1 0 N
-7 21 0 0 1 0 N
-6 21 1 0 0 0 N
-5 21 0 0 0 0 N
-4 21 B 0 1 0 N
-3 21 1 0 0 0 N
-2 21 0 0 0 0 N
-1 21 B 0 5 0 N
0 21 1 4 1 0 N
-32 22 G 5 4 0 U
-31 22 G 4 5 0 U
-29 22 G 5 9 0 U
-28 22 G 4 10 0 U
-27 22 B 5 7 0 N
-26 22 B 4 8 0 N
-25 22 G 2 5 0 T
-24 22 G 5 4 0 T
-23 22 G 4 5 0 T
-22 22 B 5 2 0 N
-19 22 G 5 3 0 U
-18 22 C 4 1 1 N
-16 22 G 5 4 0 U
-15 22 G 4 5 0 U
-14 22 B 5 6 0 N
-13 22 B 4 2 0 N
-12 22 G 2 5 0 U
-11 22 G 5 4 0 U
-10 22 G 4 5 0 U
-8 22 G 5 9 0 U
-7 22 G 4 10 0 U
-6 22 B 5 7 0 N
-5 22 B 4 8 0 N
-4 22 G 2 5 0 T
-3 22 G 5 4 0 T
-2 22 G 4 5 0 T
-1 22 B 5 6 0 N
0 22 B 4 2 0 N
1 22 G 2 5 0 U
4 22 C 2 1 1 N
-29 23 G 1 2 0 U
-28 23 0 5 0 0 N
-27 23 G 3 5 0 P
-26 23 0 4 0 0 N
-25 23 G 3 4 0 T
-24 23 G 1 2 0 T
-23 23 0 5 0 0 N
-22 23 G 3 5 0 U
-16 23 G 1 2 0 U
-15 23 0 5 0 0 N
-14 23 G 3 5 0 U
-13 23 0 4 0 0 N
-12 23 G 3 4 0 U
-8 23 G 1 2 0 U
-7 23 0 5 0 0 N
-6 23 G 3 5 0 P
-5 23 0 4 0 0 N
-4 23 G 3 4 0 T
-3 23 G 1 2 0 T
-2 23 0 5 0 0 N
-1 23 G 3 5 0 T
0 23 0 4 0 0 N
1 23 G 3 4 0 U
2 23 G 1 4 0 U
3 23 1 2 0 0 N
4 23 G 3 3 0 U
-30 24 G 0 3 0 U
-29 24 1 5 0 0 N
-28 24 G 4 4 0 P
-27 24 G 0 2 0 P
-26 24 1 4 0 0 N
-25 24 G 0 3 0 T
-24 24 1 5 0 0 N
-23 24 G 4 4 0 U
-17 24 G 0 3 0 U
-16 24 1 5 0 0 N
-15 24 G 4 4 0 U
-14 24 G 0 2 0 U
-13 24 1 4 0 0 N
-9 24 G 0 3 0 U
-8 24 1 5 0 0 N
-7 24 G 4 4 0 P
-6 24 G 0 2 0 P
-5 24 1 4 0 0 N
-4 24 G 0 3 0 T
-3 24 1 5 0 0 N
-2 24 G 4 4 0 T
-1 24 G 0 2 0 T
0 24 1 4 0 0 N
1 24 G 0 5 0 U
2 24 0 2 0 0 N
3 24 G 4 2 0 U
-30 25 C 5 1 1 N
-29 25 C 1 1 1 N
-28 25 G 2 3 0 P
-27 25 G 5 3 0 P
-26 25 C 4 1 1 N
-25 25 B 5 1 0 N
-24 25 G 1 5 0 U
-23 25 G 2 4 0 U
-17 25 C 5 1 1 N
-14 25 G 5 3 0 U
-13 25 C 4 1 1 N
-9 25 C 5 1 1 N
-8 25 C 1 1 1 N
-7 25 G 2 3 0 P
-6 25 G 5 3 0 P
-5 25 C 4 1 1 N
-4 25 B 5 1 0 N
-3 25 G 1 5 0 T
-2 25 G 2 4 0 T
-1 25 G 5 3 0 T
0 25 B 4 1 0 N
1 25 B 2 8 0 N
2 25 G 1 5 0 U
3 25 G 2 4 0 U
-29 26 1 1 0 0 N
-28 26 G 3 2 0 P
-27 26 G 1 3 0 P
-26 26 0 5 0 0 N
-25 26 B 3 8 0 N
-24 26 0 3 0 0 N
-23 26 1 3 0 0 N
-22 26 C 3 1 1 N
-8 26 1 1 0 0 N
-7 26 G 3 2 0 P
-6 26 G 1 3 0 P
-5 26 0 5 0 0 N
-4 26 B 3 8 0 N
-3 26 0 3 0 0 N
-2 26 1 3 0 0 N
-1 26 C 3 1 1 N
0 26 0 4 0 0 N
1 26 B 3 7 0 N
2 26 0 3 0 0 N
3 26 1 3 0 0 N
4 26 C 3 1 1 N
-30 27 G 0 4 0 U
-29 27 0 1 0 0 N
-28 27 G 0 4 0 P
-27 27 1 5 0 0 N
-26 27 B 4 7 0 N
-25 27 G 2 5 0 U
-24 27 G 5 2 0 U
-23 27 G 4 3 0 U
-9 27 G 0 4 0 U
-8 27 0 1 0 0 N
-7 27 G 0 4 0 P
-6 27 1 5 0 0 N
-5 27 B 4 7 0 N
-4 27 G 2 5 0 P
-3 27 G 5 2 0 P
-2 27 G 4 3 0 P
-1 27 G 0 3 0 P
0 27 1 4 0 0 N
1 27 G 2 10 0 U
2 27 G 5 2 0 U
3 27 G 4 3 0 U
-32 28 G 1 3 0 U
-31 28 G 2 2 0 U
-30 28 G 5 5 0 U
-29 28 B 1 5 0 N
-28 28 0 5 1 0 N
-27 28 G 3 10 0 U
-26 28 0 4 0 0 N
-25 28 G 3 4 0 U
-11 28 G 1 3 0 U
-10 28 G 2 2 0 U
-9 28 G 5 5 0 U
-8 28 B 1 5 0 N
-7 28 0 5 1 0 N
-6 28 G 3 10 0 U
-5 28 0 4 0 0 N
-4 28 G 3 4 0 P
-3 28 G 1 3 0 P
-2 28 G 2 2 0 P
-1 28 G 5 4 0 P
0 28 0 4 1 0 N
1 28 G 3 9 0 U
-33 29 C 0 1 1 N
-32 29 1 0 0 0 N
-31 29 0 0 0 0 N
-30 29 B 0 6 0 N
-29 29 1 5 1 0 N
-28 29 G 4 9 0 U
-27 29 G 0 2 0 U
-26 29 1 4 0 0 N
-12 29 C 0 1 1 N
-11 29 1 0 0 0 N
-10 29 0 0 0 0 N
-9 29 B 0 6 0 N
-8 29 1 5 1 0 N
-7 29 G 4 9 0 U
-6 29 G 0 2 0 U
-5 29 1 4 0 0 N
-4 29 C 0 1 1 N
-3 29 1 0 0 0 N
-2 29 0 0 0 0 N
-1 29 B 0 5 0 N
0 29 1 4 1 0 N
-32 30 G 5 4 0 U
-31 30 G 4 5 0 U
-30 30 B 5 2 0 N
-27 30 G 5 3 0 U
-26 30 C 4 1 1 N
-11 30 G 5 4 0 U
-10 30 G 4 5 0 U
-9 30 B 5 2 0 N
-6 30 G 5 3 0 U
-5 30 C 4 1 1 N
-3 30 G 5 4 0 U
-2 30 G 4 5 0 U
-1 30 B 5 6 0 N
0 30 B 4 2 0 N
1 30 G 2 5 0 U
-32 31 G 1 2 0 U
-31 31 0 5 0 0 N
-30 31 G 3 5 0 U
-11 31 G 1 2 0 U
-10 31 0 5 0 0 N
-9 31 G 3 5 0 U
-3 31 G 1 2 0 U
-2 31 0 5 0 0 N
-1 31 G 3 5 0 U
0 31 0 4 0 0 N
1 31 G 3 4 0 U
-33 32 G 0 3 0 U
-32 32 1 5 0 0 N
-31 32 G 4 4 0 U
-12 32 G 0 3 0 U
-11 32 1 5 0 0 N
-10 32 G 4 4 0 U
-4 32 G 0 3 0 U
-3 32 1 5 0 0 N
-2 32 G 4 4 0 U
-1 32 G 0 2 0 U
0 32 1 4 0 0 N
-33 33 B 5 1 0 N
-12 33 C 5 1 1 N
-4 33 C 5 1 1 N
-1 33 G 5 3 0 U
0 33 B 4 1 0 N
