remainder_degree	shift	entry
4	3	520734280986969836386893888946176*n**3/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) + 607703365635740591453144767660032*n**2/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) - 476587232468213429562687106449408*n/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) - 325504566708687480214359235952640/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750)
4	4	43423197258177232605062763774788299939577856*n**4/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) + 159233402989298327491043054361178945880850432*n**3/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) + 86974141590314475642406748235583614478712832*n**2/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) - 126507107555836666348616289994575507931791360*n/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) - 67869658001868247824899500624211136346521600/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000)
4	5	3620990852393468251781070731367895613634104220419751936*n**5/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 25951686355729231576252030721102816371367231553610579968*n**4/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 53728688681910923178894700600266288635684097582751678464*n**3/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 14837663897597908840142716122369959071847196040714125312*n**2/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) - 42583924307488420013022810021977473531144416158779637760*n/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) - 19809827085144200083297884258600428633979929708951961600/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000)
4	6	301948626105607332459809708264426943891686228124808871907833020416*n**6/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 3522838366299540505282891194821045658022717468074922163824068526080*n**5/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 14218853205461353975921919623434179205554716256919608131625167749120*n**4/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 21399560699882520185479566514786958428793929000122207985063103692800*n**3/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 2017177494780002264689993712252254599951727118030051434583375806464*n**2/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 17631989317715233003931015062502483235039882195948065472243403653120*n/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 7433892124798869395914207019916735813604252131591342128451580723200/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000)
5	1	12485394432*n/(955713305*n + 955713305) - 10701766656/(955713305*n + 955713305)
5	2	1036883580906469588992*n**2/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050) - 370315564609453424640*n/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050) - 444378677531344109568/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050)
5	3	86464736136112434767970463383552*n**3/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) + 98816841298414211163394815295488*n**2/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) - 83321937206752515157600310919168*n/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) - 55631421206458972789278781734912/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750)
5	4	7210155778205318292141269216165811990822912*n**4/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) + 26265567477747945207086052144604029395140608*n**3/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) + 13656922264315643899421213415841467897741312*n**2/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) - 22010858066602450404056986956809998373486592*n/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) - 11599485584378983159832960039659124325089280/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000)
5	5	601243339177259522226631418997068004640819019432067072*n**5/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 4294595279837568015904510135693342890291564424514764800*n**4/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 8805061691574362488057655925748234817742377782125527040*n**3/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 2150884796199020753662972674516871679171890163849625600*n**2/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) - 7391704396562414775805172001084430843387528552683405312*n/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) - 3385663203090331449080937164310260342736429524220641280/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000)
5	6	50136718820960524620481164195796635340016483469238920038980780032*n**6/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 583734654844040393795602125993917968601620486106138854739561938944*n**5/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 2345809087158751224156463012927534936525746140498074142029633290240*n**4/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 3483554241067659588280386614135049162110927585885161301422406369280*n**3/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 190792380298613507460143860528914228493619545338257339077915312128*n**2/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 3056142522560852978519591515915262245929893757507108000039466696704*n/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 1270513615010251369226062625611421146520282824061789887124534722560/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000)
