batch_index,time_a,time_b,pair_a,pair_b,face_a,mixed_with_wall,batch_events
96,1329/13,49,I2,O0,SE,false,pair:I2:O0:SE
97,4563/44,2171/44,O0,O2,SW,false,pair:O0:O2:SW
101,1597/15,769/15,I2,I3,N,false,pair:I2:I3:N
102,851/8,1237/24,O1,O2,SW,false,pair:O1:O2:SW
108,1611/14,787/14,I2,O2,N,false,pair:I2:O2:N
110,4471/38,2151/38,I2,O1,E,false,pair:I2:O1:E
113,5231/44,229/4,I2,O1,S,false,pair:I2:O1:S
114,2958/25,58,I3,O0,SE,false,pair:I3:O0:SE
117,487/4,235/4,I3,O2,SW,false,pair:I3:O2:SW
118,5773/47,2753/47,I2,O0,N,false,pair:I2:O0:N
119,7327/59,3459/59,I3,O0,SE,false,pair:I3:O0:SE
123,6815/53,3211/53,I3,O2,SW,false,pair:I3:O2:SW
126,8867/69,4303/69,I2,I3,NW,false,pair:I2:I3:NW
130,7231/53,3459/53,O0,O2,S,false,pair:O0:O2:S
131,8903/65,327/5,I3,O0,S,false,pair:I3:O0:S
134,5437/39,2641/39,I3,O0,W,false,pair:I3:O0:W
137,8351/59,3939/59,I3,O2,SE,false,pair:I3:O2:SE
138,3367/23,1499/23,I3,O0,W,false,pair:I3:O0:W
139,7567/53,3611/53,O0,O1,S,false,pair:O0:O1:S
142,12841/89,6181/89,I2,I3,SW,false,pair:I2:I3:SW
144,1607/11,3943/55,I3,O1,W,false,pair:I3:O1:W
148,6703/45,3227/45,I3,O1,NW,false,pair:I3:O1:NW
149,17957/119,1231/17,O0,O1,S,false,pair:O0:O1:S
153,23624/151,11324/151,O1,O2,NE,false,pair:O1:O2:NE
161,71741/433,34553/433,I3,O1,SE,false,pair:I3:O1:SE
163,5921/35,2813/35,I2,I3,SE,false,pair:I2:I3:SE
165,8065/47,34637/423,I2,O0,SW,false,pair:I2:O0:SW
168,19944/115,9452/115,I2,I3,N,false,pair:I2:I3:N
170,62489/361,30325/361,O0,O2,E,false,pair:O0:O2:E
174,14011/79,6687/79,O0,O1,S,false,pair:O0:O1:S
175,83913/469,40373/469,O0,O2,E,false,pair:O0:O2:E
177,13282/73,6246/73,I3,O0,S,false,pair:I3:O0:S
178,14941/83,7249/83,I2,O2,S,false,pair:I2:O2:S
180,26213/141,4043/47,O0,O1,S,false,pair:O0:O1:S
186,15035/79,7071/79,I3,O0,S,false,pair:I3:O0:S
190,84327/431,39851/431,I2,O1,SW,false,pair:I2:O1:SW
192,195087/991,92947/991,O0,O1,E,false,pair:O0:O1:E
197,16187/79,7583/79,I3,O0,S,false,pair:I3:O0:S
201,204303/991,97043/991,O0,O1,E,false,pair:O0:O1:E
203,123425/597,58445/597,I2,O2,S,false,pair:I2:O2:S
204,45543/223,66881/669,O0,O1,E,false,pair:O0:O1:E
206,14909/71,7113/71,O1,O2,N,false,pair:O1:O2:N
212,108671/507,52307/507,I2,I3,W,false,pair:I2:I3:W
215,51981/241,25609/241,I2,I3,W,false,pair:I2:I3:W
216,166849/765,8933/85,I3,O2,SW,false,pair:I3:O2:SW
217,62887/283,29179/283,I2,I3,W,false,pair:I2:I3:W
218,579301/2641,277729/2641,O1,O2,E,false,pair:O1:O2:E
223,244327/1075,116379/1075,I3,O1,NW,false,pair:I3:O1:NW
225,29437/137,16537/137,I3,O0,NE,false,pair:I3:O0:NE
226,155939/675,74263/675,I2,I3,NW,false,pair:I2:I3:NW
231,99025/423,47413/423,I2,O2,SW,false,pair:I2:O2:SW
233,1166381/4937,550473/4937,I2,O0,N,false,pair:I2:O0:N
235,154411/647,71503/647,I2,O2,S,false,pair:I2:O2:S
238,852817/3557,400509/3557,I3,O2,SE,false,pair:I3:O2:SE
243,759973/3097,360705/3097,I3,O1,NW,false,pair:I3:O1:NW
248,1024543/4051,487827/4051,I3,O0,NE,false,pair:I3:O0:NE
250,12835/53,6959/53,I2,O1,SW,false,pair:I2:O1:SW
254,922449/3557,435325/3557,O1,O2,SE,false,pair:O1:O2:SE
256,509801/1941,239189/1941,O0,O2,N,false,pair:O0:O2:N
257,1508989/5793,723385/5793,I2,I3,SW,false,pair:I2:I3:SW
258,1483777/5685,709613/5685,I2,O1,E,false,pair:I2:O1:E
260,56497/214,26729/214,I3,O2,E,false,pair:I3:O2:E
263,44043/167,651057/5177,I2,O1,SE,false,pair:I2:O1:SE
265,4101/16,2137/16,I2,O2,SE,false,pair:I2:O2:SE
270,39445/146,18997/146,I2,O2,SE,false,pair:I2:O2:SE
271,534175/1927,5229/41,O0,O2,NE,false,pair:O0:O2:NE
272,2385007/8699,1129155/8699,I3,O0,SE,false,pair:I3:O0:SE
274,1482209/5389,709613/5389,O1,O2,NW,false,pair:O1:O2:NW
281,1255595/4519,612687/4519,O0,O2,N,false,pair:O0:O2:N
283,3952471/13939,1906891/13939,I2,O0,SW,false,pair:I2:O0:SW
286,162247/563,2522779/18579,I3,O0,E,false,pair:I3:O0:E
287,3702635/12967,1797647/12967,O0,O1,S,false,pair:O0:O1:S
293,4200343/14163,659417/4721,I2,O0,S,false,pair:I2:O0:S
296,240687/815,209359/1467,O1,O2,W,false,pair:O1:O2:W
300,13384403/44175,6385111/44175,I2,O2,SW,false,pair:I2:O2:SW
302,6636271/21867,9521033/65601,I2,I3,NE,false,pair:I2:I3:NE
305,3262205/10713,1567961/10713,I2,O2,SW,false,pair:I2:O2:SW
307,10769593/35053,5152965/35053,I3,O1,SW,false,pair:I3:O1:SW
312,14353993/45581,6819029/45581,I2,O2,S,false,pair:I2:O2:S
314,3684257/11573,1723533/11573,O1,O2,N,false,pair:O1:O2:N
317,242751/754,113287/754,I3,O0,SE,false,pair:I3:O0:SE
319,8045665/25117,3822381/25117,I3,O2,SW,false,pair:I3:O2:SW
325,17452739/53631,8418823/53631,I2,O1,W,false,pair:I2:O1:W
326,2556759/7763,1206091/7763,I3,O0,SE,false,pair:I3:O0:SE
328,1103241/3293,504789/3293,I3,O2,S,false,pair:I3:O2:S
331,16969997/51385,8219241/51385,I2,O2,W,false,pair:I2:O2:W
332,14950841/44845,7087301/44845,I2,O0,N,false,pair:I2:O0:N
340,1140275/3287,4816463/29583,I3,O0,N,false,pair:I3:O0:N
341,14515453/41733,6946153/41733,O1,O2,SE,false,pair:O1:O2:SE
345,1659221/4718,112331/674,O0,O2,N,false,pair:O0:O2:N
347,8130365/23113,3913817/23113,I2,I3,SE,false,pair:I2:I3:SE
348,23169229/65601,11093897/65601,I2,O1,NW,false,pair:I2:O1:NW
349,1879858/5311,897510/5311,I2,I3,SE,false,pair:I2:I3:SE
356,5986109/16652,2860189/16652,O1,O2,SW,false,pair:O1:O2:SW
357,5612407/15530,2667039/15530,I3,O0,NW,false,pair:I3:O0:NW
358,15365279/42881,7467131/42881,O0,O2,NW,false,pair:O0:O2:NW
360,4140465/11821,2133053/11821,I3,O0,NW,false,pair:I3:O0:NW
361,12435935/34541,6005579/34541,O0,O2,NW,false,pair:O0:O2:NW
362,829547/2272,1936263/11360,I3,O0,NW,false,pair:I3:O0:NW
363,11688531/32297,5619279/32297,O1,O2,SW,false,pair:O1:O2:SW
366,1941298/5311,928230/5311,I2,O1,SW,false,pair:I2:O1:SW
368,3623323/10061,1811783/10061,I3,O0,NW,false,pair:I3:O0:NW
370,12569679/33865,5912459/33865,O0,O1,N,false,pair:O0:O1:N
371,3107135/8423,1484323/8423,I2,O1,W,false,pair:I2:O1:W
373,33323309/90205,15972793/90205,I2,I3,SE,false,pair:I2:I3:SE
374,1106175/3028,2729307/15140,I2,O0,SW,false,pair:I2:O0:SW
379,13400788/35863,6456264/35863,O1,O2,SE,false,pair:O1:O2:SE
380,6248253/16652,2991261/16652,I2,O2,SW,false,pair:I2:O2:SW
383,5877479/14861,2479699/14861,I3,O0,W,false,pair:I3:O0:W
386,15374943/40234,7383431/40234,O1,O2,SE,false,pair:O1:O2:SE
387,38680293/100313,18300737/100313,O0,O2,W,false,pair:O0:O2:W
390,1943723/4999,8278087/44991,O1,O2,S,false,pair:O1:O2:S
394,2158969/5571,11385295/61281,I2,O1,W,false,pair:I2:O1:W
396,7908809/20431,19143393/102155,I3,O0,N,false,pair:I3:O0:N
397,39616548/101965,19063008/101965,I2,O0,SE,false,pair:I2:O0:SE
408,58493089/144356,28080993/144356,I2,O2,S,false,pair:I2:O2:S
411,40192841/98077,19229845/98077,I3,O0,SW,false,pair:I3:O0:SW
413,9302117/22614,31076971/158298,I2,O0,SE,false,pair:I2:O0:SE
415,47756513/115064,22523409/115064,O0,O1,SE,false,pair:O0:O1:SE
417,70942914/171925,34149566/171925,O0,O2,SW,false,pair:O0:O2:SW
421,53729614/128311,25435234/128311,I3,O0,N,false,pair:I3:O0:N
423,32107787/77637,5248029/25879,I2,O2,S,false,pair:I2:O2:S
424,96921829/230920,46629141/230920,I3,O2,W,false,pair:I3:O2:W
425,159185547/379379,76675903/379379,I3,O1,SE,false,pair:I3:O1:SE
429,36568365/85954,17549397/85954,I2,O0,E,false,pair:I2:O0:E
430,204923979/480433,98308391/480433,O0,O1,S,false,pair:O0:O1:S
432,177434767/413621,84756827/413621,O0,O1,S,false,pair:O0:O1:S
438,68538117/158155,6593509/31631,I2,I3,SW,false,pair:I2:I3:SW
440,7697764/18063,3864056/18063,I2,I3,SW,false,pair:I2:I3:SW
442,11389573/26911,5850729/26911,I2,I3,SW,false,pair:I2:I3:SW
443,75735310/172671,36223618/172671,I2,O0,SE,false,pair:I2:O0:SE
446,46100413/105654,22751957/105654,O0,O1,E,false,pair:O0:O1:E
447,22586487/51391,11061243/51391,I3,O0,E,false,pair:I3:O0:E
453,147340063/327879,7792427/36431,O1,O2,N,false,pair:O1:O2:N
456,123151415/270114,57139583/270114,I2,O2,E,false,pair:I2:O2:E
457,44279261/95713,19897625/95713,O1,O2,W,false,pair:O1:O2:W
459,54736061/120917,26235625/120917,O0,O2,NW,false,pair:O0:O2:NW
463,135935606/295837,64912146/295837,I2,I3,SE,false,pair:I2:I3:SE
464,300320089/653104,143969193/653104,O0,O2,W,false,pair:O0:O2:W
469,222348718/479267,106592850/479267,I3,O1,NW,false,pair:I3:O1:NW
471,54723229/118047,26635265/118047,I2,O1,SE,false,pair:I2:O1:SE
476,279625571/587686,132922651/587686,I2,O0,S,false,pair:I2:O0:S
477,52467139/110612,25196515/110612,O1,O2,SE,false,pair:O1:O2:SE
479,34257429/71084,145476125/639756,I2,O1,N,false,pair:I2:O1:N
485,96064414/197491,45630722/197491,O0,O2,W,false,pair:O0:O2:W
490,111643601/227345,160496039/682035,I3,O2,W,false,pair:I3:O2:W
495,236997046/478097,115076418/478097,O0,O1,SE,false,pair:O0:O1:SE
496,294815137/588487,139805733/588487,I3,O1,W,false,pair:I3:O1:W
500,455914364/904925,43215384/180985,I2,I3,S,false,pair:I2:I3:S
503,343843699/682035,32833211/136407,O1,O2,E,false,pair:O1:O2:E
505,62026361/122897,267500381/1106073,I3,O1,SW,false,pair:I3:O1:SW
508,54822344/107561,11817300/48217,I2,O2,SE,false,pair:I2:O2:SE
509,1175161589/2293008,186473431/764336,I2,O1,W,false,pair:I2:O1:W
511,52147769/101623,273659743/1117853,I2,I3,E,false,pair:I2:I3:E
515,1192987381/2293008,566760325/2293008,I3,O1,W,false,pair:I3:O1:W
518,334564067/637258,157893067/637258,O0,O2,SE,false,pair:O0:O2:SE
522,36044552/69663,159752572/626967,O0,O2,E,false,pair:O0:O2:E
524,373098197/718076,183026933/718076,I2,O1,S,false,pair:I2:O1:S
525,522794679/994105,49975383/198821,O0,O1,W,false,pair:O0:O1:W
527,681915201/1278643,315605845/1278643,I3,O0,SW,false,pair:I3:O0:SW
528,268414901/506689,126625009/506689,I3,O2,NE,false,pair:I3:O2:NE
529,1100853997/2082352,523546749/2082352,I2,I3,SE,false,pair:I2:I3:SE
531,123023581/234983,8621591/33569,I2,I3,SE,false,pair:I2:I3:SE
536,2538983829/4748734,1207678349/4748734,I3,O0,S,false,pair:I3:O0:S
542,685621029/1276466,329504013/1276466,I2,O1,NW,false,pair:I2:O1:NW
546,2088832545/3808802,987245321/3808802,I2,I3,SW,false,pair:I2:I3:SW
548,1011741629/1866012,495260125/1866012,O0,O1,SW,false,pair:O0:O1:SW
550,1021515742/1864207,16825018/64283,O0,O1,SW,false,pair:O0:O1:SW
552,2599120951/4733496,1240429255/4733496,O0,O2,E,false,pair:O0:O2:E
554,4739043907/8552164,2248897571/8552164,I2,O2,NW,false,pair:I2:O2:NW
558,6695207725/12059772,1074126575/4019924,I3,O2,N,false,pair:I3:O2:N
559,3568159921/6340884,1668915377/6340884,I3,O1,SE,false,pair:I3:O1:SE
561,5094757795/9005668,338605477/1286524,I2,O2,SW,false,pair:I2:O2:SW
565,14906349589/26433628,7131772597/26433628,O0,O1,E,false,pair:O0:O1:E
569,2653713643/4671340,3843148801/14014020,I2,I3,SE,false,pair:I2:I3:SE
573,1397713007/2392004,1923093677/7176012,O1,O2,W,false,pair:O1:O2:W
577,17898882791/30941140,8616024647/30941140,I2,O2,NW,false,pair:I2:O2:NW
582,30525108993/52255052,14727474081/52255052,O0,O2,NE,false,pair:O0:O2:NE
583,58191415/100022,484445407/1700374,O0,O1,SW,false,pair:O0:O1:SW
588,650511465/1088639,303770893/1088639,I2,O0,N,false,pair:I2:O0:N
589,16674210791/28225124,8016088071/28225124,O0,O1,NW,false,pair:O0:O1:NW
592,9646271819/16251252,4704000107/16251252,I3,O2,E,false,pair:I3:O2:E
594,3573638749/6065028,593688095/2021676,O0,O2,SW,false,pair:O0:O2:SW
595,5062366467/8550772,2504423331/8550772,I2,O2,N,false,pair:I2:O2:N
598,27655124059/45894260,13139149947/45894260,I2,O2,N,false,pair:I2:O2:N
599,1225467863/2038349,587254083/2038349,I3,O0,E,false,pair:I3:O0:E
602,21802014991/36237636,3502743397/12079212,I3,O2,SE,false,pair:I3:O2:SE
608,1964156697/3192908,923689273/3192908,I2,O1,NE,false,pair:I2:O1:NE
609,16159048645/26488556,7765326373/26488556,I3,O1,SE,false,pair:I3:O1:SE
616,2217982247/3557288,1061871095/3557288,I2,O2,E,false,pair:I2:O2:E
623,2190679/3548,267141287/855068,I2,O1,SW,false,pair:I2:O1:SW
625,6346656559/9884444,2940701039/9884444,O1,O2,E,false,pair:O1:O2:E
626,14300543637/22616380,6893461429/22616380,I2,O0,N,false,pair:I2:O0:N
627,7135218839/11291356,3452058199/11291356,I3,O0,S,false,pair:I3:O0:S
630,42587983447/66644068,20357131639/66644068,I2,O2,SW,false,pair:I2:O2:SW
634,18082471347/28151780,8731548307/28151780,O0,O1,E,false,pair:O0:O1:E
637,64124409385/99224716,30750397513/99224716,I3,O1,SW,false,pair:I3:O1:SW
638,28561018967/44022036,4521603901/14674012,O1,O2,SW,false,pair:O1:O2:SW
639,74390504009/115150364,35791059753/115150364,O0,O2,E,false,pair:O0:O2:E
640,4954667391/7689074,2404135175/7689074,I2,I3,SW,false,pair:I2:I3:SW
644,30408523627/46763796,14730574859/46763796,O0,O2,SE,false,pair:O0:O2:SE
645,11082035981/17123380,5456612429/17123380,O0,O1,N,false,pair:O0:O1:N
650,61363132387/93520956,29557662947/93520956,O0,O2,SE,false,pair:O0:O2:SE
652,46842124179/71232772,22474992627/71232772,I2,I3,SW,false,pair:I2:I3:SW
654,58764750595/88713748,27889251619/88713748,I2,O1,S,false,pair:I2:O1:S
655,28982279031/43807748,13841228823/43807748,I3,O1,E,false,pair:I3:O1:E
657,4765076707/7195892,20438553499/64763028,I3,O1,E,false,pair:I3:O1:E
662,56931395641/85409284,27177250297/85409284,O1,O2,S,false,pair:O1:O2:S
665,24809719859/36996986,11784417371/36996986,O0,O2,S,false,pair:O0:O2:S
667,25493703217/37712124,11987078161/37712124,I3,O2,SE,false,pair:I3:O2:SE
669,10330858469/15721220,15702094639/47163660,I3,O0,NE,false,pair:I3:O0:NE
672,35742962477/52782716,2431072139/7540388,I3,O0,N,false,pair:I3:O0:N
674,62159025753/92278264,30078642441/92278264,I3,O2,SE,false,pair:I3:O2:SE
675,19607209923/28990702,9410383323/28990702,I3,O0,NW,false,pair:I3:O0:NW
677,167609364597/245963644,79808714389/245963644,O0,O1,E,false,pair:O0:O1:E
680,35374296759/51873790,17064360143/51873790,I2,O2,E,false,pair:I2:O2:E
681,87579778449/127733240,41837608897/127733240,I2,I3,NW,false,pair:I2:I3:NW
684,20290784165/29590316,9734617861/29590316,I2,I3,NW,false,pair:I2:I3:NW
688,104617490905/151752492,16791669971/50584164,I2,I3,W,false,pair:I2:I3:W
689,124494636871/180304944,19960947325/60101648,I2,O1,N,false,pair:I2:O1:N
690,141589827621/203441732,66920207781/203441732,O0,O2,SE,false,pair:O0:O2:SE
691,91992703459/132997330,44287270443/132997330,I2,O0,SE,false,pair:I2:O0:SE
694,107758782719/155701090,52009179591/155701090,O0,O2,SE,false,pair:O0:O2:SE
700,24062033859/34376462,34635035153/103129386,I2,O0,SE,false,pair:I2:O0:SE
702,25538290071/35322964,11378392567/35322964,O0,O2,SW,false,pair:O0:O2:SW
704,9979791727/13999768,4629062655/13999768,O0,O2,W,false,pair:O0:O2:W
712,173013418001/240952056,81780041281/240952056,I3,O2,W,false,pair:I3:O2:W
716,28914627664/40042649,13638250972/40042649,I2,O1,NW,false,pair:I2:O1:NW
717,70480547519/97554296,33249166543/97554296,O0,O1,SW,false,pair:O0:O1:SW
718,169599280531/236272330,81795565947/236272330,O1,O2,S,false,pair:O1:O2:S
719,161580622737/224730664,78111750657/224730664,O0,O1,S,false,pair:O0:O1:S
721,240747184505/334658296,116274688553/334658296,O0,O1,S,false,pair:O0:O1:S
727,335225645909/459728760,53333005463/153242920,O1,O2,SW,false,pair:O1:O2:SW
729,150401035373/206751885,24117422867/68917295,I2,O1,NW,false,pair:I2:O1:NW
732,154882284087/209552440,14432143195/41910488,I3,O0,W,false,pair:I3:O0:W
734,613668541927/837274972,293184589479/837274972,O0,O1,S,false,pair:O0:O1:S
735,206771087959/280841560,97705844839/280841560,I3,O0,W,false,pair:I3:O0:W
739,401145487531/544487120,191616685211/544487120,I2,I3,NW,false,pair:I2:I3:NW
746,361425087223/485360560,35100949307/97072112,I2,O2,NE,false,pair:I2:O2:NE
753,115894409571/151907698,165065409409/455723094,I3,O0,S,false,pair:I3:O0:S
760,644270183911/837274972,307680104103/837274972,I3,O1,S,false,pair:I3:O1:S
762,476273383959/617419708,227059261015/617419708,I3,O1,S,false,pair:I3:O1:S
763,126084985333/162757500,59718496277/162757500,I2,O2,NW,false,pair:I2:O2:NW
764,8814281975/11385564,96279799921/261867972,O0,O1,W,false,pair:O0:O1:W
768,216196289157/279694480,20915038929/55938896,I2,O2,NW,false,pair:I2:O2:NW
773,76528499326/97782111,110472194134/293346333,I2,O2,W,false,pair:I2:O2:W
774,94366647607/119654357,44871112195/119654357,O0,O1,NW,false,pair:O0:O1:NW
779,220759691909/279694480,106722678293/279694480,I2,O2,SW,false,pair:I2:O2:SW
782,626684072599/788807660,301722747671/788807660,I3,O2,SE,false,pair:I3:O2:SE
783,637427961663/800475218,305220020551/800475218,I2,O1,N,false,pair:I2:O1:N
786,316132810613/398588152,153585968613/398588152,O0,O2,SW,false,pair:O0:O2:SW
788,173303408500/214987383,81382163176/214987383,I3,O0,E,false,pair:I3:O0:E
789,156511410044/196168849,75791350376/196168849,I3,O2,SE,false,pair:I3:O2:SE
792,9025239227/11333614,39746019563/102002526,I2,O1,N,false,pair:I2:O1:N
796,1157859006/1430623,73490399610/190272859,I2,O1,NE,false,pair:I2:O1:NE
797,85229966085/105397036,40848066661/105397036,I3,O2,SE,false,pair:I3:O2:SE
802,476726348446/586388357,228491532186/586388357,I3,O0,SW,false,pair:I3:O0:SW
803,499099895529/613575535,239799969997/613575535,O0,O2,SE,false,pair:O0:O2:SE
805,16085913411/19569749,53281335721/136988243,O1,O2,SW,false,pair:O1:O2:SW
809,231331586814/282941257,111937207466/282941257,I2,O1,NE,false,pair:I2:O1:NE
811,160806377340/196168849,77938834024/196168849,I2,O0,SW,false,pair:I2:O0:SW
813,141179206317/171689143,68000060721/171689143,I3,O2,SE,false,pair:I3:O2:SE
814,86840578821/105397036,41653373029/105397036,I2,O0,SW,false,pair:I2:O0:SW
820,29589379204/35019917,40803306176/105059751,I2,O2,NE,false,pair:I2:O2:NE
822,314773856677/378768174,151927681501/378768174,I2,I3,SW,false,pair:I2:I3:SW
823,539461287525/647407721,259548659585/647407721,O0,O1,N,false,pair:O0:O1:N
826,669091178300/797674383,319472539984/797674383,I3,O2,NE,false,pair:I3:O2:NE
830,287008867844/341686383,416177489224/1025059149,I2,O0,S,false,pair:I2:O0:S
831,534743014373/636780120,259572065749/636780120,I3,O0,N,false,pair:I3:O0:N
833,84551368189/103674942,44160578165/103674942,I3,O0,NE,false,pair:I3:O0:NE
834,636296144497/753288165,306301638301/753288165,O1,O2,SE,false,pair:O1:O2:SE
838,1189777682743/1402897487,568056653179/1402897487,O1,O2,SE,false,pair:O1:O2:SE
839,915196564439/1080893661,146254772737/360297887,I2,O2,N,false,pair:I2:O2:N
844,875559077128/1030917209,421504302868/1030917209,I3,O2,NE,false,pair:I3:O2:NE
847,883789298267/1029714950,420139602963/1029714950,I2,O0,N,false,pair:I2:O0:N
848,292123295911/340653899,139691222587/340653899,I3,O1,NW,false,pair:I3:O1:NW
849,1694546276645/1979477082,90427353541/219941898,O1,O2,E,false,pair:O1:O2:E
851,1654483038163/1918339551,261960177373/639446517,O0,O1,W,false,pair:O0:O1:W
852,538388754817/625369828,771809614531/1876109484,O0,O2,E,false,pair:O0:O2:E
854,557246742905/650436664,270868523305/650436664,I2,I3,NE,false,pair:I2:I3:NE
856,967961793980/1125347639,471537111728/1125347639,I2,O0,NW,false,pair:I2:O0:NW
857,1633741980536/1892189825,791410615652/1892189825,O1,O2,NE,false,pair:O1:O2:NE
860,1851240418274/2130161291,886568994214/2130161291,O1,O2,NE,false,pair:O1:O2:NE
864,1625072781209/1870587010,786248650881/1870587010,O0,O1,NW,false,pair:O0:O1:NW
867,2626908632873/3006979597,1254677493685/3006979597,O0,O1,NW,false,pair:O0:O1:NW
871,1634656351825/1857235101,259734969183/619078367,I3,O1,SW,false,pair:I3:O1:SW
872,193293391239/218426798,458757473883/1092133990,O0,O1,N,false,pair:O0:O1:N
876,1294998159833/1472156257,630386317525/1472156257,I2,O2,W,false,pair:I2:O2:W
880,1780202782223/1984999556,845578043951/1984999556,O0,O1,NW,false,pair:O0:O1:NW
884,1032100404797/1143571433,487763657433/1143571433,O1,O2,E,false,pair:O1:O2:E
888,739443230809/822113181,1068194162159/2466339543,I2,O0,S,false,pair:I2:O0:S
891,1689851605567/1868182492,807141571199/1868182492,I3,O1,W,false,pair:I3:O1:W
897,1333652865497/1472156257,49812783593/113242789,I2,I3,E,false,pair:I2:I3:E
898,2883801986353/3169055820,1387533323473/3169055820,I3,O0,S,false,pair:I3:O0:S
899,3736702896505/4094339259,596390449871/1364779753,O0,O1,S,false,pair:O0:O1:S
900,3432618282635/3754354847,1639050593231/3754354847,I2,O2,W,false,pair:I2:O2:W
901,1049482708569/1141099295,495742203261/1141099295,I2,I3,E,false,pair:I2:I3:E
908,160084496039/174159669,2369200534381/5398949739,O0,O2,SW,false,pair:O0:O2:SW
910,1202203987979/1307863845,64028317407/145318205,I2,I3,E,false,pair:I2:I3:E
912,3004067325333/3263858527,1441040015737/3263858527,O1,O2,NW,false,pair:O1:O2:NW
914,2780453713705/3006979597,1327691937717/3006979597,I2,O2,SW,false,pair:I2:O2:SW
920,7152413528077/7676543949,3418891202009/7676543949,O1,O2,W,false,pair:O1:O2:W
923,699469646973/747597655,1672937866629/3737988275,O0,O1,S,false,pair:O0:O1:S
925,3329832000937/3548382861,1595989253173/3548382861,I3,O1,N,false,pair:I3:O1:N
928,5002760757721/5341961960,2420792717769/5341961960,O1,O2,NW,false,pair:O1:O2:NW
930,431564789815/454881693,1012692279023/2274408465,O1,O2,NW,false,pair:O1:O2:NW
932,14267818130059/15155645407,6854598250191/15155645407,I2,O1,NE,false,pair:I2:O1:NE
934,10227739428827/10834875761,4917657830071/10834875761,O0,O1,S,false,pair:O0:O1:S
945,1911469223281/1998507635,922472112517/1998507635,O0,O1,SE,false,pair:O0:O1:SE
947,29542495302131/30767597085,4725371060469/10255865695,I2,O0,SE,false,pair:I2:O0:SE
948,17673244595759/18381666293,8503113506811/18381666293,O0,O2,S,false,pair:O0:O2:S
950,12820688109773/13309525079,6139888059601/13309525079,O0,O2,S,false,pair:O0:O2:S
953,18754573430075/19476415053,9006287035111/19476415053,O0,O1,NE,false,pair:O0:O1:NE
956,24281954152053/24992892791,11550794740345/24992892791,I2,O0,S,false,pair:I2:O0:S
962,16684485298265/17045369177,7945796130805/17045369177,O0,O1,N,false,pair:O0:O1:N
966,7425016799563/7389312829,3342017932599/7389312829,I2,O1,SE,false,pair:I2:O1:SE
967,19196655813809/19594031107,9219503404421/19594031107,I3,O1,NW,false,pair:I3:O1:NW
968,5262586667998/5365000115,2524554971202/5365000115,O1,O2,N,false,pair:O1:O2:N
970,15209644458673/15432892857,7231071792205/15432892857,I2,O0,SW,false,pair:I2:O0:SW
971,9232056635807/9274419973,4290653721899/9274419973,I3,O1,N,false,pair:I3:O1:N
972,12185505781081/12346155911,28962829238737/61730779555,I2,O2,N,false,pair:I2:O2:N
975,65094214543129/66160666239,31297779748541/66160666239,I2,O1,E,false,pair:I2:O1:E
981,16858232318575/16958865967,8046094665907/16958865967,O0,O2,E,false,pair:O0:O2:E
