batch_index,time_a,time_b,pair_a,pair_b,face_a,mixed_with_wall,batch_events
142,5121/26,1335/13,O0,O2,N,false,pair:O0:O2:N
143,405/2,99,I1,O2,E,false,pair:I1:O2:E
144,5281/26,99,I1,I2,W,false,pair:I1:I2:W
146,9363/46,2293/23,O0,O2,N,false,pair:O0:O2:N
151,8969/42,313/3,I2,O2,E,false,pair:I2:O2:E
153,9049/42,313/3,I2,O2,E,false,pair:I2:O2:E
161,6787/30,1637/15,I1,O2,SE,false,pair:I1:O2:SE
162,8711/38,2089/19,I1,I2,W,false,pair:I1:I2:W
164,19847/86,4865/43,O0,O2,S,false,pair:O0:O2:S
165,2313/10,2827/25,I1,O0,SE,false,pair:I1:O0:SE
168,10025/42,2383/21,I1,O0,NE,false,pair:I1:O0:NE
170,5319/22,1281/11,I1,O0,NW,false,pair:I1:O0:NW
172,17801/74,4351/37,I1,O0,NW,false,pair:I1:O0:NW
177,33231/134,8105/67,I1,O2,NE,false,pair:I1:O2:NE
180,12589/50,3083/25,I1,O0,NW,false,pair:I1:O0:NW
181,5655/22,6773/55,I1,O2,N,false,pair:I1:O2:N
183,36089/138,2837/23,I2,O2,SE,false,pair:I2:O2:SE
192,42859/158,10429/79,O0,O2,SW,false,pair:O0:O2:SW
196,44395/158,10973/79,I1,O2,NW,false,pair:I1:O2:NW
201,37967/134,9289/67,I1,O0,NE,false,pair:I1:O0:NE
204,76025/266,965/7,I1,O2,NW,false,pair:I1:O2:NW
208,168645/578,41139/289,I1,O0,N,false,pair:I1:O0:N
210,31321/106,7559/53,O0,O2,N,false,pair:O0:O2:N
212,25287/86,6233/43,O0,O2,N,false,pair:O0:O2:N
214,40015/134,9737/67,I1,O0,NW,false,pair:I1:O0:NW
215,33139/110,8021/55,I2,O2,NW,false,pair:I2:O2:NW
221,177349/578,43059/289,I1,O0,W,false,pair:I1:O0:W
226,132479/422,32169/211,I1,O2,W,false,pair:I1:O2:W
227,89185/282,7101/47,O0,O2,SE,false,pair:O0:O2:SE
229,145615/454,34713/227,I2,O0,S,false,pair:I2:O0:S
239,79155/238,19989/119,I1,O0,NE,false,pair:I1:O0:NE
242,82045/242,1809/11,I1,O0,NE,false,pair:I1:O0:NE
247,183703/534,44561/267,I2,O2,E,false,pair:I2:O2:E
251,73059/206,17317/103,I2,O0,NE,false,pair:I2:O0:NE
255,121197/338,147063/845,I2,O2,NE,false,pair:I2:O2:NE
257,625891/1742,151909/871,I1,I2,N,false,pair:I1:I2:N
264,349223/950,17037/95,I2,O2,E,false,pair:I2:O2:E
265,644323/1742,156005/871,I1,I2,N,false,pair:I1:I2:N
271,197039/518,47769/259,O0,O2,NE,false,pair:O0:O2:NE
272,203341/530,48491/265,I1,O0,NW,false,pair:I1:O0:NW
281,11851/30,19931/105,I1,O0,SW,false,pair:I1:O0:SW
287,340717/850,83467/425,I2,O0,NW,false,pair:I2:O0:NW
294,74685/178,18091/89,I1,O0,SW,false,pair:I1:O0:SW
303,25441/58,6183/29,I1,O2,SW,false,pair:I1:O2:SW
311,377581/850,92683/425,I2,O2,NW,false,pair:I2:O2:NW
312,335731/750,27367/125,I2,O0,SE,false,pair:I2:O0:SE
314,24263/54,1979/9,I1,I2,SE,false,pair:I1:I2:SE
317,268973/594,22009/99,I1,I2,S,false,pair:I1:I2:S
318,50099/110,85427/385,O0,O2,N,false,pair:O0:O2:N
321,100417/218,170657/763,I2,O0,W,false,pair:I2:O0:W
328,184601/394,45071/197,I2,O2,W,false,pair:I2:O2:W
330,143453/306,35195/153,I2,O0,NE,false,pair:I2:O0:NE
332,167317/354,40547/177,I2,O0,NE,false,pair:I2:O0:NE
334,551525/1154,133523/577,I1,O0,NW,false,pair:I1:O0:NW
341,20413/42,1655/7,I2,O0,NE,false,pair:I2:O0:NE
346,134557/274,32611/137,O0,O2,NW,false,pair:O0:O2:NW
349,777353/1578,63109/263,I2,O0,N,false,pair:I2:O0:N
354,633085/1266,153979/633,I2,O2,NE,false,pair:I2:O2:NE
358,1510163/2990,16019/65,I1,O0,S,false,pair:I1:O0:S
363,852601/1674,620765/2511,I1,I2,N,false,pair:I1:I2:N
366,1882841/3658,452799/1829,I1,O2,SE,false,pair:I1:O2:SE
369,1277749/2466,312131/1233,I1,O2,S,false,pair:I1:O2:S
375,3372029/6386,817403/3193,I2,O2,N,false,pair:I2:O2:N
377,7830391/14806,172787/673,I1,O2,S,false,pair:I1:O2:S
379,8221987/15438,2003173/7719,O0,O2,S,false,pair:O0:O2:S
385,3247/6,52043/201,I1,O0,SE,false,pair:I1:O0:SE
389,2644517/4866,215089/811,I1,O2,SE,false,pair:I1:O2:SE
392,1556139/2846,378077/1423,O0,O2,W,false,pair:O0:O2:W
394,375273/682,90879/341,I1,O2,S,false,pair:I1:O2:S
402,269259/478,65501/239,I2,O0,W,false,pair:I2:O0:W
404,1739193/3082,422943/1541,I2,O2,SE,false,pair:I2:O2:SE
406,2377567/4198,575625/2099,I2,O0,W,false,pair:I2:O0:W
407,3020603/5310,726541/2655,O0,O2,SE,false,pair:O0:O2:SE
409,4730867/8302,1147861/4151,I1,O0,SW,false,pair:I1:O0:SW
414,4740307/8238,382951/1373,I1,I2,NE,false,pair:I1:I2:NE
415,1381019/2430,345197/1215,O0,O2,E,false,pair:O0:O2:E
419,77487/134,551285/1943,I2,O2,W,false,pair:I2:O2:W
420,2331371/3998,566557/1999,I1,O2,N,false,pair:I1:O2:N
422,6011207/10230,1450337/5115,I1,O2,N,false,pair:I1:O2:N
425,11804311/19990,2865553/9995,I1,O2,N,false,pair:I1:O2:N
427,1769087/2982,143011/497,O0,O2,SE,false,pair:O0:O2:SE
433,856333/1426,207915/713,I1,O0,W,false,pair:I1:O0:W
434,4133047/6870,200605/687,I1,O2,NE,false,pair:I1:O2:NE
435,88077/146,235801/803,I1,O0,SW,false,pair:I1:O0:SW
437,2307029/3810,185633/635,I1,O0,SW,false,pair:I1:O0:SW
441,957707/1566,232621/783,I1,O0,W,false,pair:I1:O0:W
444,632679/1030,152813/515,I1,O0,W,false,pair:I1:O0:W
446,1864941/3026,448235/1513,O0,O2,W,false,pair:O0:O2:W
449,345979/558,83953/279,I2,O2,S,false,pair:I2:O2:S
450,2634425/4234,638591/2117,I1,I2,W,false,pair:I1:I2:W
452,3266123/5214,788605/2607,I2,O0,W,false,pair:I2:O0:W
462,7316869/11458,1776819/5729,I2,O2,NW,false,pair:I2:O2:NW
465,3470847/5414,841929/2707,O0,O2,SW,false,pair:O0:O2:SW
468,3256555/5022,85621/279,O0,O2,W,false,pair:O0:O2:W
470,4083913/6314,994639/3157,I1,O0,SE,false,pair:I1:O0:SE
472,16755173/25730,811511/2573,O0,O2,W,false,pair:O0:O2:W
476,3566669/5394,854315/2697,I1,I2,S,false,pair:I1:I2:S
478,6677975/10134,537947/1689,I1,I2,S,false,pair:I1:I2:S
483,11072379/16702,2687309/8351,O0,O2,S,false,pair:O0:O2:S
487,5185167/7750,3766091/11625,I1,O0,NW,false,pair:I1:O0:NW
492,23087019/34078,5593309/17039,I1,O0,N,false,pair:I1:O0:N
493,14591513/21450,1174037/3575,I1,O2,SW,false,pair:I1:O2:SW
497,38107275/55774,9213821/27887,I1,O0,N,false,pair:I1:O0:N
499,7572093/10994,1824571/5497,I2,O0,N,false,pair:I2:O0:N
500,32139581/46706,7779195/23353,I1,I2,N,false,pair:I1:I2:N
507,11536809/16490,2775343/8245,O0,O2,W,false,pair:O0:O2:W
508,1862637/2642,443595/1321,I1,I2,SW,false,pair:I1:I2:SW
514,16345381/23042,3994707/11521,I2,O0,E,false,pair:I2:O0:E
518,33801931/47198,8126525/23599,I2,O0,E,false,pair:I2:O0:E
521,39469015/54934,9584977/27467,I2,O2,NW,false,pair:I2:O2:NW
524,69726841/96650,16881631/48325,I2,O2,NW,false,pair:I2:O2:NW
526,3240779/4446,599699/1729,I1,O0,SE,false,pair:I1:O0:SE
527,74947103/103398,317457/907,I1,I2,NW,false,pair:I1:I2:NW
528,30476065/42138,7405303/21069,I1,O0,E,false,pair:I1:O0:E
530,10421245/14322,2515003/7161,I2,O2,NW,false,pair:I2:O2:NW
533,37633225/51626,27385645/77439,I1,I2,NW,false,pair:I1:I2:NW
534,100485891/137230,4857153/13723,I2,O2,NW,false,pair:I2:O2:NW
537,162647611/221630,7900585/22163,I1,I2,W,false,pair:I1:I2:W
540,72947005/97906,17453947/48953,I1,O2,W,false,pair:I1:O2:W
543,84245433/113162,20237471/56581,I1,O2,SW,false,pair:I1:O2:SW
546,43065631/57830,10522313/28915,I2,O2,NW,false,pair:I2:O2:NW
553,67493155/87886,16040741/43943,I1,O2,N,false,pair:I1:O2:N
554,55742067/73070,13580629/36535,I2,O0,S,false,pair:I2:O0:S
559,7689/10,18251/49,I1,O2,N,false,pair:I1:O2:N
562,197814531/254990,9533249/25499,O0,O2,N,false,pair:O0:O2:N
566,104113663/133286,176235615/466501,I1,O2,NW,false,pair:I1:O2:NW
570,668541463/848150,161653009/424075,O0,O2,W,false,pair:O0:O2:W
572,607728603/769022,146658733/384511,I1,I2,W,false,pair:I1:I2:W
575,342468089/431242,82528351/215621,I1,O0,N,false,pair:I1:O0:N
578,459347309/581458,112334795/290729,I1,O0,N,false,pair:I1:O0:N
581,276556305/347386,66768519/173693,I2,O2,N,false,pair:I2:O2:N
583,617165787/769022,148755885/384511,I1,I2,W,false,pair:I1:I2:W
589,1288489843/1593198,104128199/265533,I1,O0,NW,false,pair:I1:O0:NW
591,341653127/422006,249222499/633009,I1,O2,E,false,pair:I1:O2:E
592,972970607/1198086,235968761/599043,I2,O0,NE,false,pair:I2:O0:NE
594,1740707/2126,10379293/26575,I2,O0,NE,false,pair:I2:O0:NE
595,35360809/43370,8554159/21685,I1,I2,N,false,pair:I1:I2:N
602,905392285/1097266,219441435/548633,I1,O2,NE,false,pair:I1:O2:NE
606,313925795/377422,76023717/188711,I1,I2,W,false,pair:I1:I2:W
609,1515909111/1814998,366940209/907499,I1,O2,E,false,pair:I1:O2:E
613,488752359/581174,118628801/290587,I1,O2,E,false,pair:I1:O2:E
617,708348461/838354,171871499/419177,I2,O2,S,false,pair:I2:O2:S
620,1069623839/1252326,256172489/626163,I2,O0,E,false,pair:I2:O0:E
621,2287259/2686,1665671/4029,I2,O2,S,false,pair:I2:O2:S
625,1096246939/1274750,264248557/637375,I1,I2,NW,false,pair:I1:I2:NW
627,18158569/21226,4447983/10613,I1,I2,NW,false,pair:I1:I2:NW
634,455299493/520962,109091027/260481,I1,O2,SE,false,pair:I1:O2:SE
635,72174853/82626,28892181/68855,O0,O2,NW,false,pair:O0:O2:NW
636,266449037/305298,64262059/152649,I1,O2,SE,false,pair:I1:O2:SE
640,676377691/772350,164063533/386175,I1,O2,S,false,pair:I1:O2:S
648,27432595/30894,11077379/25745,I1,O2,S,false,pair:I1:O2:S
649,1295031395/1455054,312207845/727527,I1,O0,N,false,pair:I1:O0:N
651,1877818439/2102774,453301089/1051387,I1,O2,S,false,pair:I1:O2:S
657,1896692807/2102774,457495393/1051387,I1,O2,S,false,pair:I1:O2:S
662,242822817/268186,58926967/134093,I1,O0,NW,false,pair:I1:O0:NW
665,40052243/43950,18132595/41313,I1,O2,SW,false,pair:I1:O2:SW
669,83112231/89270,19406721/44635,I1,O2,N,false,pair:I1:O2:N
674,1326411619/1434062,322060005/717031,I2,O0,SE,false,pair:I2:O0:SE
678,685822219/736990,33148569/73699,I2,O2,NW,false,pair:I2:O2:NW
679,1660419241/1781354,400469551/890677,I2,O0,S,false,pair:I2:O0:S
684,1753565207/1862934,422077201/931467,O0,O2,N,false,pair:O0:O2:N
691,2455875227/2581374,197788751/430229,I1,O2,NW,false,pair:I1:O2:NW
696,166628053/174050,40307619/87025,I2,O2,NE,false,pair:I2:O2:NE
697,925211567/964742,223561145/482371,O0,O2,SW,false,pair:O0:O2:SW
700,2338744589/2426258,562864939/1213129,I1,O0,S,false,pair:I1:O0:S
705,2648503337/2736490,128548387/273649,I1,O2,SW,false,pair:I1:O2:SW
708,6921837593/7093194,1662874943/3546597,O0,O2,N,false,pair:O0:O2:N
710,6416067181/6553938,1544202955/3276969,I2,O2,NE,false,pair:I2:O2:NE
717,6219122115/6307726,1511590277/3153863,I2,O0,W,false,pair:I2:O0:W
718,5219135033/5282570,1264078367/2641285,I1,I2,W,false,pair:I1:I2:W
719,2835687369/2856874,682939919/1428437,O0,O2,E,false,pair:O0:O2:E
722,16509450501/16657090,4001731187/8328545,I1,O2,W,false,pair:I1:O2:W
729,2871338953/2856874,690279951/1428437,I1,O0,W,false,pair:I1:O0:W
730,492245203/488750,118241653/244375,I1,I2,SE,false,pair:I1:I2:SE
736,2821297447/2782390,3403189637/6955975,I2,O0,W,false,pair:I2:O0:W
737,10242496451/10109838,2476264325/5054919,O0,O2,W,false,pair:O0:O2:W
738,6378505667/6307726,1549339013/3153863,I2,O0,W,false,pair:I2:O0:W
741,1956931087/1908294,464219225/954147,I1,O2,S,false,pair:I1:O2:S
742,7721607517/7582130,1871410779/3791065,I2,O0,SW,false,pair:I2:O0:SW
744,7423974953/7243114,1781292207/3621557,I2,O0,S,false,pair:I2:O0:S
748,3424363777/3331418,4144337523/8328545,I2,O0,S,false,pair:I2:O0:S
749,10603939667/10304558,2561453429/5152279,I1,I2,SE,false,pair:I1:I2:SE
750,16284058971/15819518,3938879533/7909759,O0,O2,SE,false,pair:O0:O2:SE
754,2271450397/2183986,544653467/1091993,I2,O2,SW,false,pair:I2:O2:SW
757,6028964893/5810482,1463246235/2905241,I1,I2,S,false,pair:I1:I2:S
763,2146123157/2053474,3620538293/7187159,I1,I2,SW,false,pair:I1:I2:SW
768,23025958425/21839818,5545029439/10919909,I2,O2,NW,false,pair:I2:O2:NW
777,21117404965/19640834,5050514259/9820417,I1,I2,W,false,pair:I1:I2:W
781,7037632207/6566342,5144156363/9849513,I2,O0,E,false,pair:I2:O0:E
783,4383961467/4089406,3225584935/6134109,O0,O2,NE,false,pair:O0:O2:NE
785,3053828173/2839058,746014187/1419529,I1,I2,N,false,pair:I1:I2:N
786,972030459/897854,701396903/1346781,O0,O2,NE,false,pair:O0:O2:NE
789,1229552373/1134370,297223043/567185,I1,O0,SE,false,pair:I1:O0:SE
798,24438397283/22160846,5905532133/11080423,O0,O2,SE,false,pair:O0:O2:SE
799,12747414523/11560766,3082097805/5780383,I2,O0,NE,false,pair:I2:O0:NE
805,9478176521/8516650,6868492909/12774975,I2,O2,NW,false,pair:I2:O2:NW
807,9016709587/8080686,2171299573/4040343,I2,O0,NE,false,pair:I2:O0:NE
809,35245604927/31531814,8467621545/15765907,I1,O2,N,false,pair:I1:O2:N
810,483115333/435010,118044083/217505,I2,O0,NE,false,pair:I2:O0:NE
813,62629591077/55827458,15138559571/27913729,I1,O2,N,false,pair:I1:O2:N
814,4884064417/4318106,1159089015/2159053,I1,O0,E,false,pair:I1:O0:E
816,63216053025/56171674,15256700663/28085837,I1,I2,S,false,pair:I1:I2:S
818,35196013891/31187598,2816714583/5197933,I1,I2,S,false,pair:I1:I2:S
823,15143268259/13404238,3688849573/6702119,I1,O2,NE,false,pair:I1:O2:NE
825,2820117895/2484854,4769941991/8696989,I1,I2,S,false,pair:I1:I2:S
829,42070746407/36781238,784671301/1414663,I2,O0,SE,false,pair:I2:O0:SE
841,12653444399/10779526,3032012089/5389763,I2,O2,N,false,pair:I2:O2:N
846,51535404457/44025962,12462933295/22012981,I1,O0,SE,false,pair:I1:O0:SE
847,746811281/634874,2678631529/4761555,I2,O2,N,false,pair:I2:O2:N
855,36997468449/31165594,8962428919/15582797,I1,I2,W,false,pair:I1:I2:W
859,2999432631/2509654,5079750679/8783789,I2,O0,E,false,pair:I2:O0:E
861,7199959975/6035894,5262333443/9053841,I2,O0,SE,false,pair:I2:O0:SE
862,47510748499/39666734,11460575349/19833367,I2,O2,N,false,pair:I2:O2:N
863,50636674007/42374806,12288583505/21187403,I1,O0,NE,false,pair:I1:O0:NE
867,47383079509/39365858,11444178339/19682929,I2,O0,NE,false,pair:I2:O0:NE
870,928737467/769550,224788361/384775,I1,O2,S,false,pair:I1:O2:S
871,143545427195/118699326,34600210061/59349663,I1,I2,N,false,pair:I1:I2:N
877,59688735813/49081154,14384186931/24540577,O0,O2,S,false,pair:O0:O2:S
878,37485043/30782,9054449/15391,I2,O0,S,false,pair:I2:O0:S
881,99476103913/81353962,23887997679/40676981,O0,O2,SE,false,pair:O0:O2:SE
884,19249231709/15766962,4659850843/7883481,I1,I2,NE,false,pair:I1:I2:NE
888,4725051851/3852894,3429966007/5779341,I2,O2,S,false,pair:I2:O2:S
889,2436590933/1977826,586101987/988913,I1,O0,SW,false,pair:I1:O0:SW
893,43012458169/34787338,10347828127/17393669,I1,I2,NE,false,pair:I1:I2:NE
895,80479698383/65041350,19424701337/32520675,I1,O0,SW,false,pair:I1:O0:SW
897,564553523/455918,684063721/1139795,I2,O2,NW,false,pair:I2:O2:NW
902,3135917719/2512982,756640577/1256491,I1,O2,SW,false,pair:I1:O2:SW
905,85387325501/68413554,1888189009/3109707,I2,O2,NE,false,pair:I2:O2:NE
908,72136616655/57572806,17521672345/28786403,O0,O2,SE,false,pair:O0:O2:SE
910,118113602463/94136038,1686100921/2768707,I1,O0,S,false,pair:I1:O0:S
911,78151146609/62112442,18861755687/31056221,O0,O2,S,false,pair:O0:O2:S
915,37974842941/30105714,9195498619/15052857,I2,O2,NE,false,pair:I2:O2:NE
919,195485095711/154330598,2051628063/3355013,O0,O2,S,false,pair:O0:O2:S
924,60311035947/47248414,43506501527/70872621,O0,O2,SE,false,pair:O0:O2:SE
925,74736124669/58502642,18007137083/29251321,I2,O2,NW,false,pair:I2:O2:NW
932,308897374195/240591982,74764422101/120295991,I1,O2,N,false,pair:I1:O2:N
933,487968716159/379114406,117432572265/189557203,I1,O0,SW,false,pair:I1:O0:SW
934,36273692537/28173194,78578731991/126779373,I2,O0,NE,false,pair:I2:O0:NE
942,706297733821/545371506,170441933819/272685753,I2,O0,E,false,pair:I2:O0:E
948,331026635585/253558746,26550824605/42259791,I2,O0,NE,false,pair:I2:O0:NE
949,240942828499/184559918,58081580789/92279959,I1,O0,SW,false,pair:I1:O0:SW
958,447147191503/337479110,21376343941/33747911,I1,I2,S,false,pair:I1:I2:S
959,961475753173/728369634,77323052385/121394939,I1,O2,E,false,pair:I1:O2:E
966,1330836696071/1000621942,322542705569/500310971,O0,O2,S,false,pair:O0:O2:S
967,666792647/499446,160129249/249723,I2,O0,SE,false,pair:I2:O0:SE
968,233051557513/174804778,56185828175/87402389,I1,I2,SE,false,pair:I1:I2:SE
969,401795261523/302655022,98022462069/151327511,I2,O0,SE,false,pair:I2:O0:SE
973,656143941839/491982278,159722482073/245991139,I2,O2,W,false,pair:I2:O2:W
980,95596345755/71087998,23198030445/35543999,I2,O2,N,false,pair:I2:O2:N
981,543974959241/402281258,130617061711/201140629,I1,O2,W,false,pair:I1:O2:W
982,765953033369/565469386,183738640063/282734693,I1,O0,SE,false,pair:I1:O0:SE
986,3729165362315/2756485598,904351321981/1378242799,I1,I2,SW,false,pair:I1:I2:SW
993,2144491343661/1572697298,520739769867/786348649,I1,O0,NW,false,pair:I1:O0:NW
994,2601890955101/1898591666,625854718555/949295833,I1,O2,NE,false,pair:I1:O2:NE
1003,1045769648007/754328182,753269743715/1131492273,O0,O2,W,false,pair:O0:O2:W
1004,961596332773/694008706,231449183123/347004353,I1,O2,E,false,pair:I1:O2:E
1006,3679254660077/2654666834,889417571147/1327333417,I1,I2,W,false,pair:I1:I2:W
1009,2774135044383/1989523942,663909612745/994761971,I1,I2,W,false,pair:I1:I2:W
1012,394234196977/282611130,95509634983/141305565,I1,O0,N,false,pair:I1:O0:N
1016,3717909365741/2654666834,898007505739/1327333417,I1,I2,W,false,pair:I1:I2:W
1019,618017653103/438879750,149155368953/219439875,O0,O2,NW,false,pair:O0:O2:NW
1020,4017446749481/2858304362,976193389487/1429152181,I1,I2,S,false,pair:I1:I2:S
1023,1130460475783/802145910,273711523361/401072955,I2,O2,S,false,pair:I2:O2:S
1024,842170560077/594282002,603670044097/891423003,O0,O2,W,false,pair:O0:O2:W
1025,5996361307453/4249994866,1450095143291/2124997433,I2,O0,SE,false,pair:I2:O0:SE
1029,362191872767/270946982,100801081321/135473491,I1,I2,E,false,pair:I1:I2:E
1035,6548963900307/4591555246,1587037030709/2295777623,O0,O2,N,false,pair:O0:O2:N
1038,7514586056917/5260734946,1819366089763/2630367473,O0,O2,N,false,pair:O0:O2:N
1039,7275034221123/5088013454,1757962771205/2544006727,I2,O0,W,false,pair:I2:O0:W
1042,4092608677161/2858304362,992299516847/1429152181,I1,O2,S,false,pair:I1:O2:S
1047,504019461881/348810890,24257278739/34881089,I2,O2,SE,false,pair:I2:O2:SE
1050,13818727095575/9559328534,3338451951633/4779664267,O0,O2,NW,false,pair:O0:O2:NW
1059,15397281433521/10545250106,3703691007463/5272625053,I2,O0,E,false,pair:I2:O0:E
1061,8820842033421/6036848018,2127290079531/3018424009,O0,O2,S,false,pair:O0:O2:S
1063,8654054033221/5912835394,2088360931379/2956417697,I2,O0,E,false,pair:I2:O0:E
1066,2186244462585/1488130186,2642317247963/3720325465,I1,O0,E,false,pair:I1:O0:E
1070,11343487663253/7679075170,2719436311139/3839537585,O0,O2,SW,false,pair:O0:O2:SW
1081,33816891516743/22677515254,8135809825377/11338757627,I2,O2,W,false,pair:I2:O2:W
1083,19986839332463/13412685830,4819250327289/6706342915,I2,O2,W,false,pair:I2:O2:W
1088,460530370551/306837974,1226186006555/1687608857,I2,O2,SW,false,pair:I2:O2:SW
1092,6041039423211/4008171422,1458993235485/2004085711,I1,I2,SE,false,pair:I1:I2:SE
1095,13168558200493/8710428626,3173481519755/4355214313,I2,O2,W,false,pair:I2:O2:W
1101,254283785623/166351894,60882407313/83175947,I2,O0,W,false,pair:I2:O0:W
1111,1281543728881/829639610,184620806449/248891883,I2,O2,SW,false,pair:I2:O2:SW
1112,12606738255615/8151648934,3022692099049/4075824467,I1,I2,W,false,pair:I1:I2:W
1116,2758821590411/1781742558,664002547325/890871279,I2,O2,SW,false,pair:I2:O2:SW
1123,12356588231169/7909121882,2973140183831/3954560941,I2,O0,NW,false,pair:I2:O0:NW
1128,10285364508653/6556026962,2478050072395/3278013481,I2,O2,NW,false,pair:I2:O2:NW
1131,12094445859947/7697913502,2911279717533/3848956751,I2,O2,NW,false,pair:I2:O2:NW
1132,892089448883/568259054,215217200149/284129527,I1,I2,N,false,pair:I1:I2:N
1133,2562854556157/1634755058,621275487931/817377529,O0,O2,NE,false,pair:O0:O2:NE
1136,9933301232055/6361737046,2444901440113/3180868523,I1,I2,NE,false,pair:I1:I2:NE
1138,35343304317623/22422507862,231029943389/303006863,I1,O0,SW,false,pair:I1:O0:SW
1144,5351772564699/3357769214,1280425524909/1678884607,I1,O0,SW,false,pair:I1:O0:SW
1146,3626666098909/2253618354,853876741339/1126809177,I2,O2,W,false,pair:I2:O2:W
1152,13530947634467/8453562190,9807991463791/12680343285,I2,O0,NE,false,pair:I2:O0:NE
1157,5977007619113/3712899434,1437691667631/1856449717,I2,O0,N,false,pair:I2:O0:N
1159,19531272109041/12108684730,4701324593063/6054342365,I1,O0,W,false,pair:I1:O0:W
1165,38814890327253/23821105634,9258875932707/11910552817,I1,O2,W,false,pair:I1:O2:W
1166,49082316102355/30200614702,35492455008223/45300922053,I2,O2,NE,false,pair:I2:O2:NE
1168,48276271774243/29697261902,11692234602533/14848630951,I1,O2,NW,false,pair:I1:O2:NW
1173,73647161650761/44979869866,17731577824655/22489934933,I2,O2,S,false,pair:I2:O2:S
1176,41823880909697/25513481818,10100821095831/12756740909,I1,I2,SW,false,pair:I1:I2:SW
1184,93784389961033/56953499306,22845003323023/28476749653,I1,O2,SW,false,pair:I1:O2:SW
1185,44147198243027/26734988078,10685101838837/13367494039,I2,O0,SW,false,pair:I2:O0:SW
1186,202079986784353/122517663002,49155335734711/61258831501,I2,O2,N,false,pair:I2:O2:N
1191,17736415102651/10729404094,4317722087885/5364702047,I2,O0,S,false,pair:I2:O0:S
1194,41097069610215/24646465078,9861867701185/12323232539,O0,O2,N,false,pair:O0:O2:N
1196,203248217888865/122517663002,49395853903287/61258831501,O0,O2,N,false,pair:O0:O2:N
1202,61243971347261/36641092210,74090602625383/91602730525,I1,O2,NW,false,pair:I1:O2:NW
1203,187157156024429/112044189010,9084375214223/11204418901,O0,O2,NE,false,pair:O0:O2:NE
1207,55344286434047/32968446630,4472576989859/5494741105,I1,O0,W,false,pair:I1:O0:W
1211,242554020302297/143640502602,19387931780053/23940083767,I2,O0,S,false,pair:I2:O0:S
1212,94361925864779/55972607326,22738557237437/27986303663,I1,O0,W,false,pair:I1:O0:W
1215,465098538637243/275224572094,3860488191089/4745251243,I2,O2,NE,false,pair:I2:O2:NE
1217,470035947483037/278221532210,22743269147039/27822153221,I1,O0,SW,false,pair:I1:O0:SW
1218,285528529859089/169134146810,69302450177159/84567073405,I1,O2,NW,false,pair:I1:O2:NW
1224,12441208804313/7328218442,15051766745979/18320546105,I2,O2,NE,false,pair:I2:O2:NE
