batch_index,time_a,time_b,pair_a,pair_b,face_a,mixed_with_wall,batch_events
78,2751/44,1235/44,O1,O2,NE,false,pair:O1:O2:NE
79,1001/16,451/16,I2,O0,NW,false,pair:I2:O0:NW
81,4053/64,1831/64,O0,O2,W,false,pair:O0:O2:W
82,698/11,643/22,I2,I3,E,false,pair:I2:I3:E
83,3657/56,1599/56,I2,O0,W,false,pair:I2:O0:W
84,2345/36,1061/36,O0,O1,SW,false,pair:O0:O1:SW
87,865/12,313/12,I2,I3,E,false,pair:I2:I3:E
89,2221/32,975/32,I2,I3,SE,false,pair:I2:I3:SE
91,957/14,235/7,I0,I2,SW,false,pair:I0:I2:SW
93,1575/22,378/11,I0,O2,N,false,pair:I0:O2:N
98,3317/44,1549/44,O0,O2,E,false,pair:O0:O2:E
100,331/4,123/4,I2,O1,NE,false,pair:I2:O1:NE
101,313/4,415/12,O0,O1,SW,false,pair:O0:O1:SW
103,5027/64,2385/64,I2,O0,NE,false,pair:I2:O0:NE
105,325/4,1385/36,I2,O1,SW,false,pair:I2:O1:SW
110,1102/13,1049/26,I0,O2,NW,false,pair:I0:O2:NW
111,2650/31,2483/62,I2,O2,E,false,pair:I2:O2:E
112,2287/27,245/6,I2,O1,NW,false,pair:I2:O1:NW
116,2405/27,763/18,I0,I2,W,false,pair:I0:I2:W
118,1576/17,1441/34,I3,O2,NE,false,pair:I3:O2:NE
120,71,361/6,I2,O2,NW,false,pair:I2:O2:NW
121,95,617/14,O0,O1,NE,false,pair:O0:O1:NE
125,2256/23,2119/46,I2,O2,NW,false,pair:I2:O2:NW
126,497/5,277/6,I0,O1,NW,false,pair:I0:O1:NW
130,703/7,4623/98,I2,O2,NW,false,pair:I2:O2:NW
132,2873/29,2795/58,I0,O1,NW,false,pair:I0:O1:NW
135,1508/15,4301/90,I2,O0,E,false,pair:I2:O0:E
136,1437/14,985/21,I2,O2,NW,false,pair:I2:O2:NW
138,1471/14,1004/21,I3,O1,E,false,pair:I3:O1:E
140,974/9,877/18,I0,O1,NW,false,pair:I0:O1:NW
143,4469/42,356/7,O0,O1,SE,false,pair:O0:O1:SE
144,3079/30,54,I0,O1,N,false,pair:I0:O1:N
146,5905/54,1333/27,I2,I3,NE,false,pair:I2:I3:NE
152,19777/170,4612/85,O0,O1,SW,false,pair:O0:O1:SW
154,13781/119,13309/238,I0,I3,N,false,pair:I0:I3:N
155,8498/71,7595/142,I0,I2,W,false,pair:I0:I2:W
156,11083/94,7852/141,I0,O0,S,false,pair:I0:O0:S
162,517/4,2395/44,I0,I3,S,false,pair:I0:I3:S
165,14933/119,14333/238,I0,O0,S,false,pair:I0:O0:S
166,35533/280,3343/56,I0,O1,N,false,pair:I0:O1:N
169,1945/14,379/7,I0,O0,SW,false,pair:I0:O0:SW
172,13172/99,12523/198,I3,O1,NE,false,pair:I3:O1:NE
175,2653/19,2241/38,I2,O2,E,false,pair:I2:O2:E
177,27921/206,6425/103,I0,O0,W,false,pair:I0:O0:W
180,23427/172,11227/172,I2,O0,S,false,pair:I2:O0:S
181,11207/83,10981/166,I0,I3,N,false,pair:I0:I3:N
182,36883/267,11431/178,I0,O1,E,false,pair:I0:O1:E
183,43502/315,40487/630,I3,O2,NW,false,pair:I3:O2:NW
184,21088/149,18525/298,I0,I3,N,false,pair:I0:I3:N
185,31216/225,29273/450,I0,O0,W,false,pair:I0:O0:W
190,2703/19,2541/38,I2,O2,NW,false,pair:I2:O2:NW
193,57488/393,51569/786,I0,O1,SE,false,pair:I0:O1:SE
195,81572/563,76099/1126,I2,I3,SE,false,pair:I2:I3:SE
196,1312/9,6061/90,I0,O1,SE,false,pair:I0:O1:SE
198,46682/321,44021/642,I0,O0,SW,false,pair:I0:O0:SW
199,7421/50,1704/25,I3,O1,S,false,pair:I3:O1:S
201,12913/87,12253/174,O0,O1,E,false,pair:O0:O1:E
203,154164/1025,143713/2050,I0,I2,N,false,pair:I0:I2:N
205,72168/479,67271/958,I0,I2,N,false,pair:I0:I2:N
207,174238/1145,159109/2290,I0,I3,S,false,pair:I0:I3:S
208,51035/333,45919/666,I0,I2,N,false,pair:I0:I2:N
213,156182/1007,148251/2014,I0,O1,SE,false,pair:I0:O1:SE
215,108822/709,107745/1418,I0,O2,N,false,pair:I0:O2:N
216,97674/593,82149/1186,I2,O1,S,false,pair:I2:O1:S
219,36554/225,232243/3150,O0,O1,NE,false,pair:O0:O1:NE
227,367690/2203,339839/4406,I2,I3,NE,false,pair:I2:I3:NE
229,33357/202,8292/101,I3,O1,S,false,pair:I3:O1:S
231,235774/1357,219417/2714,I2,O2,E,false,pair:I2:O2:E
232,68283/389,62311/778,I0,I3,NE,false,pair:I0:I3:NE
234,362492/2079,340063/4158,I0,O1,S,false,pair:I0:O1:S
237,733266/4237,706801/8474,I3,O2,NW,false,pair:I3:O2:NW
238,642998/3645,118789/1458,I2,O0,NW,false,pair:I2:O0:NW
242,1237262/6967,1152051/13934,I0,I3,E,false,pair:I0:I3:E
244,866830/4911,832747/9822,I0,O1,SW,false,pair:I0:O1:SW
247,571726/3131,1588357/18786,O0,O1,E,false,pair:O0:O1:E
249,2037810/11197,1943009/22394,I0,I2,N,false,pair:I0:I2:N
254,426194/2293,1237195/13758,I2,I3,SW,false,pair:I2:I3:SW
257,4788882/24925,4442049/49850,I0,I3,E,false,pair:I0:I3:E
258,376484/1941,341621/3882,O0,O2,S,false,pair:O0:O2:S
259,274974/1415,2273531/25470,O1,O2,N,false,pair:O1:O2:N
264,620878/3131,573143/6262,O0,O1,W,false,pair:O0:O1:W
265,2902786/14621,2677153/29242,I0,O2,NE,false,pair:I0:O2:NE
267,2805494/14159,8002865/84954,I0,I2,SE,false,pair:I0:I2:SE
273,210543/1028,98391/1028,I0,O1,N,false,pair:I0:O1:N
278,4671434/22225,4315621/44450,I3,O2,W,false,pair:I3:O2:W
280,154002/721,140725/1442,I0,O1,N,false,pair:I0:O1:N
281,5004678/23399,4572275/46798,I3,O1,SW,false,pair:I3:O1:SW
283,12716594/59909,11888745/119818,I2,I3,NW,false,pair:I2:I3:NW
284,796914/3821,778513/7642,I3,O1,SW,false,pair:I3:O1:SW
286,7231498/34337,6946613/68674,I3,O1,SW,false,pair:I3:O1:SW
290,10074922/46753,1369507/13358,O1,O2,SW,false,pair:O1:O2:SW
291,2870682/13393,2784453/26786,I3,O0,S,false,pair:I3:O0:S
294,6412938/29473,6111541/58946,I0,I3,W,false,pair:I0:I3:W
297,13240882/59909,12413033/119818,I2,O2,NW,false,pair:I2:O2:NW
302,16507462/73527,5235137/49018,I0,O2,S,false,pair:I0:O2:S
305,2350814/10451,6799405/62706,I2,O0,N,false,pair:I2:O0:N
306,34505078/149871,31922651/299742,I2,O2,E,false,pair:I2:O2:E
307,14972838/65095,42008633/390570,I2,I3,NW,false,pair:I2:I3:NW
308,7714602/33473,7209109/66946,O0,O1,W,false,pair:O0:O1:W
309,40394110/173379,12354453/115586,I3,O1,N,false,pair:I3:O1:N
319,3165594/13393,3046597/26786,I2,O1,S,false,pair:I2:O1:S
321,9450214/39303,9079507/78606,O0,O2,S,false,pair:O0:O2:S
324,6065094/24919,17215529/149514,I3,O2,N,false,pair:I3:O2:N
326,19266762/77393,17562469/154786,I0,I3,W,false,pair:I0:I3:W
331,16262630/64039,874051/7534,I2,O2,N,false,pair:I2:O2:N
335,11481018/43561,10085149/87122,I0,I2,SW,false,pair:I0:I2:SW
340,26916826/103353,8444495/68902,I2,O2,NW,false,pair:I2:O2:NW
342,42670882/162381,39371281/324762,I3,O1,NW,false,pair:I3:O1:NW
343,3224318/12291,19035599/155686,I3,O0,E,false,pair:I3:O0:E
345,5061110/19407,14548657/116442,I0,O2,SW,false,pair:I0:O2:SW
346,110941550/421083,35102909/280722,I2,I3,NE,false,pair:I2:I3:NE
349,279086990/1039531,261871175/2079062,I2,O0,N,false,pair:I2:O0:N
352,118010198/436479,111047723/872958,O1,O2,N,false,pair:O1:O2:N
353,155333726/574323,146219695/1148646,I0,O2,SW,false,pair:I0:O2:SW
358,81432450/289981,72797505/579962,O1,O2,N,false,pair:O1:O2:N
360,300999542/1084367,279008059/2168734,O0,O2,S,false,pair:O0:O2:S
361,109783546/397193,103105277/794386,O1,O2,N,false,pair:O1:O2:N
364,55078218/196433,50783077/392866,O1,O2,N,false,pair:O1:O2:N
367,322286/1147,3929579/29822,O0,O2,SW,false,pair:O0:O2:SW
369,27969194/99073,26319829/198146,I0,O2,SW,false,pair:I0:O2:SW
372,67625822/236851,62479471/473702,I0,O2,SW,false,pair:I0:O2:SW
373,107820778/381985,102729077/763970,I3,O2,NW,false,pair:I3:O2:NW
376,72154894/254059,68540679/508118,I2,I3,W,false,pair:I2:I3:W
377,68900994/242621,66978369/485242,I3,O1,S,false,pair:I3:O1:S
380,79778758/274135,74432227/548270,I0,I2,S,false,pair:I0:I2:S
384,158717382/540439,147828003/1080878,I0,O2,W,false,pair:I0:O2:W
388,74684722/252789,70630745/505578,I2,O1,S,false,pair:I2:O1:S
389,141146250/468913,128341061/937826,I3,O0,S,false,pair:I3:O0:S
391,18676654/62651,123266081/877114,I0,O1,SW,false,pair:I0:O1:SW
394,32435206/107959,151462223/1079590,I2,O2,W,false,pair:I2:O2:W
396,329208666/1090169,310147245/2180338,I3,O2,NW,false,pair:I3:O2:NW
397,93873718/310991,88732859/621982,O0,O1,NE,false,pair:O0:O1:NE
402,106859506/337429,92930937/674858,I2,O1,NW,false,pair:I2:O1:NW
405,123077018/399321,117014669/798642,I3,O1,S,false,pair:I3:O1:S
409,214794010/681689,202151053/1363378,I2,O0,W,false,pair:I2:O0:W
414,441262494/1376275,408509903/2752550,O0,O2,SW,false,pair:O0:O2:SW
415,463533058/1452029,434835841/2904058,I2,I3,SE,false,pair:I2:I3:SE
418,192920518/596279,179770435/1192558,I3,O2,SW,false,pair:I3:O2:SW
420,90617014/283311,87478939/566622,I0,O1,SE,false,pair:I0:O1:SE
424,568427422/1753235,107673923/701294,I0,I2,NW,false,pair:I0:I2:NW
425,189750382/579931,175822007/1159862,I0,I3,SW,false,pair:I0:I3:SW
426,387193394/1186613,363411737/2373226,I0,O1,SE,false,pair:I0:O1:SE
427,169136002/522493,486044291/3134958,O0,O1,N,false,pair:O0:O1:N
428,60107306/190433,61316277/380866,I0,O1,SE,false,pair:I0:O1:SE
430,75380294/230587,71010791/461174,I3,O0,SE,false,pair:I3:O0:SE
431,237080430/724859,670464389/4349154,I3,O2,W,false,pair:I3:O2:W
434,25518502/78055,63764075/405886,I0,I3,SW,false,pair:I0:I3:SW
435,180341530/542289,168458693/1084578,I2,O2,SW,false,pair:I2:O2:SW
439,315758166/944255,296842667/1888510,O0,O1,E,false,pair:O0:O1:E
440,365345294/1078219,332357991/2156438,I3,O0,SE,false,pair:I3:O0:SE
441,1323603378/3943157,1236953049/7886314,I0,I2,W,false,pair:I0:I2:W
442,4699083/13927,4354201/27854,I2,I3,W,false,pair:I2:I3:W
445,80289306/239033,529215227/3346462,I2,O0,S,false,pair:I2:O0:S
447,651376382/1933139,616224335/3866278,I0,I2,SW,false,pair:I0:I2:SW
448,10213850/30243,48306883/302430,I2,O2,S,false,pair:I2:O2:S
449,1056154326/3105167,991679035/6210334,I2,I3,NW,false,pair:I2:I3:NW
453,66389962/192441,560691317/3463938,I3,O0,SE,false,pair:I3:O0:SE
461,158413602/449917,57142937/346090,I2,O0,NE,false,pair:I2:O0:NE
462,240942426/685831,227277355/1371662,I3,O0,S,false,pair:I3:O0:S
466,944008570/2650969,882537037/5301938,I0,I3,SW,false,pair:I0:I3:SW
469,426912726/1198631,404756371/2397262,O1,O2,SE,false,pair:O1:O2:SE
470,1393502122/3889345,15336513/91514,I0,O1,S,false,pair:I0:O1:S
471,1530025982/4259827,1430856175/8519654,O0,O1,N,false,pair:O0:O1:N
472,12313765/34047,11406877/68094,I2,O0,NW,false,pair:I2:O0:NW
475,1042702142/2878899,980708143/5757798,I3,O1,N,false,pair:I3:O1:N
478,1133458198/3094927,1049445819/6189854,I2,O2,W,false,pair:I2:O2:W
479,925694566/2547287,2625399145/15283722,I3,O0,SE,false,pair:I3:O0:SE
483,589038662/1609335,185631617/1072890,I0,I2,S,false,pair:I0:I2:S
486,1761720158/4836067,1732854687/9672134,I2,O0,W,false,pair:I2:O0:W
488,2780405598/7507747,2629355999/15015494,I2,O0,W,false,pair:I2:O0:W
490,209744900/563499,196498811/1126998,I0,O0,SE,false,pair:I0:O0:SE
494,307518042/821329,292837701/1642658,O0,O2,SW,false,pair:O0:O2:SW
500,3951184246/10356071,3696940947/20712142,I0,O2,E,false,pair:I0:O2:E
501,432372782/1146565,24744289/134890,I0,O1,SE,false,pair:I0:O1:SE
504,2487132126/6427435,460823099/2570974,O0,O1,S,false,pair:O0:O1:S
505,2028034450/5285729,1923057381/10571458,O1,O2,E,false,pair:O1:O2:E
506,456541302/1164119,1229826313/6984714,I0,I3,S,false,pair:I0:I3:S
508,7157603826/18474205,6697009793/36948410,I0,O0,E,false,pair:I0:O0:E
509,70477473/180970,16327866/90485,I3,O1,SE,false,pair:I3:O1:SE
515,3072302446/7845171,2761097/14986,O1,O2,NE,false,pair:O1:O2:NE
521,1683656794/4218777,2634418859/14062590,I0,O2,NE,false,pair:I0:O2:NE
524,5848051546/14639233,5532118261/29278466,I3,O0,SW,false,pair:I3:O0:SW
527,1174452402/2917621,12163764819/64187662,I0,I2,S,false,pair:I0:I2:S
529,7350466814/18262667,6941346119/36525334,I3,O2,E,false,pair:I3:O2:E
530,9849083046/24331399,9186883155/48662798,I0,I2,S,false,pair:I0:I2:S
531,4492332542/11126011,4239630647/22252022,I0,O0,NE,false,pair:I0:O0:NE
534,9323212622/22907939,8677009407/45815878,I3,O2,E,false,pair:I3:O2:E
536,3721377410/8986573,3374646993/17973146,I2,O1,W,false,pair:I2:O1:W
538,16584046418/40546413,5205501083/27030942,I0,I3,E,false,pair:I0:I3:E
541,1142878014/2840051,1140499823/5680102,I2,O0,N,false,pair:I2:O0:N
543,7974671314/19282509,2518167355/12855006,I3,O2,NE,false,pair:I3:O2:NE
547,6099709786/14639233,5750222069/29278466,I0,I3,NE,false,pair:I0:I3:NE
548,12542587526/29926951,11661792051/59853902,I0,I2,S,false,pair:I0:I2:S
551,209615018/500369,13246909679/67049446,I0,I2,S,false,pair:I0:I2:S
552,18033497214/42811963,16781443959/85623926,I0,I3,NE,false,pair:I0:I3:NE
555,5449848710/12877279,5083267243/25754558,I0,O0,N,false,pair:I0:O0:N
556,23597346418/55995117,22254406673/111990234,I3,O0,SW,false,pair:I3:O0:SW
557,12697648998/30240559,12087872187/60481118,I0,O0,N,false,pair:I0:O0:N
558,69981774478/165631667,65683253391/331263334,I3,O2,N,false,pair:I3:O2:N
559,4435591330/10485249,4157789029/20970498,I3,O0,SW,false,pair:I3:O0:SW
561,5029412950/11764727,4613470947/23529454,I3,O2,NW,false,pair:I3:O2:NW
564,19313831278/45527731,18310205647/91055462,I0,O2,NE,false,pair:I0:O2:NE
567,14940249898/34707609,4630591759/23138406,I3,O0,SW,false,pair:I3:O0:SW
569,4408475594/10202073,53684071241/265253898,I0,I2,E,false,pair:I0:I2:E
574,13772400106/31684857,4320184751/21123238,O0,O2,SW,false,pair:O0:O2:SW
575,13260233794/30171413,12282501337/60342826,I3,O0,S,false,pair:I3:O0:S
577,5615149582/12673603,5126485407/25347206,I3,O1,NE,false,pair:I3:O1:NE
579,17986204402/40678021,16582506857/81356042,I0,O1,NW,false,pair:I0:O1:NW
580,21861679850/49809441,6865124135/33206294,I2,O2,NW,false,pair:I2:O2:NW
581,31653827962/71932297,29627657725/143864594,I3,O1,E,false,pair:I3:O1:E
588,38620447706/87750705,2433078155/11700094,I0,O1,N,false,pair:I0:O1:N
590,2447180234/5428905,728426367/3619270,O0,O2,SE,false,pair:O0:O2:SE
592,18517201806/41832443,17461422103/83664886,I0,O2,SW,false,pair:I0:O2:SW
593,85389468090/192003233,79781660501/384006466,I3,O0,S,false,pair:I3:O0:S
596,121990269210/271165681,113972587877/542331362,O0,O2,NE,false,pair:O0:O2:NE
597,41340820502/91887791,38623859675/183775582,I0,I2,SW,false,pair:I0:I2:SW
601,61384122366/135221027,56913006239/270442054,I0,O1,SE,false,pair:I0:O1:SE
602,146460767486/322115499,15180029935/71581222,I2,O0,SW,false,pair:I2:O0:SW
606,27649809894/60149671,25933761523/120299342,I0,O0,E,false,pair:I0:O0:E
611,102610783990/223683751,97742831059/447367502,I2,O1,S,false,pair:I2:O1:S
612,97955938222/210989491,91102469967/421978982,I2,O2,N,false,pair:I2:O2:N
615,74787243830/161340103,70243829875/322680206,I2,O0,W,false,pair:I2:O0:W
616,225159978842/486417857,212328918069/972835714,I2,O2,N,false,pair:I2:O2:N
617,273926147730/590274557,256702772065/1180549114,I3,O0,SE,false,pair:I3:O0:SE
618,220505133074/473723597,205688556977/947447194,I2,O1,S,false,pair:I2:O1:S
622,382581072446/819130859,357373734183/1638261718,I2,O0,W,false,pair:I2:O0:W
623,205565895686/441985119,194643443243/883970238,O0,O2,NW,false,pair:O0:O2:NW
629,260738248458/554890937,247300883597/1109781874,I0,I3,NW,false,pair:I0:I3:NW
631,264774634426/548595873,237553885013/1097191746,I3,O0,E,false,pair:I3:O0:E
632,225336971282/473723597,209983524273/947447194,I2,O1,S,false,pair:I2:O1:S
635,351710157114/735873025,65679958769/294349210,I2,O2,SW,false,pair:I2:O2:SW
639,237141382734/486875875,217157469887/973751750,I0,O1,N,false,pair:I0:O1:N
641,767733244782/1590806291,720993084463/3181612582,I0,O2,SW,false,pair:I0:O2:SW
643,255020364302/529659203,241733845151/1059318406,I0,O1,NE,false,pair:I0:O1:NE
644,399277303050/820026097,369404317829/1640052194,O0,O2,E,false,pair:O0:O2:E
646,19839153482/41053681,467930865533/2052684050,O0,O2,E,false,pair:O0:O2:E
648,62498185826/129015109,176958596315/774090654,I3,O1,SW,false,pair:I3:O1:SW
653,583241953874/1186429965,182756715899/790953310,I3,O1,N,false,pair:I3:O1:N
664,2823365742466/5589605173,2639753945465/11179210346,I3,O2,E,false,pair:I3:O2:E
666,395383910098/782059101,373487685697/1564118202,I2,O0,SW,false,pair:I2:O0:SW
669,21476811334/42078759,33752387797/140262530,I0,O0,NE,false,pair:I0:O0:NE
677,260337419738/495710401,237018487349/991420802,I2,I3,N,false,pair:I2:I3:N
678,265654181614/513427131,12085290619/48897822,I0,I2,NE,false,pair:I0:I2:NE
685,898469494758/1697579759,839769146235/3395159518,I2,O1,SW,false,pair:I2:O1:SW
687,64670528266/120589285,59013546009/241178570,O1,O2,S,false,pair:O1:O2:S
689,254239412050/489465901,252266087313/978931802,I2,O0,SW,false,pair:I2:O0:SW
692,991276274282/1855027105,928628090357/3710054210,I3,O0,E,false,pair:I3:O0:E
694,250156358170/465427169,233016393941/930854338,I0,I2,E,false,pair:I0:I2:E
695,463800874862/863021095,433992569059/1726042190,I3,O2,SE,false,pair:I3:O2:SE
699,24563617230/44899147,15167658553/61440938,I3,O0,N,false,pair:I3:O0:N
701,488100226106/908342257,468431321125/1816684514,I0,I2,NE,false,pair:I0:I2:NE
704,1564076446822/2886138223,48042399653/186202466,O1,O2,SE,false,pair:O1:O2:SE
705,95744630074/177087561,91936437053/354175122,I0,O1,SE,false,pair:I0:O1:SE
709,3884016873950/7048099083,3630092924935/14096198166,I3,O0,NE,false,pair:I3:O0:NE
717,196794215182/361126051,972313098491/3611260510,I2,O2,E,false,pair:I2:O2:E
718,5329826301542/9660470143,269036151209/1016891594,I0,I2,NE,false,pair:I0:I2:NE
719,3361884149722/6049209633,3167060675989/12098419266,I2,O2,E,false,pair:I2:O2:E
720,9721382602190/17424485411,9083245744895/34848970822,I2,O0,NW,false,pair:I2:O0:NW
721,18421239320782/33019494115,3461171293683/13207797646,I3,O0,E,false,pair:I3:O0:E
728,15657856702758/27556745407,14639350932811/55113490814,I3,O0,SE,false,pair:I3:O0:SE
732,1966598207698/3509395245,1920011290513/7018790490,I0,O1,N,false,pair:I0:O1:N
735,1324655952782/2327974375,50655896027/186237950,O1,O2,SE,false,pair:O1:O2:SE
736,1867657541750/3256003431,12271792545029/45584048034,O0,O2,W,false,pair:O0:O2:W
739,9596693075526/16810487599,9175111835387/33620975198,I3,O2,N,false,pair:I3:O2:N
742,656163598642/1147558061,3153524588437/11475580610,I0,O1,E,false,pair:I0:O1:E
743,9759568464794/16923952321,9221995513525/33847904642,I2,I3,N,false,pair:I2:I3:N
750,4726789150614/8101672663,4423213746755/16203345326,I0,O2,S,false,pair:I0:O2:S
751,4084067031382/6931759063,3731509533635/13863518126,O1,O2,NW,false,pair:O1:O2:NW
756,2547471219350/4337258679,26357026109569/95419690938,O0,O2,SW,false,pair:O0:O2:SW
757,30311351057662/51396518907,28364215347767/102793037814,I3,O2,NE,false,pair:I3:O2:NE
758,28074857136106/47863047145,26659133558653/95726094290,I2,O0,NW,false,pair:I2:O0:NW
760,290777863930/496520681,279459156573/993041362,I0,O0,NE,false,pair:I0:O0:NE
765,49179499122902/82946913047,46636870349315/165893826094,I0,I3,S,false,pair:I0:I3:S
768,7469175875794/12520634509,63580007797625/225371421162,I2,I3,SW,false,pair:I2:I3:SW
771,62736662355618/104789819221,59108784545369/209579638442,I2,O1,E,false,pair:I2:O1:E
774,3837814557638/6411707567,25400189111901/89763905938,I2,O1,E,false,pair:I2:O1:E
777,60998211854706/101207943517,57758801169409/202415887034,I0,I3,SE,false,pair:I0:I3:SE
779,788212949982/1293943787,6592720277791/23290988166,O0,O1,SW,false,pair:O0:O1:SW
783,59278897846366/97311188587,55655151003495/194622377174,I2,O2,SE,false,pair:I2:O2:SE
784,3422194586066/5652563349,3270922183993/11305126698,I0,O2,NW,false,pair:I0:O2:NW
785,11769945152462/19366265955,2240383820659/7746506382,I0,I3,SE,false,pair:I0:I3:SE
788,5825253630322/9465027973,285792121363/996318734,I2,O1,E,false,pair:I2:O1:E
790,1180159261886/1923101175,1108661607827/3846202350,I2,O1,E,false,pair:I2:O1:E
792,28440878604346/46328400273,80622494060623/277970401638,I3,O2,W,false,pair:I3:O2:W
798,58328150139066/94570597585,11075264942849/37828239034,I3,O2,SW,false,pair:I3:O2:SW
800,17130563114366/27639501083,16108754354007/55279002166,O0,O1,W,false,pair:O0:O1:W
801,55084114144226/88465568053,51285970819257/176931136106,I0,O0,W,false,pair:I0:O0:W
803,20822987915494/33186565887,6356154037081/22124377258,O0,O1,W,false,pair:O0:O1:W
806,12811754006450/20054512061,490681912263/1743870614,I0,O0,NW,false,pair:I0:O0:NW
807,40363638710170/64944229633,114601918499551/389665377798,I0,I3,SE,false,pair:I0:I3:SE
808,54139581062030/87389088419,51658117258751/174778176838,I0,O0,NW,false,pair:I0:O0:NW
810,13391483908390/21547073183,38275772976769/129282439098,O0,O1,SW,false,pair:O0:O1:SW
811,34627164618146/56117454997,33668622226329/112234909994,I2,O1,N,false,pair:I2:O1:N
812,74524689307226/119088041441,70437777387349/238176082882,I3,O2,S,false,pair:I3:O2:S
816,191738799682162/303274124829,13909602492037/46657557666,O1,O2,SE,false,pair:O1:O2:SE
818,20931523202494/32770968283,19296163840663/65541936566,I2,O1,NE,false,pair:I2:O1:NE
823,21500959529126/33970610335,4093637879663/13588244134,I3,O1,S,false,pair:I3:O1:S
827,118247495634034/185402015261,334650261254723/1112412091566,O1,O2,SW,false,pair:O1:O2:SW
830,296701181474262/464383909271,280933782648451/928767818542,I3,O1,SE,false,pair:I3:O1:SE
831,52302568369698/81741326933,444235873656097/1471343884794,I0,O2,NE,false,pair:I0:O2:NE
832,304125144166162/476928170157,290453871901841/953856340314,I2,I3,S,false,pair:I2:I3:S
835,733215692772502/1145533389943,700752983927523/2291066779886,I3,O0,SW,false,pair:I3:O0:SW
837,700239316771814/1084090927807,659907959131595/2168181855614,I0,O0,NE,false,pair:I0:O0:NE
840,23395750422154/35930965337,109284592131553/359309653370,O0,O2,N,false,pair:O0:O2:N
842,35117609705530/54129260433,55187582776307/180430868110,O0,O2,N,false,pair:O0:O2:N
844,778557569770474/1208011241673,747351378987869/2416022483346,I0,O0,E,false,pair:I0:O0:E
845,1987466525798770/3070582644381,1892185341426497/6141165288762,O0,O1,NE,false,pair:O0:O1:NE
849,237534939256366/361708772467,221887109798671/723417544934,I3,O0,SW,false,pair:I3:O0:SW
850,1448593463654282/2219166593497,1375723013322669/4438333186994,I2,O1,S,false,pair:I2:O1:S
851,145872835169926/223945032399,12661049463601/40717278618,I3,O1,E,false,pair:I3:O1:E
852,454377863590310/706433941791,448511023400875/1412867883582,I3,O0,SW,false,pair:I3:O0:SW
855,293049457724654/447302665555,281274307959151/894605331110,I0,O1,N,false,pair:I0:O1:N
858,824506747639126/1240128796247,770736670748227/2480257592494,I3,O0,SW,false,pair:I3:O0:SW
860,42595321664182/64176713159,89572509813859/286326874094,O0,O2,SE,false,pair:O0:O2:SE
861,1170336682378074/1762463352673,1102094689020629/3524926705346,I0,I2,N,false,pair:I0:I2:N
865,4112929696179714/6165446210053,3884888021116361/12330892420106,O0,O1,SE,false,pair:O0:O1:SE
867,61824851931774/92532873851,58420004876727/185065747702,I2,O2,NW,false,pair:I2:O2:NW
871,3554675329468422/5269522443535,3311018066752603/10539044887070,I0,O1,W,false,pair:I0:O1:W
874,5169294899030858/7679249509177,4910428276285581/15358499018354,O0,O2,E,false,pair:O0:O2:E
876,14271425908234/21387203385,4633375057839/14258135590,I2,O1,W,false,pair:I2:O1:W
