class_id	depth	width	labels_flat
943	2	4	0010000322002245
944	2	4	0010000322002254
945	2	4	0010000322042205
946	2	4	0010000322042250
947	2	4	0010000322052204
948	2	4	0010000322052240
949	2	4	0010000322402205
950	2	4	0010000322402250
951	2	4	0010000322452200
952	2	4	0010000322502204
953	2	4	0010000322502240
954	2	4	0010000322542200
955	2	4	0010000324000500
956	2	4	0010000324550055
957	2	4	0010000325000400
958	2	4	0010000325440044
959	2	4	0010000340002500
960	2	4	0010000340225022
961	2	4	0010000340550255
962	2	4	0010000340552055
963	2	4	0010000342000500
964	2	4	0010000342550055
965	2	4	0010000344004425
966	2	4	0010000344004452
967	2	4	0010000344024405
968	2	4	0010000344024450
969	2	4	0010000344054402
970	2	4	0010000344054420
971	2	4	0010000344204405
972	2	4	0010000344204450
973	2	4	0010000344254400
974	2	4	0010000344504402
975	2	4	0010000344504420
976	2	4	0010000344524400
977	2	4	0010000345220022
978	2	4	0010000350002400
979	2	4	0010000350224022
980	2	4	0010000350442044
981	2	4	0010000352000400
982	2	4	0010000352440044
983	2	4	0010000354220022
984	2	4	0010000355005524
985	2	4	0010000355005542
986	2	4	0010000355025504
987	2	4	0010000355025540
988	2	4	0010000355045502
989	2	4	0010000355045520
990	2	4	0010000355205504
991	2	4	0010000355205540
992	2	4	0010000355245500
993	2	4	0010000355405502
994	2	4	0010000355405520
995	2	4	0010000355425500
996	2	4	0010002030445044
997	2	4	0010002030554055
998	2	4	0010002033043305
999	2	4	0010002033043350
1000	2	4	0010002033053304
1001	2	4	0010002033053340
1002	2	4	0010002033453300
1003	2	4	0010002033543300
1004	2	4	0010002034550055
1005	2	4	0010002035440044
1006	2	4	0010002040335033
1007	2	4	0010002040553055
1008	2	4	0010002043550055
1009	2	4	0010002044034405
1010	2	4	0010002044034450
1011	2	4	0010002044054403
1012	2	4	0010002044054430
1013	2	4	0010002044354400
1014	2	4	0010002044534400
1015	2	4	0010002050334033
1016	2	4	0010002050443044
1017	2	4	0010002053440044
1018	2	4	0010002054330033
1019	2	4	0010002055035504
1020	2	4	0010002055035540
1021	2	4	0010002055045503
1022	2	4	0010002055045530
1023	2	4	0010002055345500
1024	2	4	0010002055435500
1025	2	4	0010002344554455
1026	2	4	0010002355445544
1027	2	4	0010002433553355
1028	2	4	0010002455335533
1029	2	4	0010002533443344
1030	2	4	0010002544334433
1031	2	4	0010003020445044
1032	2	4	0010003020554055
1033	2	4	0010003022042205
1034	2	4	0010003022042250
1035	2	4	0010003022052204
1036	2	4	0010003022052240
1037	2	4	0010003022452200
1038	2	4	0010003022542200
1039	2	4	0010003024550055
1040	2	4	0010003025440044
1041	2	4	0010003040225022
1042	2	4	0010003040552055
1043	2	4	0010003042550055
1044	2	4	0010003044024405
1045	2	4	0010003044024450
1046	2	4	0010003044054402
1047	2	4	0010003044054420
1048	2	4	0010003044254400
1049	2	4	0010003044524400
1050	2	4	0010003050224022
1051	2	4	0010003050442044
1052	2	4	0010003055025504
1053	2	4	0010003055025540
1054	2	4	0010003055045502
1055	2	4	0010003055045520
1056	2	4	0010003055245500
1057	2	4	0010003055425500
1058	2	4	0010003244554455
1059	2	4	0010003255445544
1060	2	4	0010003422552255
1061	2	4	0010003455225522
1062	2	4	0010003522442244
1063	2	4	0010003544224422
