q,r,label
-37,9,H.5
-36,9,H.4
-35,9,H.5
-34,9,H.4
-33,9,H.2
-32,9,H.5
-31,9,H.4
-30,9,H.2
-29,9,H.1
-28,9,H.2
-27,9,H.5
-26,9,H.4
-25,9,H.2
-24,9,H.5
-23,9,H.4
-22,9,H.5
-21,9,H.1
-20,9,H.2
-19,9,H.5
-18,9,H.4
-17,9,H.2
-16,9,H.5
-15,9,H.4
-14,9,H.5
-13,9,H.4
-12,9,H.2
-11,9,H.5
-10,9,H.4
-9,9,H.5
-8,9,H.1
-7,9,H.2
-6,9,H.5
-5,9,H.4
-4,9,H.2
-3,9,H.5
-2,9,H.4
-1,9,H.5
0,9,H.4
1,9,H.2
2,9,H.5
3,9,H.4
4,9,H.2
5,9,H.1
6,9,H.2
7,9,H.5
8,9,H.4
9,9,H.2
10,9,H.5
11,9,H.4
12,9,H.5
13,9,H.1
14,9,H.2
15,9,H.5
16,9,H.4
17,9,H.2
18,9,H.5
19,9,H.4
20,9,H.5
21,9,H.4
22,9,H.2
23,9,H.5
24,9,H.4
25,9,H.2
26,9,H.1
27,9,H.2
28,9,H.5
29,9,H.4
30,9,H.2
31,9,H.5
32,9,H.4
33,9,H.5
34,9,H.1
35,9,H.2
36,9,H.5
37,9,H.4
38,9,H.2
39,9,H.5
40,9,H.4
41,9,H.5
42,9,H.4
43,9,H.2
44,9,H.5
45,9,H.4
46,9,H.5
47,9,H.1
48,9,H.2
49,9,H.5
50,9,H.4
51,9,H.2
52,9,H.5
53,9,H.4
54,9,H.5
55,9,H.4
56,9,H.2
57,9,H.5
58,9,H.4
59,9,H.2
60,9,H.1
61,9,H.2
62,9,H.5
63,9,H.4
64,9,H.2
65,9,H.5
66,9,H.4
67,9,H.5
70,9,H.5
71,9,H.4
73,9,H.5
74,9,H.4
75,9,H.5
76,9,H.4
77,9,H.2
-79,10,H.1
-78,10,D.5
-77,10,H.3
-71,10,H.1
-70,10,D.5
-69,10,H.3
-68,10,D.4
-67,10,H.3
-58,10,H.1
-57,10,D.5
-56,10,H.3
-55,10,D.4
-54,10,H.3
-53,10,H.1
-52,10,D.5
-51,10,H.3
-50,10,H.1
-49,10,D.5
-48,10,H.3
-47,10,D.4
-46,10,H.3
-45,10,H.1
-44,10,D.5
-43,10,H.3
-42,10,D.4
-41,10,H.3
-40,10,H.1
-39,10,D.5
-38,10,H.3
-37,10,H.1
-36,10,D.5
-35,10,H.3
-34,10,D.4
-33,10,H.3
-32,10,H.1
-31,10,D.5
-30,10,H.3
-29,10,D.4
-28,10,H.3
-27,10,H.1
-26,10,D.5
-25,10,H.3
-24,10,H.1
-23,10,D.5
-22,10,H.3
-21,10,D.4
-20,10,H.3
-19,10,H.1
-18,10,D.5
-17,10,H.3
-16,10,H.1
-15,10,D.5
-14,10,H.3
-13,10,D.4
-12,10,H.3
-11,10,H.1
-10,10,D.5
-9,10,H.3
-8,10,D.4
-7,10,H.3
-6,10,H.1
-5,10,D.5
-4,10,H.3
-3,10,H.1
-2,10,D.5
-1,10,H.3
0,10,D.4
1,10,H.3
2,10,H.1
3,10,D.5
4,10,H.3
5,10,D.4
6,10,H.3
7,10,H.1
8,10,D.5
9,10,H.3
10,10,H.1
11,10,D.5
12,10,H.3
13,10,D.4
14,10,H.3
15,10,H.1
16,10,D.5
17,10,H.3
18,10,H.1
19,10,D.5
20,10,H.3
21,10,D.4
22,10,H.3
23,10,H.1
24,10,D.5
25,10,H.3
26,10,D.4
27,10,H.3
28,10,H.1
29,10,D.5
30,10,H.3
31,10,H.1
32,10,D.5
33,10,H.3
34,10,D.4
35,10,H.3
36,10,H.1
37,10,D.5
38,10,H.3
39,10,H.1
40,10,D.5
41,10,H.3
42,10,D.4
43,10,H.3
44,10,H.1
45,10,D.5
46,10,H.3
47,10,D.4
48,10,H.3
49,10,H.1
50,10,D.5
51,10,H.3
52,10,H.1
53,10,D.5
54,10,H.3
55,10,D.4
56,10,H.3
57,10,H.1
58,10,D.5
59,10,H.3
60,10,D.4
61,10,H.3
62,10,H.1
63,10,D.5
64,10,H.3
65,10,H.1
66,10,D.5
67,10,H.3
73,10,H.1
74,10,D.5
75,10,H.3
76,10,D.4
77,10,H.3
-80,11,H.0
-79,11,D.2
-78,11,H.4
-72,11,H.0
-71,11,D.2
-70,11,H.4
-69,11,H.0
-68,11,D.1
-59,11,H.0
-58,11,D.2
-57,11,H.4
-56,11,H.0
-55,11,D.1
-54,11,H.0
-53,11,D.2
-52,11,H.4
-51,11,H.0
-50,11,D.2
-49,11,H.4
-48,11,H.0
-47,11,D.1
-46,11,H.0
-45,11,D.2
-44,11,H.4
-43,11,H.0
-42,11,D.1
-41,11,H.0
-40,11,D.2
-39,11,H.4
-38,11,H.0
-37,11,D.2
-36,11,H.4
-35,11,H.0
-34,11,D.1
-33,11,H.0
-32,11,D.2
-31,11,H.4
-30,11,H.0
-29,11,D.1
-28,11,H.0
-27,11,D.2
-26,11,H.4
-25,11,H.0
-24,11,D.2
-23,11,H.4
-22,11,H.0
-21,11,D.1
-20,11,H.0
-19,11,D.2
-18,11,H.4
-17,11,H.0
-16,11,D.2
-15,11,H.4
-14,11,H.0
-13,11,D.1
-12,11,H.0
-11,11,D.2
-10,11,H.4
-9,11,H.0
-8,11,D.1
-7,11,H.0
-6,11,D.2
-5,11,H.4
-4,11,H.0
-3,11,D.2
-2,11,H.4
-1,11,H.0
0,11,D.1
1,11,H.0
2,11,D.2
3,11,H.4
4,11,H.0
5,11,D.1
6,11,H.0
7,11,D.2
8,11,H.4
9,11,H.0
10,11,D.2
11,11,H.4
12,11,H.0
13,11,D.1
14,11,H.0
15,11,D.2
16,11,H.4
17,11,H.0
18,11,D.2
19,11,H.4
20,11,H.0
21,11,D.1
22,11,H.0
23,11,D.2
24,11,H.4
25,11,H.0
26,11,D.1
27,11,H.0
28,11,D.2
29,11,H.4
30,11,H.0
31,11,D.2
32,11,H.4
33,11,H.0
34,11,D.1
35,11,H.0
36,11,D.2
37,11,H.4
38,11,H.0
39,11,D.2
40,11,H.4
41,11,H.0
42,11,D.1
43,11,H.0
44,11,D.2
45,11,H.4
46,11,H.0
47,11,D.1
48,11,H.0
49,11,D.2
50,11,H.4
51,11,H.0
52,11,D.2
53,11,H.4
54,11,H.0
55,11,D.1
56,11,H.0
57,11,D.2
58,11,H.4
59,11,H.0
60,11,D.1
61,11,H.0
62,11,D.2
63,11,H.4
64,11,H.0
65,11,D.2
66,11,H.4
72,11,H.0
73,11,D.2
74,11,H.4
75,11,H.0
76,11,D.1
-80,12,H.5
-72,12,H.5
-69,12,H.5
-68,12,H.4
-59,12,H.5
-56,12,H.5
-55,12,H.1
-54,12,H.2
-53,12,H.1
-52,12,H.2
-51,12,H.5
-50,12,H.1
-49,12,H.2
-48,12,H.5
-47,12,H.4
-46,12,H.5
-45,12,H.1
-44,12,H.2
-43,12,H.5
-42,12,H.1
-41,12,H.2
-40,12,H.1
-39,12,H.2
-38,12,H.5
-37,12,H.1
-36,12,H.2
-35,12,H.5
-34,12,H.4
-33,12,H.2
-32,12,H.1
-31,12,H.2
-30,12,H.5
-29,12,H.1
-28,12,H.2
-27,12,H.1
-26,12,H.2
-25,12,H.5
-24,12,H.1
-23,12,H.2
-22,12,H.5
-21,12,H.1
-20,12,H.2
-19,12,H.1
-18,12,H.2
-17,12,H.5
-16,12,H.1
-15,12,H.2
-14,12,H.5
-13,12,H.4
-12,12,H.5
-11,12,H.1
-10,12,H.2
-9,12,H.5
-8,12,H.1
-7,12,H.2
-6,12,H.1
-5,12,H.2
-4,12,H.5
-3,12,H.1
-2,12,H.2
-1,12,H.5
0,12,H.4
1,12,H.2
2,12,H.1
3,12,H.2
4,12,H.5
5,12,H.1
6,12,H.2
7,12,H.1
8,12,H.2
9,12,H.5
10,12,H.1
11,12,H.2
12,12,H.5
13,12,H.1
14,12,H.2
15,12,H.1
16,12,H.2
17,12,H.5
18,12,H.1
19,12,H.2
20,12,H.5
21,12,H.4
22,12,H.2
23,12,H.1
24,12,H.2
25,12,H.5
26,12,H.1
27,12,H.2
28,12,H.1
29,12,H.2
30,12,H.5
31,12,H.1
32,12,H.2
33,12,H.5
34,12,H.1
35,12,H.2
36,12,H.1
37,12,H.2
38,12,H.5
39,12,H.1
40,12,H.2
41,12,H.5
42,12,H.4
43,12,H.5
44,12,H.1
45,12,H.2
46,12,H.5
47,12,H.1
48,12,H.2
49,12,H.1
50,12,H.2
51,12,H.5
52,12,H.1
53,12,H.2
54,12,H.5
55,12,H.4
56,12,H.2
57,12,H.1
58,12,H.2
59,12,H.5
60,12,H.1
61,12,H.2
62,12,H.1
63,12,H.2
64,12,H.5
65,12,H.1
66,12,H.2
72,12,H.5
75,12,H.5
76,12,H.4
-55,13,D.4
-54,13,H.3
-53,13,D.3
-52,13,D.0
-51,13,H.3
-50,13,D.4
-49,13,H.3
-48,13,H.1
-47,13,D.5
-46,13,H.3
-45,13,D.3
-44,13,D.0
-43,13,H.3
-42,13,D.3
-41,13,D.0
-40,13,D.3
-39,13,D.0
-38,13,H.3
-37,13,D.3
-36,13,D.0
-35,13,H.3
-34,13,D.4
-33,13,H.3
-32,13,D.3
-31,13,D.0
-30,13,H.3
-29,13,D.3
-28,13,D.0
-27,13,D.3
-26,13,D.0
-25,13,H.3
-24,13,D.3
-23,13,D.0
-22,13,H.3
-21,13,D.4
-20,13,H.3
-19,13,D.3
-18,13,D.0
-17,13,H.3
-16,13,D.4
-15,13,H.3
-14,13,H.1
-13,13,D.5
-12,13,H.3
-11,13,D.3
-10,13,D.0
-9,13,H.3
-8,13,D.3
-7,13,D.0
-6,13,D.3
-5,13,D.0
-4,13,H.3
-3,13,D.3
-2,13,D.0
-1,13,H.3
0,13,D.4
1,13,H.3
2,13,D.3
3,13,D.0
4,13,H.3
5,13,D.3
6,13,D.0
7,13,D.3
8,13,D.0
9,13,H.3
10,13,D.3
11,13,D.0
12,13,H.3
13,13,D.4
14,13,H.3
15,13,D.3
16,13,D.0
17,13,H.3
18,13,D.4
19,13,H.3
20,13,H.1
21,13,D.5
22,13,H.3
23,13,D.3
24,13,D.0
25,13,H.3
26,13,D.3
27,13,D.0
28,13,D.3
29,13,D.0
30,13,H.3
31,13,D.3
32,13,D.0
33,13,H.3
34,13,D.4
35,13,H.3
36,13,D.3
37,13,D.0
38,13,H.3
39,13,D.4
40,13,H.3
41,13,H.1
42,13,D.5
43,13,H.3
44,13,D.3
45,13,D.0
46,13,H.3
47,13,D.3
48,13,D.0
49,13,D.3
50,13,D.0
51,13,H.3
52,13,D.3
53,13,D.0
54,13,H.3
55,13,D.4
56,13,H.3
57,13,D.3
58,13,D.0
59,13,H.3
60,13,D.3
61,13,D.0
62,13,D.3
63,13,D.0
64,13,H.3
65,13,D.3
66,13,D.0
67,13,H.3
-56,14,H.0
-55,14,D.1
-54,14,H.2
-53,14,H.5
-52,14,H.4
-51,14,H.0
-50,14,D.1
-49,14,H.0
-48,14,D.2
-47,14,H.4
-46,14,H.2
-45,14,H.5
-44,14,H.4
-43,14,H.2
-42,14,H.5
-41,14,H.4
-40,14,H.5
-39,14,H.4
-38,14,H.2
-37,14,H.5
-36,14,H.4
-35,14,H.0
-34,14,D.1
-33,14,H.2
-32,14,H.5
-31,14,H.4
-30,14,H.2
-29,14,H.5
-28,14,H.4
-27,14,H.5
-26,14,H.4
-25,14,H.2
-24,14,H.5
-23,14,H.4
-22,14,H.0
-21,14,D.1
-20,14,H.2
-19,14,H.5
-18,14,H.4
-17,14,H.0
-16,14,D.1
-15,14,H.0
-14,14,D.2
-13,14,H.4
-12,14,H.2
-11,14,H.5
-10,14,H.4
-9,14,H.2
-8,14,H.5
-7,14,H.4
-6,14,H.5
-5,14,H.4
-4,14,H.2
-3,14,H.5
-2,14,H.4
-1,14,H.0
0,14,D.1
1,14,H.2
2,14,H.5
3,14,H.4
4,14,H.2
5,14,H.5
6,14,H.4
7,14,H.5
8,14,H.4
9,14,H.2
10,14,H.5
11,14,H.4
12,14,H.0
13,14,D.1
14,14,H.2
15,14,H.5
16,14,H.4
17,14,H.0
18,14,D.1
19,14,H.0
20,14,D.2
21,14,H.4
22,14,H.2
23,14,H.5
24,14,H.4
25,14,H.2
26,14,H.5
27,14,H.4
28,14,H.5
29,14,H.4
30,14,H.2
31,14,H.5
32,14,H.4
33,14,H.0
34,14,D.1
35,14,H.2
36,14,H.5
37,14,H.4
38,14,H.0
39,14,D.1
40,14,H.0
41,14,D.2
42,14,H.4
43,14,H.2
44,14,H.5
45,14,H.4
46,14,H.2
47,14,H.5
48,14,H.4
49,14,H.5
50,14,H.4
51,14,H.2
52,14,H.5
53,14,H.4
54,14,H.0
55,14,D.1
56,14,H.2
57,14,H.5
58,14,H.4
59,14,H.2
60,14,H.5
61,14,H.4
62,14,H.5
63,14,H.4
64,14,H.2
65,14,H.5
66,14,H.4
-58,15,H.1
-57,15,H.2
-56,15,H.5
-55,15,D.4
-54,15,H.3
-53,15,H.1
-52,15,H.2
-51,15,H.5
-50,15,H.1
-49,15,D.5
-48,15,H.3
-47,15,D.4
-46,15,H.3
-45,15,H.1
-44,15,D.5
-43,15,H.3
-42,15,H.1
-41,15,D.5
-40,15,H.3
-39,15,D.4
-38,15,H.3
-37,15,H.1
-36,15,H.2
-35,15,H.5
-34,15,D.4
-33,15,H.3
-32,15,H.1
-31,15,D.5
-30,15,H.3
-29,15,H.1
-28,15,D.5
-27,15,H.3
-26,15,D.4
-25,15,H.3
-24,15,H.1
-23,15,H.2
-22,15,H.5
-21,15,D.4
-20,15,H.3
-19,15,H.1
-18,15,H.2
-17,15,H.5
-16,15,H.1
-15,15,D.5
-14,15,H.3
-13,15,D.4
-12,15,H.3
-11,15,H.1
-10,15,D.5
-9,15,H.3
-8,15,H.1
-7,15,D.5
-6,15,H.3
-5,15,D.4
-4,15,H.3
-3,15,H.1
-2,15,H.2
-1,15,H.5
0,15,D.4
1,15,H.3
2,15,H.1
3,15,D.5
4,15,H.3
5,15,H.1
6,15,D.5
7,15,H.3
8,15,D.4
9,15,H.3
10,15,H.1
11,15,H.2
12,15,H.5
13,15,D.4
14,15,H.3
15,15,H.1
16,15,H.2
17,15,H.5
18,15,H.1
19,15,D.5
20,15,H.3
21,15,D.4
22,15,H.3
23,15,H.1
24,15,D.5
25,15,H.3
26,15,H.1
27,15,D.5
28,15,H.3
29,15,D.4
30,15,H.3
31,15,H.1
32,15,H.2
33,15,H.5
34,15,D.4
35,15,H.3
36,15,H.1
37,15,H.2
38,15,H.5
39,15,H.1
40,15,D.5
41,15,H.3
42,15,D.4
43,15,H.3
44,15,H.1
45,15,D.5
46,15,H.3
47,15,H.1
48,15,D.5
49,15,H.3
50,15,D.4
51,15,H.3
52,15,H.1
53,15,H.2
54,15,H.5
55,15,D.4
56,15,H.3
57,15,H.1
58,15,D.5
59,15,H.3
60,15,H.1
61,15,D.5
62,15,H.3
63,15,D.4
64,15,H.3
-59,16,H.0
-58,16,D.3
-57,16,D.0
-56,16,H.0
-55,16,D.1
-54,16,H.0
-53,16,D.3
-52,16,D.0
-51,16,H.0
-50,16,D.2
-49,16,H.4
-48,16,H.0
-47,16,D.1
-46,16,H.0
-45,16,D.2
-44,16,H.4
-43,16,H.0
-42,16,D.2
-41,16,H.4
-40,16,H.0
-39,16,D.1
-38,16,H.0
-37,16,D.3
-36,16,D.0
-35,16,H.0
-34,16,D.1
-33,16,H.0
-32,16,D.2
-31,16,H.4
-30,16,H.0
-29,16,D.2
-28,16,H.4
-27,16,H.0
-26,16,D.1
-25,16,H.0
-24,16,D.3
-23,16,D.0
-22,16,H.0
-21,16,D.1
-20,16,H.0
-19,16,D.3
-18,16,D.0
-17,16,H.0
-16,16,D.2
-15,16,H.4
-14,16,H.0
-13,16,D.1
-12,16,H.0
-11,16,D.2
-10,16,H.4
-9,16,H.0
-8,16,D.2
-7,16,H.4
-6,16,H.0
-5,16,D.1
-4,16,H.0
-3,16,D.3
-2,16,D.0
-1,16,H.0
0,16,D.1
1,16,H.0
2,16,D.2
3,16,H.4
4,16,H.0
5,16,D.2
6,16,H.4
7,16,H.0
8,16,D.1
9,16,H.0
10,16,D.3
11,16,D.0
12,16,H.0
13,16,D.1
14,16,H.0
15,16,D.3
16,16,D.0
17,16,H.0
18,16,D.2
19,16,H.4
20,16,H.0
21,16,D.1
22,16,H.0
23,16,D.2
24,16,H.4
25,16,H.0
26,16,D.2
27,16,H.4
28,16,H.0
29,16,D.1
30,16,H.0
31,16,D.3
32,16,D.0
33,16,H.0
34,16,D.1
35,16,H.0
36,16,D.3
37,16,D.0
38,16,H.0
39,16,D.2
40,16,H.4
41,16,H.0
42,16,D.1
43,16,H.0
44,16,D.2
45,16,H.4
46,16,H.0
47,16,D.2
48,16,H.4
49,16,H.0
50,16,D.1
51,16,H.0
52,16,D.3
53,16,D.0
54,16,H.0
55,16,D.1
56,16,H.0
57,16,D.2
58,16,H.4
59,16,H.0
60,16,D.2
61,16,H.4
62,16,H.0
63,16,D.1
-63,17,H.1
-62,17,H.2
-59,17,H.2
-58,17,H.5
-57,17,H.4
-56,17,H.5
-55,17,H.1
-54,17,H.2
-53,17,H.5
-52,17,H.4
-51,17,H.5
-50,17,H.1
-49,17,H.2
-48,17,H.5
-47,17,H.4
-46,17,H.2
-45,17,H.1
-44,17,H.2
-43,17,H.5
-42,17,H.1
-41,17,H.2
-40,17,H.5
-39,17,H.4
-38,17,H.2
-37,17,H.5
-36,17,H.4
-35,17,H.5
-34,17,H.4
-33,17,H.2
-32,17,H.1
-31,17,H.2
-30,17,H.5
-29,17,H.1
-28,17,H.2
-27,17,H.5
-26,17,H.4
-25,17,H.2
-24,17,H.5
-23,17,H.4
-22,17,H.5
-21,17,H.1
-20,17,H.2
-19,17,H.5
-18,17,H.4
-17,17,H.5
-16,17,H.1
-15,17,H.2
-14,17,H.5
-13,17,H.4
-12,17,H.2
-11,17,H.1
-10,17,H.2
-9,17,H.5
-8,17,H.1
-7,17,H.2
-6,17,H.5
-5,17,H.4
-4,17,H.2
-3,17,H.5
-2,17,H.4
-1,17,H.5
0,17,H.4
1,17,H.2
2,17,H.1
3,17,H.2
4,17,H.5
5,17,H.1
6,17,H.2
7,17,H.5
8,17,H.4
9,17,H.2
10,17,H.5
11,17,H.4
12,17,H.5
13,17,H.1
14,17,H.2
15,17,H.5
16,17,H.4
17,17,H.2
18,17,H.1
19,17,H.2
20,17,H.5
21,17,H.4
22,17,H.2
23,17,H.1
24,17,H.2
25,17,H.5
26,17,H.1
27,17,H.2
28,17,H.5
29,17,H.4
30,17,H.2
31,17,H.5
32,17,H.4
33,17,H.5
34,17,H.1
35,17,H.2
36,17,H.5
37,17,H.4
38,17,H.5
39,17,H.1
40,17,H.2
41,17,H.5
42,17,H.4
43,17,H.2
44,17,H.1
45,17,H.2
46,17,H.5
47,17,H.1
48,17,H.2
49,17,H.5
50,17,H.4
51,17,H.2
52,17,H.5
53,17,H.4
54,17,H.5
55,17,H.4
56,17,H.2
57,17,H.1
58,17,H.2
59,17,H.5
62,17,H.5
63,17,H.4
-63,18,D.4
-62,18,H.3
-61,18,H.1
-60,18,D.5
-59,18,H.3
-58,18,H.1
-57,18,D.5
-56,18,H.3
-55,18,D.4
-54,18,H.3
-53,18,H.1
-52,18,D.5
-51,18,H.3
-50,18,D.3
-49,18,D.0
-48,18,H.3
-47,18,D.4
-46,18,H.3
-45,18,D.3
-44,18,D.0
-43,18,H.3
-42,18,D.4
-41,18,H.3
-40,18,H.1
-39,18,D.5
-38,18,H.3
-37,18,H.1
-36,18,D.5
-35,18,H.3
-34,18,D.4
-33,18,H.3
-32,18,D.3
-31,18,D.0
-30,18,H.3
-29,18,D.4
-28,18,H.3
-27,18,H.1
-26,18,D.5
-25,18,H.3
-24,18,H.1
-23,18,D.5
-22,18,H.3
-21,18,D.4
-20,18,H.3
-19,18,H.1
-18,18,D.5
-17,18,H.3
-16,18,D.3
-15,18,D.0
-14,18,H.3
-13,18,D.4
-12,18,H.3
-11,18,D.3
-10,18,D.0
-9,18,H.3
-8,18,D.4
-7,18,H.3
-6,18,H.1
-5,18,D.5
-4,18,H.3
-3,18,H.1
-2,18,D.5
-1,18,H.3
0,18,D.4
1,18,H.3
2,18,D.3
3,18,D.0
4,18,H.3
5,18,D.4
6,18,H.3
7,18,H.1
8,18,D.5
9,18,H.3
10,18,H.1
11,18,D.5
12,18,H.3
13,18,D.4
14,18,H.3
15,18,H.1
16,18,D.5
17,18,H.3
18,18,D.3
19,18,D.0
20,18,H.3
21,18,D.4
22,18,H.3
23,18,D.3
24,18,D.0
25,18,H.3
26,18,D.4
27,18,H.3
28,18,H.1
29,18,D.5
30,18,H.3
31,18,H.1
32,18,D.5
33,18,H.3
34,18,D.4
35,18,H.3
36,18,H.1
37,18,D.5
38,18,H.3
39,18,D.3
40,18,D.0
41,18,H.3
42,18,D.4
43,18,H.3
44,18,D.3
45,18,D.0
46,18,H.3
47,18,D.4
48,18,H.3
49,18,H.1
50,18,D.5
51,18,H.3
52,18,H.1
53,18,D.5
54,18,H.3
55,18,D.4
56,18,H.3
57,18,D.3
58,18,D.0
59,18,H.3
-64,19,H.0
-63,19,D.1
-62,19,H.0
-61,19,D.2
-60,19,H.4
-59,19,H.0
-58,19,D.2
-57,19,H.4
-56,19,H.0
-55,19,D.1
-54,19,H.0
-53,19,D.2
-52,19,H.4
-51,19,H.2
-50,19,H.5
-49,19,H.4
-48,19,H.0
-47,19,D.1
-46,19,H.2
-45,19,H.5
-44,19,H.4
-43,19,H.0
-42,19,D.1
-41,19,H.0
-40,19,D.2
-39,19,H.4
-38,19,H.0
-37,19,D.2
-36,19,H.4
-35,19,H.0
-34,19,D.1
-33,19,H.2
-32,19,H.5
-31,19,H.4
-30,19,H.0
-29,19,D.1
-28,19,H.0
-27,19,D.2
-26,19,H.4
-25,19,H.0
-24,19,D.2
-23,19,H.4
-22,19,H.0
-21,19,D.1
-20,19,H.0
-19,19,D.2
-18,19,H.4
-17,19,H.2
-16,19,H.5
-15,19,H.4
-14,19,H.0
-13,19,D.1
-12,19,H.2
-11,19,H.5
-10,19,H.4
-9,19,H.0
-8,19,D.1
-7,19,H.0
-6,19,D.2
-5,19,H.4
-4,19,H.0
-3,19,D.2
-2,19,H.4
-1,19,H.0
0,19,D.1
1,19,H.2
2,19,H.5
3,19,H.4
4,19,H.0
5,19,D.1
6,19,H.0
7,19,D.2
8,19,H.4
9,19,H.0
10,19,D.2
11,19,H.4
12,19,H.0
13,19,D.1
14,19,H.0
15,19,D.2
16,19,H.4
17,19,H.2
18,19,H.5
19,19,H.4
20,19,H.0
21,19,D.1
22,19,H.2
23,19,H.5
24,19,H.4
25,19,H.0
26,19,D.1
27,19,H.0
28,19,D.2
29,19,H.4
30,19,H.0
31,19,D.2
32,19,H.4
33,19,H.0
34,19,D.1
35,19,H.0
36,19,D.2
37,19,H.4
38,19,H.2
39,19,H.5
40,19,H.4
41,19,H.0
42,19,D.1
43,19,H.2
44,19,H.5
45,19,H.4
46,19,H.0
47,19,D.1
48,19,H.0
49,19,D.2
50,19,H.4
51,19,H.0
52,19,D.2
53,19,H.4
54,19,H.0
55,19,D.1
56,19,H.2
57,19,H.5
58,19,H.4
-66,20,H.1
-65,20,H.2
-64,20,H.5
-63,20,H.1
-62,20,H.2
-61,20,H.1
-60,20,H.2
-59,20,H.5
-58,20,H.1
-57,20,H.2
-56,20,H.5
-55,20,H.1
-54,20,D.5
-53,20,H.3
-52,20,D.4
-51,20,H.3
-50,20,H.1
-49,20,H.2
-48,20,H.5
-47,20,D.4
-46,20,H.3
-45,20,H.1
-44,20,H.2
-43,20,H.5
-42,20,H.1
-41,20,H.2
-40,20,H.1
-39,20,H.2
-38,20,H.5
-37,20,H.1
-36,20,H.2
-35,20,H.5
-34,20,D.4
-33,20,H.3
-32,20,H.1
-31,20,H.2
-30,20,H.5
-29,20,H.1
-28,20,H.2
-27,20,H.1
-26,20,H.2
-25,20,H.5
-24,20,H.1
-23,20,H.2
-22,20,H.5
-21,20,H.1
-20,20,D.5
-19,20,H.3
-18,20,D.4
-17,20,H.3
-16,20,H.1
-15,20,H.2
-14,20,H.5
-13,20,D.4
-12,20,H.3
-11,20,H.1
-10,20,H.2
-9,20,H.5
-8,20,H.1
-7,20,H.2
-6,20,H.1
-5,20,H.2
-4,20,H.5
-3,20,H.1
-2,20,H.2
-1,20,H.5
0,20,D.4
1,20,H.3
2,20,H.1
3,20,H.2
4,20,H.5
5,20,H.1
6,20,H.2
7,20,H.1
8,20,H.2
9,20,H.5
10,20,H.1
11,20,H.2
12,20,H.5
13,20,H.1
14,20,D.5
15,20,H.3
16,20,D.4
17,20,H.3
18,20,H.1
19,20,H.2
20,20,H.5
21,20,D.4
22,20,H.3
23,20,H.1
24,20,H.2
25,20,H.5
26,20,H.1
27,20,H.2
28,20,H.1
29,20,H.2
30,20,H.5
31,20,H.1
32,20,H.2
33,20,H.5
34,20,H.1
35,20,D.5
36,20,H.3
37,20,D.4
38,20,H.3
39,20,H.1
40,20,H.2
41,20,H.5
42,20,D.4
43,20,H.3
44,20,H.1
45,20,H.2
46,20,H.5
47,20,H.1
48,20,H.2
49,20,H.1
50,20,H.2
51,20,H.5
52,20,H.1
53,20,H.2
54,20,H.5
55,20,D.4
56,20,H.3
-67,21,H.0
-66,21,D.3
-65,21,D.0
-64,21,H.0
-63,21,D.3
-62,21,D.0
-61,21,D.3
-60,21,D.0
-59,21,H.0
-58,21,D.3
-57,21,D.0
-56,21,H.0
-55,21,D.2
-54,21,H.4
-53,21,H.0
-52,21,D.1
-51,21,H.0
-50,21,D.3
-49,21,D.0
-48,21,H.0
-47,21,D.1
-46,21,H.0
-45,21,D.3
-44,21,D.0
-43,21,H.0
-42,21,D.3
-41,21,D.0
-40,21,D.3
-39,21,D.0
-38,21,H.0
-37,21,D.3
-36,21,D.0
-35,21,H.0
-34,21,D.1
-33,21,H.0
-32,21,D.3
-31,21,D.0
-30,21,H.0
-29,21,D.3
-28,21,D.0
-27,21,D.3
-26,21,D.0
-25,21,H.0
-24,21,D.3
-23,21,D.0
-22,21,H.0
-21,21,D.2
-20,21,H.4
-19,21,H.0
-18,21,D.1
-17,21,H.0
-16,21,D.3
-15,21,D.0
-14,21,H.0
-13,21,D.1
-12,21,H.0
-11,21,D.3
-10,21,D.0
-9,21,H.0
-8,21,D.3
-7,21,D.0
-6,21,D.3
-5,21,D.0
-4,21,H.0
-3,21,D.3
-2,21,D.0
-1,21,H.0
0,21,D.1
1,21,H.0
2,21,D.3
3,21,D.0
4,21,H.0
5,21,D.3
6,21,D.0
7,21,D.3
8,21,D.0
9,21,H.0
10,21,D.3
11,21,D.0
12,21,H.0
13,21,D.2
14,21,H.4
15,21,H.0
16,21,D.1
17,21,H.0
18,21,D.3
19,21,D.0
20,21,H.0
21,21,D.1
22,21,H.0
23,21,D.3
24,21,D.0
25,21,H.0
26,21,D.3
27,21,D.0
28,21,D.3
29,21,D.0
30,21,H.0
31,21,D.3
32,21,D.0
33,21,H.0
34,21,D.2
35,21,H.4
36,21,H.0
37,21,D.1
38,21,H.0
39,21,D.3
40,21,D.0
41,21,H.0
42,21,D.1
43,21,H.0
44,21,D.3
45,21,D.0
46,21,H.0
47,21,D.3
48,21,D.0
49,21,D.3
50,21,D.0
51,21,H.0
52,21,D.3
53,21,D.0
54,21,H.0
55,21,D.1
-66,22,H.5
-65,22,H.4
-63,22,H.5
-62,22,H.4
-61,22,H.5
-60,22,H.4
-59,22,H.2
-58,22,H.5
-57,22,H.4
-56,22,H.5
-55,22,H.1
-54,22,H.2
-53,22,H.5
-52,22,H.4
-51,22,H.2
-50,22,H.5
-49,22,H.4
-48,22,H.5
-47,22,H.4
-46,22,H.2
-45,22,H.5
