q,r,label
44,-32,H.1
45,-32,D.5
46,-32,H.3
47,-32,H.1
48,-32,D.5
49,-32,H.3
50,-32,D.4
51,-32,H.3
52,-32,H.1
53,-32,D.5
54,-32,H.3
55,-32,D.4
56,-32,H.3
57,-32,H.1
58,-32,D.5
59,-32,H.3
65,-32,H.1
66,-32,D.5
67,-32,H.3
-56,-31,H.0
-55,-31,D.1
-54,-31,H.0
-53,-31,D.2
-52,-31,H.4
-46,-31,H.0
-45,-31,D.2
-44,-31,H.4
-30,-31,H.0
-29,-31,D.2
-28,-31,H.4
-27,-31,H.0
-26,-31,D.1
-25,-31,H.0
-24,-31,D.2
-23,-31,H.4
-22,-31,H.0
-21,-31,D.2
-20,-31,H.4
-19,-31,H.0
-18,-31,D.1
-17,-31,H.0
-16,-31,D.2
-15,-31,H.4
-14,-31,H.0
-13,-31,D.1
-12,-31,H.0
-11,-31,D.2
-10,-31,H.4
-9,-31,H.0
-8,-31,D.2
-7,-31,H.4
-6,-31,H.0
-5,-31,D.1
-4,-31,H.0
-3,-31,D.2
-2,-31,H.4
-1,-31,H.0
0,-31,D.1
1,-31,H.0
2,-31,D.2
3,-31,H.4
4,-31,H.0
5,-31,D.2
6,-31,H.4
7,-31,H.0
8,-31,D.1
9,-31,H.0
10,-31,D.2
11,-31,H.4
12,-31,H.0
13,-31,D.2
14,-31,H.4
15,-31,H.0
16,-31,D.1
17,-31,H.0
18,-31,D.2
19,-31,H.4
20,-31,H.0
21,-31,D.1
22,-31,H.0
23,-31,D.2
24,-31,H.4
25,-31,H.0
26,-31,D.2
27,-31,H.4
28,-31,H.0
29,-31,D.1
30,-31,H.0
31,-31,D.2
32,-31,H.4
33,-31,H.0
34,-31,D.1
35,-31,H.0
36,-31,D.2
37,-31,H.4
38,-31,H.0
39,-31,D.2
40,-31,H.4
41,-31,H.0
42,-31,D.1
43,-31,H.0
44,-31,D.2
45,-31,H.4
46,-31,H.0
47,-31,D.2
48,-31,H.4
49,-31,H.0
50,-31,D.1
51,-31,H.0
52,-31,D.2
53,-31,H.4
54,-31,H.0
55,-31,D.1
56,-31,H.0
57,-31,D.2
58,-31,H.4
64,-31,H.0
65,-31,D.2
66,-31,H.4
-56,-30,H.5
-55,-30,H.1
-54,-30,H.2
-53,-30,H.1
-52,-30,H.2
-50,-30,H.1
-49,-30,H.2
-46,-30,H.2
-45,-30,H.1
-44,-30,H.2
-30,-30,H.5
-29,-30,H.1
-28,-30,H.2
-27,-30,H.5
-26,-30,H.4
-25,-30,H.2
-24,-30,H.1
-23,-30,H.2
-22,-30,H.5
-21,-30,H.1
-20,-30,H.2
-19,-30,H.5
-18,-30,H.4
-17,-30,H.5
-16,-30,H.1
-15,-30,H.2
-14,-30,H.5
-13,-30,H.4
-12,-30,H.2
-11,-30,H.1
-10,-30,H.2
-9,-30,H.5
-8,-30,H.1
-7,-30,H.2
-6,-30,H.5
-5,-30,H.4
-4,-30,H.5
-3,-30,H.1
-2,-30,H.2
-1,-30,H.5
0,-30,H.1
1,-30,H.2
2,-30,H.1
3,-30,H.2
4,-30,H.5
5,-30,H.1
6,-30,H.2
7,-30,H.5
8,-30,H.4
9,-30,H.2
10,-30,H.1
11,-30,H.2
12,-30,H.5
13,-30,H.1
14,-30,H.2
15,-30,H.5
16,-30,H.4
17,-30,H.5
18,-30,H.1
19,-30,H.2
20,-30,H.5
21,-30,H.4
22,-30,H.2
23,-30,H.1
24,-30,H.2
25,-30,H.5
26,-30,H.1
27,-30,H.2
28,-30,H.5
29,-30,H.4
30,-30,H.2
31,-30,H.1
32,-30,H.2
33,-30,H.5
34,-30,H.1
35,-30,H.2
36,-30,H.1
37,-30,H.2
38,-30,H.5
39,-30,H.1
40,-30,H.2
41,-30,H.5
42,-30,H.4
43,-30,H.2
44,-30,H.1
45,-30,H.2
46,-30,H.5
47,-30,H.1
48,-30,H.2
49,-30,H.5
50,-30,H.4
51,-30,H.5
52,-30,H.1
53,-30,H.2
54,-30,H.5
55,-30,H.4
56,-30,H.2
57,-30,H.1
58,-30,H.2
60,-30,H.1
61,-30,H.2
64,-30,H.2
65,-30,H.1
66,-30,H.2
-55,-29,D.4
-54,-29,H.3
-53,-29,D.3
-52,-29,D.0
-51,-29,H.3
-50,-29,D.4
-49,-29,H.3
-48,-29,H.1
-47,-29,D.5
-46,-29,H.3
-45,-29,D.3
-44,-29,D.0
-43,-29,H.3
-29,-29,D.4
-28,-29,H.3
-27,-29,H.1
-26,-29,D.5
-25,-29,H.3
-24,-29,D.3
-23,-29,D.0
-22,-29,H.3
-21,-29,D.4
-20,-29,H.3
-19,-29,H.1
-18,-29,D.5
-17,-29,H.3
-16,-29,D.3
-15,-29,D.0
-14,-29,H.3
-13,-29,D.4
-12,-29,H.3
-11,-29,D.3
-10,-29,D.0
-9,-29,H.3
-8,-29,D.4
-7,-29,H.3
-6,-29,H.1
-5,-29,D.5
-4,-29,H.3
-3,-29,D.3
-2,-29,D.0
-1,-29,H.3
0,-29,D.4
1,-29,H.3
2,-29,D.3
3,-29,D.0
4,-29,H.3
5,-29,D.4
6,-29,H.3
7,-29,H.1
8,-29,D.5
9,-29,H.3
10,-29,D.3
11,-29,D.0
12,-29,H.3
13,-29,D.4
14,-29,H.3
15,-29,H.1
16,-29,D.5
17,-29,H.3
18,-29,D.3
19,-29,D.0
20,-29,H.3
21,-29,D.4
22,-29,H.3
23,-29,D.3
24,-29,D.0
25,-29,H.3
26,-29,D.4
27,-29,H.3
28,-29,H.1
29,-29,D.5
30,-29,H.3
31,-29,D.3
32,-29,D.0
33,-29,H.3
34,-29,D.4
35,-29,H.3
36,-29,D.3
37,-29,D.0
38,-29,H.3
39,-29,D.4
40,-29,H.3
41,-29,H.1
42,-29,D.5
43,-29,H.3
44,-29,D.3
45,-29,D.0
46,-29,H.3
47,-29,D.4
48,-29,H.3
49,-29,H.1
50,-29,D.5
51,-29,H.3
52,-29,D.3
53,-29,D.0
54,-29,H.3
55,-29,D.4
56,-29,H.3
57,-29,D.3
58,-29,D.0
59,-29,H.3
60,-29,D.4
61,-29,H.3
62,-29,H.1
63,-29,D.5
64,-29,H.3
65,-29,D.3
66,-29,D.0
67,-29,H.3
-56,-28,H.0
-55,-28,D.1
-54,-28,H.2
-53,-28,H.5
-52,-28,H.4
-51,-28,H.0
-50,-28,D.1
-49,-28,H.0
-48,-28,D.2
-47,-28,H.4
-46,-28,H.2
-45,-28,H.5
-44,-28,H.4
-30,-28,H.0
-29,-28,D.1
-28,-28,H.0
-27,-28,D.2
-26,-28,H.4
-25,-28,H.2
-24,-28,H.5
-23,-28,H.4
-22,-28,H.0
-21,-28,D.1
-20,-28,H.0
-19,-28,D.2
-18,-28,H.4
-17,-28,H.2
-16,-28,H.5
-15,-28,H.4
-14,-28,H.0
-13,-28,D.1
-12,-28,H.2
-11,-28,H.5
-10,-28,H.4
-9,-28,H.0
-8,-28,D.1
-7,-28,H.0
-6,-28,D.2
-5,-28,H.4
-4,-28,H.2
-3,-28,H.5
-2,-28,H.4
-1,-28,H.0
0,-28,D.1
1,-28,H.2
2,-28,H.5
3,-28,H.4
4,-28,H.0
5,-28,D.1
6,-28,H.0
7,-28,D.2
8,-28,H.4
9,-28,H.2
10,-28,H.5
11,-28,H.4
12,-28,H.0
13,-28,D.1
14,-28,H.0
15,-28,D.2
16,-28,H.4
17,-28,H.2
18,-28,H.5
19,-28,H.4
20,-28,H.0
21,-28,D.1
22,-28,H.2
23,-28,H.5
24,-28,H.4
25,-28,H.0
26,-28,D.1
27,-28,H.0
28,-28,D.2
29,-28,H.4
30,-28,H.2
31,-28,H.5
32,-28,H.4
33,-28,H.0
34,-28,D.1
35,-28,H.2
36,-28,H.5
37,-28,H.4
38,-28,H.0
39,-28,D.1
40,-28,H.0
41,-28,D.2
42,-28,H.4
43,-28,H.2
44,-28,H.5
45,-28,H.4
46,-28,H.0
47,-28,D.1
48,-28,H.0
49,-28,D.2
50,-28,H.4
51,-28,H.2
52,-28,H.5
53,-28,H.4
54,-28,H.0
55,-28,D.1
56,-28,H.2
57,-28,H.5
58,-28,H.4
59,-28,H.0
60,-28,D.1
61,-28,H.0
62,-28,D.2
63,-28,H.4
64,-28,H.2
65,-28,H.5
66,-28,H.4
-58,-27,H.1
-57,-27,H.2
-56,-27,H.5
-55,-27,D.4
-54,-27,H.3
-53,-27,H.1
-52,-27,H.2
-51,-27,H.5
-50,-27,H.1
-49,-27,D.5
-48,-27,H.3
-47,-27,D.4
-46,-27,H.3
-32,-27,H.1
-31,-27,H.2
-30,-27,H.5
-29,-27,H.1
-28,-27,D.5
-27,-27,H.3
-26,-27,D.4
-25,-27,H.3
-24,-27,H.1
-23,-27,H.2
-22,-27,H.5
-21,-27,H.1
-20,-27,D.5
-19,-27,H.3
-18,-27,D.4
-17,-27,H.3
-16,-27,H.1
-15,-27,H.2
-14,-27,H.5
-13,-27,D.4
-12,-27,H.3
-11,-27,H.1
-10,-27,H.2
-9,-27,H.5
-8,-27,H.1
-7,-27,D.5
-6,-27,H.3
-5,-27,D.4
-4,-27,H.3
-3,-27,H.1
-2,-27,H.2
-1,-27,H.5
0,-27,D.4
1,-27,H.3
2,-27,H.1
3,-27,H.2
4,-27,H.5
5,-27,H.1
6,-27,D.5
7,-27,H.3
8,-27,D.4
9,-27,H.3
10,-27,H.1
11,-27,H.2
12,-27,H.5
13,-27,H.1
14,-27,D.5
15,-27,H.3
16,-27,D.4
17,-27,H.3
18,-27,H.1
19,-27,H.2
20,-27,H.5
21,-27,D.4
22,-27,H.3
23,-27,H.1
24,-27,H.2
25,-27,H.5
26,-27,H.1
27,-27,D.5
28,-27,H.3
29,-27,D.4
30,-27,H.3
31,-27,H.1
32,-27,H.2
33,-27,H.5
34,-27,D.4
35,-27,H.3
36,-27,H.1
37,-27,H.2
38,-27,H.5
39,-27,H.1
40,-27,D.5
41,-27,H.3
42,-27,D.4
43,-27,H.3
44,-27,H.1
45,-27,H.2
46,-27,H.5
47,-27,H.1
48,-27,D.5
49,-27,H.3
50,-27,D.4
51,-27,H.3
52,-27,H.1
53,-27,H.2
54,-27,H.5
55,-27,D.4
56,-27,H.3
57,-27,H.1
58,-27,H.2
59,-27,H.5
60,-27,H.1
61,-27,D.5
62,-27,H.3
63,-27,D.4
64,-27,H.3
-59,-26,H.0
-58,-26,D.3
-57,-26,D.0
-56,-26,H.0
-55,-26,D.1
-54,-26,H.0
-53,-26,D.3
-52,-26,D.0
-51,-26,H.0
-50,-26,D.2
-49,-26,H.4
-48,-26,H.0
-47,-26,D.1
-33,-26,H.0
-32,-26,D.3
-31,-26,D.0
-30,-26,H.0
-29,-26,D.2
-28,-26,H.4
-27,-26,H.0
-26,-26,D.1
-25,-26,H.0
-24,-26,D.3
-23,-26,D.0
-22,-26,H.0
-21,-26,D.2
-20,-26,H.4
-19,-26,H.0
-18,-26,D.1
-17,-26,H.0
-16,-26,D.3
-15,-26,D.0
-14,-26,H.0
-13,-26,D.1
-12,-26,H.0
-11,-26,D.3
-10,-26,D.0
-9,-26,H.0
-8,-26,D.2
-7,-26,H.4
-6,-26,H.0
-5,-26,D.1
-4,-26,H.0
-3,-26,D.3
-2,-26,D.0
-1,-26,H.0
0,-26,D.1
1,-26,H.0
2,-26,D.3
3,-26,D.0
4,-26,H.0
5,-26,D.2
6,-26,H.4
7,-26,H.0
8,-26,D.1
9,-26,H.0
10,-26,D.3
11,-26,D.0
12,-26,H.0
13,-26,D.2
14,-26,H.4
15,-26,H.0
16,-26,D.1
17,-26,H.0
18,-26,D.3
19,-26,D.0
20,-26,H.0
21,-26,D.1
22,-26,H.0
23,-26,D.3
24,-26,D.0
25,-26,H.0
26,-26,D.2
27,-26,H.4
28,-26,H.0
29,-26,D.1
30,-26,H.0
31,-26,D.3
32,-26,D.0
33,-26,H.0
34,-26,D.1
35,-26,H.0
36,-26,D.3
37,-26,D.0
38,-26,H.0
39,-26,D.2
40,-26,H.4
41,-26,H.0
42,-26,D.1
43,-26,H.0
44,-26,D.3
45,-26,D.0
46,-26,H.0
47,-26,D.2
48,-26,H.4
49,-26,H.0
50,-26,D.1
51,-26,H.0
52,-26,D.3
53,-26,D.0
54,-26,H.0
55,-26,D.1
56,-26,H.0
57,-26,D.3
58,-26,D.0
59,-26,H.0
60,-26,D.2
61,-26,H.4
62,-26,H.0
63,-26,D.1
-58,-25,H.5
-57,-25,H.4
-56,-25,H.5
-55,-25,H.1
-54,-25,H.2
-53,-25,H.5
-52,-25,H.4
-51,-25,H.2
-50,-25,H.1
-49,-25,H.2
-48,-25,H.5
-47,-25,H.4
-46,-25,H.2
-42,-25,H.1
-41,-25,H.2
-38,-25,H.2
-32,-25,H.5
-31,-25,H.4
-30,-25,H.2
-29,-25,H.1
-28,-25,H.2
-27,-25,H.5
-26,-25,H.4
-25,-25,H.2
-24,-25,H.5
-23,-25,H.4
-22,-25,H.5
-21,-25,H.1
-20,-25,H.2
-19,-25,H.5
-18,-25,H.4
-17,-25,H.2
-16,-25,H.5
-15,-25,H.4
-14,-25,H.5
-13,-25,H.4
-12,-25,H.2
-11,-25,H.5
-10,-25,H.4
-9,-25,H.5
-8,-25,H.1
-7,-25,H.2
-6,-25,H.5
-5,-25,H.4
-4,-25,H.2
-3,-25,H.5
-2,-25,H.4
-1,-25,H.5
0,-25,H.1
1,-25,H.2
2,-25,H.5
3,-25,H.4
4,-25,H.2
5,-25,H.1
6,-25,H.2
7,-25,H.5
8,-25,H.4
9,-25,H.2
10,-25,H.5
11,-25,H.4
12,-25,H.5
13,-25,H.1
14,-25,H.2
15,-25,H.5
16,-25,H.4
17,-25,H.2
18,-25,H.5
19,-25,H.4
20,-25,H.5
21,-25,H.4
22,-25,H.2
23,-25,H.5
24,-25,H.4
25,-25,H.2
26,-25,H.1
27,-25,H.2
28,-25,H.5
29,-25,H.4
30,-25,H.2
31,-25,H.5
32,-25,H.4
33,-25,H.5
34,-25,H.1
35,-25,H.2
36,-25,H.5
37,-25,H.4
38,-25,H.2
39,-25,H.1
40,-25,H.2
41,-25,H.5
42,-25,H.4
43,-25,H.2
44,-25,H.5
45,-25,H.4
46,-25,H.5
47,-25,H.1
48,-25,H.2
49,-25,H.5
50,-25,H.4
51,-25,H.2
52,-25,H.5
53,-25,H.4
54,-25,H.5
55,-25,H.4
56,-25,H.2
57,-25,H.5
58,-25,H.4
59,-25,H.2
60,-25,H.1
61,-25,H.2
62,-25,H.5
63,-25,H.4
64,-25,H.2
-58,-24,H.1
-57,-24,D.5
-56,-24,H.3
-55,-24,D.4
-54,-24,H.3
-53,-24,H.1
-52,-24,D.5
-51,-24,H.3
-50,-24,D.4
-49,-24,H.3
-48,-24,H.1
-47,-24,D.5
-46,-24,H.3
-42,-24,D.4
-41,-24,H.3
-40,-24,H.1
-39,-24,D.5
-38,-24,H.3
-32,-24,H.1
-31,-24,D.5
-30,-24,H.3
-29,-24,D.4
-28,-24,H.3
-27,-24,H.1
-26,-24,D.5
-25,-24,H.3
-24,-24,H.1
-23,-24,D.5
-22,-24,H.3
-21,-24,D.4
-20,-24,H.3
-19,-24,H.1
-18,-24,D.5
-17,-24,H.3
-16,-24,H.1
-15,-24,D.5
-14,-24,H.3
-13,-24,D.4
-12,-24,H.3
-11,-24,H.1
-10,-24,D.5
-9,-24,H.3
-8,-24,D.4
-7,-24,H.3
-6,-24,H.1
-5,-24,D.5
-4,-24,H.3
-3,-24,H.1
-2,-24,D.5
-1,-24,H.3
0,-24,D.4
1,-24,H.3
2,-24,H.1
3,-24,D.5
4,-24,H.3
5,-24,D.4
6,-24,H.3
7,-24,H.1
8,-24,D.5
9,-24,H.3
10,-24,H.1
11,-24,D.5
12,-24,H.3
13,-24,D.4
14,-24,H.3
15,-24,H.1
16,-24,D.5
17,-24,H.3
18,-24,H.1
19,-24,D.5
20,-24,H.3
21,-24,D.4
22,-24,H.3
23,-24,H.1
24,-24,D.5
25,-24,H.3
26,-24,D.4
27,-24,H.3
28,-24,H.1
29,-24,D.5
30,-24,H.3
31,-24,H.1
32,-24,D.5
33,-24,H.3
34,-24,D.4
35,-24,H.3
36,-24,H.1
37,-24,D.5
38,-24,H.3
39,-24,D.4
40,-24,H.3
41,-24,H.1
42,-24,D.5
43,-24,H.3
44,-24,H.1
45,-24,D.5
46,-24,H.3
47,-24,D.4
48,-24,H.3
49,-24,H.1
50,-24,D.5
51,-24,H.3
52,-24,H.1
53,-24,D.5
54,-24,H.3
55,-24,D.4
56,-24,H.3
57,-24,H.1
58,-24,D.5
59,-24,H.3
60,-24,D.4
61,-24,H.3
62,-24,H.1
63,-24,D.5
64,-24,H.3
-59,-23,H.0
-58,-23,D.2
-57,-23,H.4
-56,-23,H.0
-55,-23,D.1
-54,-23,H.0
-53,-23,D.2
-52,-23,H.4
-51,-23,H.0
-50,-23,D.1
-49,-23,H.0
-48,-23,D.2
-47,-23,H.4
-43,-23,H.0
-42,-23,D.1
-41,-23,H.0
-40,-23,D.2
-39,-23,H.4
-33,-23,H.0
-32,-23,D.2
-31,-23,H.4
-30,-23,H.0
-29,-23,D.1
-28,-23,H.0
-27,-23,D.2
-26,-23,H.4
-25,-23,H.0
-24,-23,D.2
-23,-23,H.4
-22,-23,H.0
-21,-23,D.1
-20,-23,H.0
-19,-23,D.2
-18,-23,H.4
-17,-23,H.0
-16,-23,D.2
-15,-23,H.4
-14,-23,H.0
-13,-23,D.1
-12,-23,H.0
-11,-23,D.2
-10,-23,H.4
-9,-23,H.0
-8,-23,D.1
-7,-23,H.0
-6,-23,D.2
-5,-23,H.4
-4,-23,H.0
-3,-23,D.2
-2,-23,H.4
-1,-23,H.0
0,-23,D.1
1,-23,H.0
2,-23,D.2
3,-23,H.4
4,-23,H.0
5,-23,D.1
6,-23,H.0
7,-23,D.2
8,-23,H.4
9,-23,H.0
10,-23,D.2
11,-23,H.4
12,-23,H.0
13,-23,D.1
14,-23,H.0
15,-23,D.2
16,-23,H.4
17,-23,H.0
18,-23,D.2
19,-23,H.4
20,-23,H.0
21,-23,D.1
22,-23,H.0
23,-23,D.2
24,-23,H.4
25,-23,H.0
26,-23,D.1
27,-23,H.0
28,-23,D.2
29,-23,H.4
30,-23,H.0
31,-23,D.2
32,-23,H.4
33,-23,H.0
34,-23,D.1
35,-23,H.0
36,-23,D.2
37,-23,H.4
38,-23,H.0
39,-23,D.1
40,-23,H.0
41,-23,D.2
42,-23,H.4
43,-23,H.0
44,-23,D.2
45,-23,H.4
46,-23,H.0
47,-23,D.1
48,-23,H.0
49,-23,D.2
50,-23,H.4
51,-23,H.0
52,-23,D.2
53,-23,H.4
54,-23,H.0
55,-23,D.1
56,-23,H.0
57,-23,D.2
58,-23,H.4
59,-23,H.0
60,-23,D.1
61,-23,H.0
62,-23,D.2
63,-23,H.4
-59,-22,H.5
-56,-22,H.5
-55,-22,H.1
-54,-22,H.2
-53,-22,H.1
-52,-22,H.2
-51,-22,H.5
-50,-22,H.1
-49,-22,H.2
-48,-22,H.1
-47,-22,H.2
-45,-22,H.1
-44,-22,H.2
-43,-22,H.5
-42,-22,H.1
-41,-22,H.2
-40,-22,H.1
-39,-22,H.2
-37,-22,H.1
-36,-22,H.2
-33,-22,H.2
-32,-22,H.1
-31,-22,H.2
-30,-22,H.5
-29,-22,H.1
-28,-22,H.2
-27,-22,H.1
-26,-22,H.2
-25,-22,H.5
-24,-22,H.1
-23,-22,H.2
-22,-22,H.5
-21,-22,H.1
-20,-22,H.2
-19,-22,H.1
-18,-22,H.2
-17,-22,H.5
-16,-22,H.1
-15,-22,H.2
-14,-22,H.5
-13,-22,H.4
-12,-22,H.5
-11,-22,H.1
-10,-22,H.2
-9,-22,H.5
-8,-22,H.1
-7,-22,H.2
-6,-22,H.1
-5,-22,H.2
-4,-22,H.5
-3,-22,H.1
-2,-22,H.2
-1,-22,H.5
0,-22,H.1
1,-22,H.2
2,-22,H.1
3,-22,H.2
4,-22,H.5
5,-22,H.1
6,-22,H.2
7,-22,H.1
8,-22,H.2
9,-22,H.5
10,-22,H.1
11,-22,H.2
12,-22,H.5
13,-22,H.1
14,-22,H.2
15,-22,H.1
16,-22,H.2
17,-22,H.5
18,-22,H.1
19,-22,H.2
20,-22,H.5
21,-22,H.4
22,-22,H.2
23,-22,H.1
24,-22,H.2
25,-22,H.5
26,-22,H.1
27,-22,H.2
28,-22,H.1
29,-22,H.2
30,-22,H.5
31,-22,H.1
32,-22,H.2
33,-22,H.5
34,-22,H.1
35,-22,H.2
36,-22,H.1
37,-22,H.2
38,-22,H.5
39,-22,H.1
40,-22,H.2
41,-22,H.1
42,-22,H.2
43,-22,H.5
44,-22,H.1
45,-22,H.2
46,-22,H.5
47,-22,H.1
48,-22,H.2
49,-22,H.1
50,-22,H.2
51,-22,H.5
52,-22,H.1
53,-22,H.2
54,-22,H.5
55,-22,H.4
56,-22,H.2
57,-22,H.1
58,-22,H.2
59,-22,H.5
60,-22,H.1
61,-22,H.2
62,-22,H.1
63,-22,H.2
65,-22,H.1
66,-22,H.2
-55,-21,D.4
-54,-21,H.3
-53,-21,D.3
-52,-21,D.0
-51,-21,H.3
-50,-21,D.3
-49,-21,D.0
-48,-21,D.3
-47,-21,D.0
-46,-21,H.3
-45,-21,D.3
-44,-21,D.0
-43,-21,H.3
-42,-21,D.4
-41,-21,H.3
-40,-21,D.3
-39,-21,D.0
-38,-21,H.3
-37,-21,D.4
-36,-21,H.3
-35,-21,H.1
-34,-21,D.5
-33,-21,H.3
-32,-21,D.3
-31,-21,D.0
-30,-21,H.3
-29,-21,D.3
-28,-21,D.0
-27,-21,D.3
-26,-21,D.0
-25,-21,H.3
-24,-21,D.3
-23,-21,D.0
-22,-21,H.3
-21,-21,D.4
-20,-21,H.3
-19,-21,D.3
-18,-21,D.0
-17,-21,H.3
-16,-21,D.4
-15,-21,H.3
-14,-21,H.1
-13,-21,D.5
-12,-21,H.3
-11,-21,D.3
-10,-21,D.0
-9,-21,H.3
-8,-21,D.3
-7,-21,D.0
-6,-21,D.3
-5,-21,D.0
-4,-21,H.3
-3,-21,D.3
-2,-21,D.0
-1,-21,H.3
0,-21,D.4
1,-21,H.3
2,-21,D.3
3,-21,D.0
4,-21,H.3
5,-21,D.3
6,-21,D.0
7,-21,D.3
8,-21,D.0
9,-21,H.3
10,-21,D.3
11,-21,D.0
12,-21,H.3
13,-21,D.4
14,-21,H.3
15,-21,D.3
16,-21,D.0
17,-21,H.3
18,-21,D.4
19,-21,H.3
20,-21,H.1
21,-21,D.5
22,-21,H.3
23,-21,D.3
24,-21,D.0
25,-21,H.3
26,-21,D.3
27,-21,D.0
28,-21,D.3
29,-21,D.0
30,-21,H.3
31,-21,D.3
32,-21,D.0
33,-21,H.3
34,-21,D.4
35,-21,H.3
36,-21,D.3
37,-21,D.0
38,-21,H.3
39,-21,D.3
40,-21,D.0
41,-21,D.3
42,-21,D.0
43,-21,H.3
44,-21,D.3
45,-21,D.0
46,-21,H.3
47,-21,D.4
48,-21,H.3
49,-21,D.3
50,-21,D.0
51,-21,H.3
52,-21,D.4
53,-21,H.3
54,-21,H.1
55,-21,D.5
56,-21,H.3
57,-21,D.3
58,-21,D.0
59,-21,H.3
60,-21,D.3
61,-21,D.0
62,-21,D.3
63,-21,D.0
64,-21,H.3
65,-21,D.3
66,-21,D.0
67,-21,H.3
-56,-20,H.0
-55,-20,D.1
-54,-20,H.2
-53,-20,H.5
-52,-20,H.4
-51,-20,H.2
-50,-20,H.5
-49,-20,H.4
-48,-20,H.5
-47,-20,H.4
-46,-20,H.2
-45,-20,H.5
-44,-20,H.4
-43,-20,H.0
-42,-20,D.1
-41,-20,H.2
-40,-20,H.5
-39,-20,H.4
-38,-20,H.0
-37,-20,D.1
-36,-20,H.0
-35,-20,D.2
-34,-20,H.4
-33,-20,H.2
-32,-20,H.5
-31,-20,H.4
-30,-20,H.2
-29,-20,H.5
-28,-20,H.4
-27,-20,H.5
-26,-20,H.4
-25,-20,H.2
-24,-20,H.5
-23,-20,H.4
-22,-20,H.0
-21,-20,D.1
-20,-20,H.2
-19,-20,H.5
-18,-20,H.4
-17,-20,H.0
-16,-20,D.1
-15,-20,H.0
-14,-20,D.2
-13,-20,H.4
-12,-20,H.2
-11,-20,H.5
-10,-20,H.4
-9,-20,H.2
-8,-20,H.5
-7,-20,H.4
-6,-20,H.5
-5,-20,H.4
-4,-20,H.2
-3,-20,H.5
-2,-20,H.4
-1,-20,H.0
0,-20,D.1
1,-20,H.2
2,-20,H.5
3,-20,H.4
4,-20,H.2
5,-20,H.5
6,-20,H.4
7,-20,H.5
8,-20,H.4
9,-20,H.2
10,-20,H.5
11,-20,H.4
12,-20,H.0
13,-20,D.1
14,-20,H.2
15,-20,H.5
16,-20,H.4
17,-20,H.0
18,-20,D.1
19,-20,H.0
20,-20,D.2
21,-20,H.4
22,-20,H.2
23,-20,H.5
24,-20,H.4
25,-20,H.2
26,-20,H.5
27,-20,H.4
28,-20,H.5
29,-20,H.4
30,-20,H.2
31,-20,H.5
32,-20,H.4
33,-20,H.0
34,-20,D.1
35,-20,H.2
36,-20,H.5
37,-20,H.4
38,-20,H.2
39,-20,H.5
40,-20,H.4
41,-20,H.5
42,-20,H.4
43,-20,H.2
44,-20,H.5
45,-20,H.4
46,-20,H.0
47,-20,D.1
48,-20,H.2
49,-20,H.5
50,-20,H.4
51,-20,H.0
52,-20,D.1
53,-20,H.0
54,-20,D.2
55,-20,H.4
56,-20,H.2
57,-20,H.5
58,-20,H.4
59,-20,H.2
60,-20,H.5
61,-20,H.4
62,-20,H.5
63,-20,H.4
64,-20,H.2
65,-20,H.5
66,-20,H.4
-58,-19,H.1
-57,-19,H.2
-56,-19,H.5
-55,-19,D.4
-54,-19,H.3
-53,-19,H.1
-52,-19,D.5
-51,-19,H.3
-50,-19,H.1
-49,-19,D.5
-48,-19,H.3
-47,-19,D.4
-46,-19,H.3
-45,-19,H.1
-44,-19,H.2
-43,-19,H.5
-42,-19,D.4
-41,-19,H.3
-40,-19,H.1
-39,-19,H.2
-38,-19,H.5
-37,-19,H.1
-36,-19,D.5
-35,-19,H.3
-34,-19,D.4
-33,-19,H.3
-32,-19,H.1
-31,-19,D.5
-30,-19,H.3
-29,-19,H.1
-28,-19,D.5
-27,-19,H.3
-26,-19,D.4
-25,-19,H.3
-24,-19,H.1
-23,-19,H.2
-22,-19,H.5
-21,-19,D.4
-20,-19,H.3
-19,-19,H.1
-18,-19,H.2
-17,-19,H.5
-16,-19,H.1
-15,-19,D.5
-14,-19,H.3
-13,-19,D.4
-12,-19,H.3
-11,-19,H.1
-10,-19,D.5
-9,-19,H.3
-8,-19,H.1
-7,-19,D.5
-6,-19,H.3
-5,-19,D.4
-4,-19,H.3
-3,-19,H.1
-2,-19,H.2
-1,-19,H.5
0,-19,D.4
1,-19,H.3
2,-19,H.1
3,-19,D.5
4,-19,H.3
5,-19,H.1
6,-19,D.5
7,-19,H.3
8,-19,D.4
9,-19,H.3
10,-19,H.1
11,-19,H.2
12,-19,H.5
13,-19,D.4
14,-19,H.3
15,-19,H.1
16,-19,H.2
17,-19,H.5
18,-19,H.1
19,-19,D.5
20,-19,H.3
21,-19,D.4
22,-19,H.3
23,-19,H.1
24,-19,D.5
25,-19,H.3
26,-19,H.1
27,-19,D.5
28,-19,H.3
29,-19,D.4
30,-19,H.3
31,-19,H.1
32,-19,H.2
33,-19,H.5
34,-19,D.4
35,-19,H.3
36,-19,H.1
37,-19,D.5
38,-19,H.3
39,-19,H.1
40,-19,D.5
41,-19,H.3
42,-19,D.4
43,-19,H.3
44,-19,H.1
45,-19,H.2
46,-19,H.5
47,-19,D.4
48,-19,H.3
49,-19,H.1
50,-19,H.2
51,-19,H.5
52,-19,H.1
53,-19,D.5
54,-19,H.3
55,-19,D.4
