bit_index,output
2009,H.5
2010,H.1
2011,H.4
2012,H.1
2013,H.5
2014,H.1
2015,H.1
2016,H.0
2017,H.5
2018,H.4
2019,H.4
2020,H.0
2021,H.3
2022,H.3
2023,H.3
2024,H.0
2025,H.5
2026,H.2
2027,H.2
2028,H.0
2029,H.5
2030,H.2
2031,H.2
2032,H.0
2033,H.5
2034,H.4
2035,H.4
2036,H.0
2037,H.5
2038,H.0
2039,H.3
2040,H.0
2041,H.5
2042,H.0
2043,H.4
2044,H.0
2045,H.5
2046,H.0
2047,H.4
2051,H.4
2053,H.3
2055,H.3
2056,H.2
2057,H.5
2058,H.2
2059,H.2
2060,H.2
2061,H.2
2062,H.2
2063,H.2
2064,H.1
2065,H.5
2066,H.1
2067,H.4
2068,H.1
2069,H.5
2070,H.1
2071,H.3
2072,H.1
2073,H.5
2074,H.1
2075,H.4
2076,H.1
2077,H.5
2078,H.1
2079,H.1
2080,H.0
2081,H.5
2082,H.4
2083,H.4
2084,H.0
2085,H.3
2086,H.3
2087,H.3
2088,H.0
2089,H.5
2090,H.2
2091,H.2
2092,H.0
2093,H.5
2094,H.2
2095,H.2
2096,H.0
2097,H.5
2098,H.4
2099,H.4
2100,H.0
2101,H.5
2102,H.0
2103,H.3
2104,H.0
2105,H.5
2106,H.4
2107,H.4
2108,H.0
2109,H.5
2110,H.0
2111,H.4
2115,H.4
2117,H.3
2119,H.3
2120,H.2
2121,H.5
2122,H.2
2123,H.2
2124,H.2
2125,H.2
2126,H.2
2127,H.2
2128,H.1
2129,H.5
2130,H.4
2131,H.4
2132,H.1
2133,H.5
2134,H.1
2135,H.3
2136,H.1
2137,H.5
2138,H.1
2139,H.4
2140,H.1
2141,H.5
2142,H.1
2143,H.1
2144,H.0
2145,H.5
2146,H.4
2147,H.4
2148,H.0
2149,H.3
2150,H.3
2151,H.3
2152,H.0
2153,H.5
2154,H.2
2155,H.2
2156,H.0
2157,H.5
2158,H.2
2159,H.2
2160,H.0
2161,H.5
2162,H.4
2163,H.4
2164,H.0
2165,H.5
2166,H.0
2167,H.3
2168,H.0
2169,H.5
2170,H.4
2171,H.4
2172,H.0
2173,H.5
2174,H.0
2175,H.4
2177,H.5
2178,H.4
2179,H.4
2181,H.3
2182,H.3
2183,H.3
2184,H.2
2185,H.5
2186,H.2
2187,H.2
2188,H.2
2189,H.2
2190,H.2
2191,H.2
2192,H.1
2193,H.5
2194,H.1
2195,H.4
2196,H.1
2197,H.3
2198,H.1
2199,H.3
2200,H.1
2201,H.5
2202,H.1
2203,H.4
2204,H.1
2205,H.5
2206,H.1
2207,H.1
2209,H.5
2210,H.4
2211,H.4
2213,H.3
2214,H.3
2215,H.3
2216,H.0
2217,H.5
2218,H.0
2219,H.4
2220,H.0
2221,H.2
2222,H.0
2223,H.2
2224,H.0
2225,H.5
2226,H.4
2227,H.4
2228,H.0
2229,H.3
2230,H.0
2231,H.3
2232,H.0
2233,H.5
2234,H.0
2235,H.4
2236,H.0
2237,H.5
2238,H.0
2239,H.3
2241,H.5
2242,H.4
2243,H.4
2245,H.3
2246,H.3
2247,H.3
2249,H.5
2250,H.2
2251,H.2
2252,H.2
2253,H.2
2254,H.2
2255,H.2
2256,H.1
2257,H.5
2258,H.4
2259,H.4
2260,H.1
2261,H.3
2262,H.1
2263,H.3
2264,H.1
2265,H.5
2266,H.1
2267,H.4
2268,H.1
2269,H.5
2270,H.1
2271,H.1
2272,H.0
2273,H.5
2274,H.4
2275,H.4
2276,H.0
2277,H.3
2278,H.3
2279,H.3
2280,H.0
2281,H.5
2282,H.0
2283,H.2
2284,H.0
2285,H.5
2286,H.0
2287,H.2
2288,H.0
2289,H.5
2290,H.4
2291,H.4
2292,H.0
2293,H.3
2294,H.0
2295,H.3
2296,H.0
2297,H.5
2298,H.0
2299,H.4
2300,H.0
2301,H.5
2302,H.0
2303,H.2
2305,H.5
2306,H.4
2307,H.4
2309,H.3
2310,H.3
2311,H.3
2313,H.5
2314,H.2
2315,H.2
2316,H.2
2317,H.2
2318,H.2
2319,H.2
2320,H.1
2321,H.5
2322,H.4
